1094508.3	31899.10
Tsac_0999	fig|31899.10.peg.2026
Tsac_2475	fig|31899.10.peg.2128
Tsac_1616	fig|31899.10.peg.1838
Tsac_2238	-
Tsac_2201	fig|31899.10.peg.1766
-	fig|31899.10.peg.2358,fig|31899.10.peg.522
Tsac_2039	-
Tsac_2735	fig|31899.10.peg.3025
Tsac_1778	fig|31899.10.peg.2732
-	fig|31899.10.peg.3000
Tsac_0369,Tsac_0725	fig|31899.10.peg.1221,fig|31899.10.peg.2152,fig|31899.10.peg.2164
Tsac_2492	fig|31899.10.peg.1580
Tsac_0924	fig|31899.10.peg.2672
Tsac_1554,Tsac_1989	fig|31899.10.peg.2042,fig|31899.10.peg.2223
Tsac_1694	fig|31899.10.peg.1142
Tsac_2489	-
Tsac_0524	fig|31899.10.peg.1344
Tsac_1063	fig|31899.10.peg.1575
Tsac_0640	fig|31899.10.peg.945
Tsac_0641	fig|31899.10.peg.946
Tsac_0667	fig|31899.10.peg.807
Tsac_2094	-
Tsac_0735	fig|31899.10.peg.1076
-	fig|31899.10.peg.78
Tsac_1711	fig|31899.10.peg.2335
-	fig|31899.10.peg.1512
Tsac_0483	-
Tsac_2168	-
Tsac_1585,Tsac_1586	fig|31899.10.peg.1645,fig|31899.10.peg.1646
Tsac_2655	fig|31899.10.peg.2461
Tsac_1561	fig|31899.10.peg.1229
Tsac_0732	fig|31899.10.peg.2983
Tsac_0270	fig|31899.10.peg.1764
Tsac_0990	fig|31899.10.peg.2819
Tsac_2073	fig|31899.10.peg.1608
Tsac_2723	-
Tsac_0862	fig|31899.10.peg.3118
Tsac_0819	-
Tsac_0829	-
Tsac_1482	-
Tsac_0941	fig|31899.10.peg.2770
Tsac_0958	fig|31899.10.peg.608
Tsac_0306	fig|31899.10.peg.334
Tsac_0816	fig|31899.10.peg.894
Tsac_2181	-
Tsac_2183	-
Tsac_0064	-
Tsac_1191,Tsac_1302,Tsac_1518,Tsac_1835	fig|31899.10.peg.1954,fig|31899.10.peg.2341
Tsac_2277	-
Tsac_2458	-
Tsac_1254,Tsac_1338	fig|31899.10.peg.1060
Tsac_0646	fig|31899.10.peg.568
Tsac_2288	-
Tsac_2299	-
Tsac_2347	fig|31899.10.peg.1157
-	fig|31899.10.peg.2490
Tsac_1987	-
Tsac_0563	fig|31899.10.peg.934
Tsac_2567	-
Tsac_2505	-
Tsac_2315	-
Tsac_1810	-
Tsac_2568,Tsac_0266,Tsac_0969	-
Tsac_1258,Tsac_1449,Tsac_0498	fig|31899.10.peg.1726,fig|31899.10.peg.2909,fig|31899.10.peg.755
Tsac_1365	-
Tsac_0612	-
Tsac_2207	-
Tsac_2533	fig|31899.10.peg.1437
Tsac_2515	-
Tsac_2054	fig|31899.10.peg.1769
-	fig|31899.10.peg.3083
Tsac_1139	-
Tsac_2473	fig|31899.10.peg.2221
Tsac_0019	-
Tsac_1500	-
-	fig|31899.10.peg.1848
Tsac_0362	-
Tsac_1195	fig|31899.10.peg.2454
Tsac_1727	fig|31899.10.peg.1527
Tsac_2434	-
Tsac_1606	-
Tsac_1567	fig|31899.10.peg.1235
Tsac_0943	fig|31899.10.peg.1804
Tsac_1860	-
Tsac_1857,Tsac_2159	fig|31899.10.peg.1610
-	fig|31899.10.peg.1478
Tsac_1747	fig|31899.10.peg.1746
-	fig|31899.10.peg.359
Tsac_0651	fig|31899.10.peg.130
Tsac_2600	-
Tsac_0157	-
Tsac_0162	-
Tsac_1121,Tsac_0182,Tsac_2216	-
Tsac_2170	-
Tsac_1443	-
Tsac_0154	-
Tsac_0363	fig|31899.10.peg.2805
Tsac_0996	fig|31899.10.peg.1269
Tsac_0608	-
Tsac_0033	-
Tsac_2280	-
Tsac_1399	-
Tsac_1303	fig|31899.10.peg.2777
Tsac_2498	-
Tsac_2612	fig|31899.10.peg.969
Tsac_0431	-
Tsac_2043	fig|31899.10.peg.2285
Tsac_0119	fig|31899.10.peg.1978
Tsac_1047	fig|31899.10.peg.2615
Tsac_0978	fig|31899.10.peg.2339
Tsac_1210	-
-	fig|31899.10.peg.2858
Tsac_1267,Tsac_2565	-
Tsac_1607	-
Tsac_1123	fig|31899.10.peg.196
Tsac_2654	fig|31899.10.peg.2460
Tsac_0124	-
fig|1094508.3.peg.2452	-
Tsac_2418	-
Tsac_0810	-
Tsac_1707	fig|31899.10.peg.1873
Tsac_2504	-
Tsac_1537	-
-	fig|31899.10.peg.129
Tsac_1062	-
Tsac_1865	fig|31899.10.peg.1827
Tsac_0553	fig|31899.10.peg.376
Tsac_0649	fig|31899.10.peg.570
Tsac_0905	-
Tsac_2645	-
Tsac_2642	-
-	fig|31899.10.peg.1455
Tsac_1130,Tsac_0014,Tsac_2490	fig|31899.10.peg.1562,fig|31899.10.peg.2678,fig|31899.10.peg.2691
fig|1094508.3.peg.1856	-
Tsac_2317	-
Tsac_1369	-
Tsac_2199	fig|31899.10.peg.1691
-	fig|31899.10.peg.853
Tsac_1251	-
Tsac_1250	fig|31899.10.peg.1669
-	fig|31899.10.peg.423
-	fig|31899.10.peg.1257
-	fig|31899.10.peg.1256
-	fig|31899.10.peg.1568
-	fig|31899.10.peg.664,fig|31899.10.peg.707
-	fig|31899.10.peg.190
-	fig|31899.10.peg.352
Tsac_0549	fig|31899.10.peg.365
Tsac_0551	fig|31899.10.peg.367
-	fig|31899.10.peg.347
-	fig|31899.10.peg.429
Tsac_2331	fig|31899.10.peg.95
Tsac_0740	fig|31899.10.peg.1078
-	fig|31899.10.peg.1342
-	fig|31899.10.peg.2980
Tsac_1222	fig|31899.10.peg.2947
-	fig|31899.10.peg.960
-	fig|31899.10.peg.958
-	fig|31899.10.peg.2778
-	fig|31899.10.peg.2141
-	fig|31899.10.peg.2038
-	fig|31899.10.peg.2198
-	fig|31899.10.peg.3100
-	fig|31899.10.peg.1589
-	fig|31899.10.peg.1001
-	fig|31899.10.peg.1881
Tsac_1773	fig|31899.10.peg.2738
-	fig|31899.10.peg.2418
-	fig|31899.10.peg.2448
Tsac_2408	fig|31899.10.peg.3058
-	fig|31899.10.peg.2463
-	fig|31899.10.peg.613
-	fig|31899.10.peg.809
-	fig|31899.10.peg.341
-	fig|31899.10.peg.342
-	fig|31899.10.peg.2744
Tsac_2352	fig|31899.10.peg.1035
Tsac_1613	-
-	fig|31899.10.peg.651,fig|31899.10.peg.739
-	fig|31899.10.peg.508
-	fig|31899.10.peg.1296
-	fig|31899.10.peg.1273
-	fig|31899.10.peg.727
-	fig|31899.10.peg.751
-	fig|31899.10.peg.750
-	fig|31899.10.peg.1843
-	fig|31899.10.peg.1765
Tsac_2132	fig|31899.10.peg.1781
Tsac_1915	fig|31899.10.peg.1799
Tsac_2023	fig|31899.10.peg.1835
-	fig|31899.10.peg.221
-	fig|31899.10.peg.2513,fig|31899.10.peg.3079,fig|31899.10.peg.595
-	fig|31899.10.peg.1605
-	fig|31899.10.peg.1603
-	fig|31899.10.peg.1320
-	fig|31899.10.peg.2273
Tsac_0519	fig|31899.10.peg.2261
-	fig|31899.10.peg.2257
Tsac_1490	fig|31899.10.peg.1951
Tsac_1866	fig|31899.10.peg.1990
Tsac_1827	fig|31899.10.peg.1533
-	fig|31899.10.peg.1454
-	fig|31899.10.peg.2011
-	fig|31899.10.peg.2028
-	fig|31899.10.peg.2210
Tsac_1131,Tsac_2647	fig|31899.10.peg.873
-	fig|31899.10.peg.2333
Tsac_1816	fig|31899.10.peg.2324
Tsac_1729	fig|31899.10.peg.2317
Tsac_1687	fig|31899.10.peg.806
-	fig|31899.10.peg.798
-	fig|31899.10.peg.2117
Tsac_0048	fig|31899.10.peg.2902
-	fig|31899.10.peg.2135,fig|31899.10.peg.2604,fig|31899.10.peg.2694
Tsac_1277	fig|31899.10.peg.2603
Tsac_0446	fig|31899.10.peg.2591
Tsac_0567	fig|31899.10.peg.2651
Tsac_1235	fig|31899.10.peg.2937
-	fig|31899.10.peg.147
Tsac_1398	-
Tsac_1840	-
Tsac_0973	fig|31899.10.peg.546
Tsac_1576	fig|31899.10.peg.1243
Tsac_1337	fig|31899.10.peg.730
Tsac_2218	-
-	fig|31899.10.peg.1747
Tsac_2648	-
-	fig|31899.10.peg.2499
Tsac_0827	fig|31899.10.peg.1094
-	fig|31899.10.peg.845
Tsac_2196	fig|31899.10.peg.1770
Tsac_1918	fig|31899.10.peg.1824
Tsac_0803	-
Tsac_1326,Tsac_2147,Tsac_0257,Tsac_0922	fig|31899.10.peg.2211
Tsac_2468	fig|31899.10.peg.1722
-	fig|31899.10.peg.1488
Tsac_0570	fig|31899.10.peg.1111,fig|31899.10.peg.933
Tsac_2083	fig|31899.10.peg.1109
Tsac_1878	-
Tsac_0806	fig|31899.10.peg.2035
Tsac_0807	fig|31899.10.peg.1868,fig|31899.10.peg.2036
-	fig|31899.10.peg.1696
Tsac_1696	fig|31899.10.peg.2470
Tsac_1762	fig|31899.10.peg.1445
Tsac_2674	fig|31899.10.peg.2173
Tsac_1800	fig|31899.10.peg.2708
Tsac_0024	fig|31899.10.peg.2501
Tsac_1208	-
Tsac_2575	fig|31899.10.peg.2427
Tsac_1503	fig|31899.10.peg.2610
Tsac_1400	-
Tsac_0001,Tsac_2780	fig|31899.10.peg.3035
-	fig|31899.10.peg.1815
Tsac_1590	-
Tsac_0377	fig|31899.10.peg.2477
Tsac_2111	fig|31899.10.peg.2686
-	fig|31899.10.peg.509
-	fig|31899.10.peg.1763
Tsac_2071	-
Tsac_1650	fig|31899.10.peg.1684
Tsac_0555	fig|31899.10.peg.377
Tsac_0539	-
Tsac_0538	fig|31899.10.peg.355
Tsac_2142	-
Tsac_0532	fig|31899.10.peg.1004
-	fig|31899.10.peg.724
Tsac_2234	-
Tsac_2223	-
Tsac_1898	fig|31899.10.peg.2219
-	fig|31899.10.peg.1730
-	fig|31899.10.peg.1964,fig|31899.10.peg.810
-	fig|31899.10.peg.435
-	fig|31899.10.peg.441
Tsac_1933	fig|31899.10.peg.1474
-	fig|31899.10.peg.593
Tsac_2452	fig|31899.10.peg.3020,fig|31899.10.peg.3081
Tsac_1776	fig|31899.10.peg.2734
Tsac_0284	-
Tsac_2350	-
Tsac_0775	fig|31899.10.peg.430
-	fig|31899.10.peg.1996
Tsac_2552	-
Tsac_2014	fig|31899.10.peg.2204,fig|31899.10.peg.2780
Tsac_1034	fig|31899.10.peg.2232
Tsac_1029	-
Tsac_1718	fig|31899.10.peg.1519
-	fig|31899.10.peg.2859
Tsac_1184	fig|31899.10.peg.1609
-	fig|31899.10.peg.591
-	fig|31899.10.peg.1720
Tsac_0742	fig|31899.10.peg.1079
Tsac_2805,Tsac_0820	fig|31899.10.peg.1090,fig|31899.10.peg.3110
Tsac_1911	fig|31899.10.peg.1830
Tsac_0139,Tsac_2271	fig|31899.10.peg.488
Tsac_2270,Tsac_2613	-
Tsac_0061	-
Tsac_0065	-
Tsac_1325	-
Tsac_2601	-
-	fig|31899.10.peg.854
-	fig|31899.10.peg.2352
Tsac_0517	fig|31899.10.peg.2287
Tsac_2188	fig|31899.10.peg.2264
Tsac_1032	fig|31899.10.peg.2234
-	fig|31899.10.peg.835
-	fig|31899.10.peg.2022
-	fig|31899.10.peg.2116
-	fig|31899.10.peg.1487
Tsac_1716	fig|31899.10.peg.1517
Tsac_0515	fig|31899.10.peg.1539
-	fig|31899.10.peg.790
-	fig|31899.10.peg.1040,fig|31899.10.peg.1120,fig|31899.10.peg.243
-	fig|31899.10.peg.1879
-	fig|31899.10.peg.1842
Tsac_1913	fig|31899.10.peg.1801
Tsac_2124	fig|31899.10.peg.1788
Tsac_2372,Tsac_0334	fig|31899.10.peg.2870
-	fig|31899.10.peg.2166
Tsac_1748	fig|31899.10.peg.1635
-	fig|31899.10.peg.1623
-	fig|31899.10.peg.1607
-	fig|31899.10.peg.1353
Tsac_0153	fig|31899.10.peg.1315
Tsac_1177,Tsac_0060	fig|31899.10.peg.1306,fig|31899.10.peg.1970
-	fig|31899.10.peg.1135
-	fig|31899.10.peg.1503
-	fig|31899.10.peg.3129
Tsac_0262	fig|31899.10.peg.2606
Tsac_2336	fig|31899.10.peg.1212
-	fig|31899.10.peg.1171
-	fig|31899.10.peg.1170
-	fig|31899.10.peg.1169
Tsac_2320,Tsac_2321,Tsac_0695	fig|31899.10.peg.1130,fig|31899.10.peg.92,fig|31899.10.peg.967
-	fig|31899.10.peg.961
-	fig|31899.10.peg.1665,fig|31899.10.peg.898
-	fig|31899.10.peg.889
-	fig|31899.10.peg.880
-	fig|31899.10.peg.870
Tsac_1234	fig|31899.10.peg.2936
Tsac_0917	fig|31899.10.peg.606
-	fig|31899.10.peg.302
Tsac_0393	-
-	fig|31899.10.peg.358
Tsac_0788	fig|31899.10.peg.417
-	fig|31899.10.peg.457
-	fig|31899.10.peg.458
-	fig|31899.10.peg.548
Tsac_2608	fig|31899.10.peg.172
-	fig|31899.10.peg.2380
-	fig|31899.10.peg.1178
Tsac_2332	-
-	fig|31899.10.peg.749
Tsac_2334	fig|31899.10.peg.752
Tsac_1781	-
-	fig|31899.10.peg.2722
Tsac_1789,Tsac_0295,Tsac_0296	fig|31899.10.peg.2719,fig|31899.10.peg.2912,fig|31899.10.peg.2913
-	fig|31899.10.peg.2689
-	fig|31899.10.peg.2674
Tsac_0313	fig|31899.10.peg.2465
-	fig|31899.10.peg.61
-	fig|31899.10.peg.233
-	fig|31899.10.peg.1378
-	fig|31899.10.peg.1370
-	fig|31899.10.peg.1485
-	fig|31899.10.peg.1491
-	fig|31899.10.peg.288
Tsac_1850	fig|31899.10.peg.1624
Tsac_1851	fig|31899.10.peg.1625
-	fig|31899.10.peg.1112
Tsac_1658	fig|31899.10.peg.1672
Tsac_0706	-
Tsac_0704	-
Tsac_1654	fig|31899.10.peg.1686
Tsac_2200	fig|31899.10.peg.1690
-	fig|31899.10.peg.1728
-	fig|31899.10.peg.1846
Tsac_0909	fig|31899.10.peg.1864
-	fig|31899.10.peg.446
-	fig|31899.10.peg.2110
-	fig|31899.10.peg.2142
-	fig|31899.10.peg.2159
-	fig|31899.10.peg.2268
Tsac_2075	fig|31899.10.peg.2278
-	fig|31899.10.peg.328
-	fig|31899.10.peg.2351
-	fig|31899.10.peg.2367
-	fig|31899.10.peg.2368
-	fig|31899.10.peg.2375
-	fig|31899.10.peg.2385
-	fig|31899.10.peg.2390
-	fig|31899.10.peg.705
-	fig|31899.10.peg.345
-	fig|31899.10.peg.2992
-	fig|31899.10.peg.2567
-	fig|31899.10.peg.3071
-	fig|31899.10.peg.3082
-	fig|31899.10.peg.3132
-	fig|31899.10.peg.69
-	fig|31899.10.peg.74
-	fig|31899.10.peg.1508
-	fig|31899.10.peg.1506
-	fig|31899.10.peg.1505
-	fig|31899.10.peg.1195
-	fig|31899.10.peg.474
Tsac_1097	-
Tsac_1098	-
Tsac_1099	-
-	fig|31899.10.peg.2695
-	fig|31899.10.peg.2705
-	fig|31899.10.peg.2844
-	fig|31899.10.peg.2867
-	fig|31899.10.peg.2871
-	fig|31899.10.peg.175
-	fig|31899.10.peg.2940
-	fig|31899.10.peg.76
Tsac_1495	fig|31899.10.peg.79
Tsac_2356	-
-	fig|31899.10.peg.506
-	fig|31899.10.peg.555
-	fig|31899.10.peg.550
-	fig|31899.10.peg.558
-	fig|31899.10.peg.2075
-	fig|31899.10.peg.672
-	fig|31899.10.peg.1859
-	fig|31899.10.peg.1666,fig|31899.10.peg.896
-	fig|31899.10.peg.928
Tsac_0708	fig|31899.10.peg.1115,fig|31899.10.peg.1653
-	fig|31899.10.peg.163
-	fig|31899.10.peg.165
-	fig|31899.10.peg.1116
-	fig|31899.10.peg.2788
-	fig|31899.10.peg.1470
Tsac_1241	fig|31899.10.peg.2309
-	fig|31899.10.peg.2377
-	fig|31899.10.peg.2464
-	fig|31899.10.peg.2723
-	fig|31899.10.peg.1093
-	fig|31899.10.peg.702
-	fig|31899.10.peg.763
-	fig|31899.10.peg.768
-	fig|31899.10.peg.868
-	fig|31899.10.peg.200
-	fig|31899.10.peg.257
-	fig|31899.10.peg.832
-	fig|31899.10.peg.1204
-	fig|31899.10.peg.344
-	fig|31899.10.peg.2496
-	fig|31899.10.peg.1629
-	fig|31899.10.peg.350
-	fig|31899.10.peg.463
-	fig|31899.10.peg.728
-	fig|31899.10.peg.526,fig|31899.10.peg.685
-	fig|31899.10.peg.3101
-	fig|31899.10.peg.742
Tsac_0947	fig|31899.10.peg.975
-	fig|31899.10.peg.787
Tsac_0898	-
fig|1094508.3.peg.880	-
Tsac_1553	-
Tsac_2221	-
Tsac_0663	fig|31899.10.peg.2263
fig|1094508.3.peg.2552	-
Tsac_0006	-
Tsac_0027	-
fig|1094508.3.peg.2290	-
Tsac_2255	-
Tsac_2263	-
Tsac_1279	-
Tsac_1212	-
fig|1094508.3.peg.1128	-
Tsac_2296	-
Tsac_0426	-
Tsac_2768	-
Tsac_2804	-
Tsac_2806	-
Tsac_1090	-
Tsac_1568	fig|31899.10.peg.1236
Tsac_1825	-
Tsac_1824	fig|31899.10.peg.1530
Tsac_1822	fig|31899.10.peg.2318
Tsac_1817	fig|31899.10.peg.2323
Tsac_2113	-
Tsac_1595	fig|31899.10.peg.1208,fig|31899.10.peg.2740
Tsac_1744	fig|31899.10.peg.1987
Tsac_1056,Tsac_2066,Tsac_0907	fig|31899.10.peg.1545,fig|31899.10.peg.850
Tsac_2068	fig|31899.10.peg.2301
Tsac_1847	-
Tsac_1958	fig|31899.10.peg.2398
Tsac_1104	-
Tsac_1102	-
Tsac_1084	-
Tsac_1083	-
Tsac_1075	-
Tsac_1061	fig|31899.10.peg.773
Tsac_2099	fig|31899.10.peg.2690
Tsac_2097	fig|31899.10.peg.1744
Tsac_1900	fig|31899.10.peg.337
Tsac_1360	fig|31899.10.peg.1749
-	fig|31899.10.peg.2262,fig|31899.10.peg.2586
Tsac_1742	fig|31899.10.peg.1716
Tsac_1735	fig|31899.10.peg.1711
Tsac_2067	fig|31899.10.peg.2300
Tsac_0423	-
Tsac_2649	-
Tsac_2485	-
Tsac_1486,Tsac_1608	fig|31899.10.peg.1927
-	fig|31899.10.peg.2279
Tsac_2213,Tsac_2215	fig|31899.10.peg.2614
Tsac_0413	-
Tsac_2571	-
Tsac_2570	-
Tsac_1128	-
Tsac_2240	-
Tsac_2472	-
Tsac_2110	fig|31899.10.peg.2685
Tsac_0372	fig|31899.10.peg.2617
Tsac_1436	fig|31899.10.peg.2193
Tsac_2627	fig|31899.10.peg.863
Tsac_1046	fig|31899.10.peg.2616
Tsac_2618	-
Tsac_2229,Tsac_2604	fig|31899.10.peg.1877
Tsac_1681	fig|31899.10.peg.1596
Tsac_0804	fig|31899.10.peg.1559
Tsac_1546	-
-	fig|31899.10.peg.2597
Tsac_1240,Tsac_0373	fig|31899.10.peg.2310,fig|31899.10.peg.2915
Tsac_0301	fig|31899.10.peg.2916
Tsac_1485	-
Tsac_1054,Tsac_0928	fig|31899.10.peg.154
-	fig|31899.10.peg.2052
Tsac_2069	fig|31899.10.peg.1950
Tsac_1671	fig|31899.10.peg.1271
Tsac_1669	fig|31899.10.peg.1270
Tsac_1837	fig|31899.10.peg.1910
-	fig|31899.10.peg.384
-	fig|31899.10.peg.354
Tsac_2153	-
Tsac_2659	fig|31899.10.peg.2162
Tsac_2672	-
Tsac_0525	fig|31899.10.peg.1343
Tsac_0132	-
-	fig|31899.10.peg.1128
Tsac_0561	-
Tsac_1709,Tsac_2285	fig|31899.10.peg.1300
Tsac_0556	-
Tsac_0351	-
Tsac_0730	-
Tsac_0447	fig|31899.10.peg.2592
Tsac_2220	fig|31899.10.peg.77
Tsac_2743	-
Tsac_2225,Tsac_2244	-
Tsac_1665	-
Tsac_1661	fig|31899.10.peg.1678
Tsac_1662	fig|31899.10.peg.1679
Tsac_0959	fig|31899.10.peg.610
Tsac_0314	fig|31899.10.peg.1295
Tsac_0734	fig|31899.10.peg.2981
Tsac_0743	fig|31899.10.peg.1080,fig|31899.10.peg.2371
Tsac_1693	fig|31899.10.peg.2125
Tsac_1224,Tsac_1249,Tsac_1379,Tsac_1431,Tsac_1587,Tsac_1663,Tsac_2077,Tsac_2227,Tsac_2267,Tsac_2351,Tsac_0247,Tsac_2530,Tsac_2606,Tsac_0399,Tsac_0700,Tsac_0776,Tsac_0912,Tsac_0920	fig|31899.10.peg.1216,fig|31899.10.peg.1366,fig|31899.10.peg.1423,fig|31899.10.peg.1441,fig|31899.10.peg.156,fig|31899.10.peg.1590,fig|31899.10.peg.1668,fig|31899.10.peg.174,fig|31899.10.peg.1875,fig|31899.10.peg.1976,fig|31899.10.peg.2009,fig|31899.10.peg.2215,fig|31899.10.peg.2813,fig|31899.10.peg.2923,fig|31899.10.peg.2927,fig|31899.10.peg.2945,fig|31899.10.peg.419,fig|31899.10.peg.433,fig|31899.10.peg.498,fig|31899.10.peg.502
-	fig|31899.10.peg.346
Tsac_1166	-
-	fig|31899.10.peg.808
-	fig|31899.10.peg.1258
-	fig|31899.10.peg.856
Tsac_1033	fig|31899.10.peg.2233
Tsac_1041	fig|31899.10.peg.2225
Tsac_0984	fig|31899.10.peg.2017
-	fig|31899.10.peg.497
Tsac_1646,Tsac_2555	fig|31899.10.peg.2432
Tsac_0156,Tsac_2508,Tsac_2619	fig|31899.10.peg.2522,fig|31899.10.peg.2970
Tsac_0918	-
Tsac_1245	fig|31899.10.peg.281
-	fig|31899.10.peg.2374
Tsac_0960	fig|31899.10.peg.860
Tsac_0063	-
Tsac_1429	fig|31899.10.peg.621
Tsac_2501	fig|31899.10.peg.962
Tsac_2133	fig|31899.10.peg.1780
Tsac_0197	fig|31899.10.peg.2061
Tsac_1782	fig|31899.10.peg.2727
Tsac_1793	fig|31899.10.peg.2715
Tsac_1799	fig|31899.10.peg.2709
Tsac_1802	fig|31899.10.peg.2706
Tsac_1519	fig|31899.10.peg.1952
Tsac_1719	fig|31899.10.peg.1520
Tsac_1726	fig|31899.10.peg.1526
Tsac_1418	fig|31899.10.peg.1405
Tsac_0083	fig|31899.10.peg.2058
Tsac_0989,Tsac_2093	fig|31899.10.peg.1411,fig|31899.10.peg.2820
Tsac_1187	-
Tsac_1897	fig|31899.10.peg.1250
Tsac_1895	fig|31899.10.peg.1253
Tsac_1893	fig|31899.10.peg.1255
Tsac_1883	-
Tsac_0109,Tsac_1881,Tsac_2298	fig|31899.10.peg.1809,fig|31899.10.peg.2521
Tsac_2151	-
Tsac_1771	fig|31899.10.peg.1456
Tsac_1772	fig|31899.10.peg.1453
Tsac_1862	fig|31899.10.peg.1988
Tsac_1868	fig|31899.10.peg.1992
-	fig|31899.10.peg.2281
Tsac_2656,Tsac_0421	-
Tsac_1924	fig|31899.10.peg.1775
Tsac_1937	-
Tsac_1954	fig|31899.10.peg.2393
Tsac_1417	fig|31899.10.peg.1404
Tsac_2509,Tsac_0003	fig|31899.10.peg.559,fig|31899.10.peg.837
Tsac_2029	-
Tsac_1556	fig|31899.10.peg.2143
Tsac_1690	fig|31899.10.peg.1066
Tsac_0289	fig|31899.10.peg.1981
Tsac_1756	fig|31899.10.peg.1642
Tsac_1843	fig|31899.10.peg.1462
Tsac_2120	-
Tsac_0352	-
Tsac_1181	fig|31899.10.peg.1966
Tsac_2523	-
Tsac_1531	-
Tsac_1649	fig|31899.10.peg.1680
Tsac_1523	fig|31899.10.peg.1617
Tsac_1766	fig|31899.10.peg.1449
Tsac_2650	-
-	fig|31899.10.peg.729
Tsac_1225	-
Tsac_1812	fig|31899.10.peg.2327
Tsac_0676	fig|31899.10.peg.1564
Tsac_1320,Tsac_1660	fig|31899.10.peg.1606,fig|31899.10.peg.1675
Tsac_1927	fig|31899.10.peg.1481
Tsac_1571	-
Tsac_1563	fig|31899.10.peg.1231
Tsac_1634,Tsac_1996	fig|31899.10.peg.2133
Tsac_1044	fig|31899.10.peg.2195
Tsac_1393	-
Tsac_2511	-
Tsac_1544	-
Tsac_0557	fig|31899.10.peg.2295
Tsac_2586	-
Tsac_1185	fig|31899.10.peg.1541
Tsac_1656	fig|31899.10.peg.1670,fig|31899.10.peg.781
Tsac_0554	-
Tsac_2034	-
Tsac_0568	fig|31899.10.peg.2650,fig|31899.10.peg.956
Tsac_0927	-
Tsac_0901	-
-	fig|31899.10.peg.1413,fig|31899.10.peg.1428
Tsac_0044	-
Tsac_2623	fig|31899.10.peg.864
Tsac_0781	-
Tsac_1672	fig|31899.10.peg.1272
-	fig|31899.10.peg.2810
Tsac_1657	fig|31899.10.peg.1282,fig|31899.10.peg.1671,fig|31899.10.peg.784
-	fig|31899.10.peg.1325
-	fig|31899.10.peg.1287
Tsac_0913	-
-	fig|31899.10.peg.1717
Tsac_1692	-
Tsac_1317	-
Tsac_1797	fig|31899.10.peg.2711
Tsac_1792	fig|31899.10.peg.2716
Tsac_1746	fig|31899.10.peg.1745
Tsac_0919	-
Tsac_1765	fig|31899.10.peg.1448
Tsac_2189,Tsac_0780	fig|31899.10.peg.179
Tsac_1834	fig|31899.10.peg.1538
Tsac_1522	fig|31899.10.peg.1616
Tsac_1841	-
Tsac_1846	fig|31899.10.peg.1465
Tsac_1758,Tsac_1855	fig|31899.10.peg.1647
Tsac_0058	-
Tsac_1867	fig|31899.10.peg.1991
Tsac_0450	-
-	fig|31899.10.peg.2059
Tsac_0240	fig|31899.10.peg.2890
Tsac_1619	fig|31899.10.peg.1304
Tsac_2011	fig|31899.10.peg.2201
Tsac_0346,Tsac_0971	fig|31899.10.peg.544
Tsac_1578,Tsac_1904	fig|31899.10.peg.1247,fig|31899.10.peg.2189,fig|31899.10.peg.857
Tsac_1909	-
Tsac_1921	fig|31899.10.peg.1821
Tsac_1923	fig|31899.10.peg.1776
Tsac_2150	-
Tsac_1931	-
Tsac_1934	fig|31899.10.peg.1473
Tsac_1939	-
Tsac_1942	fig|31899.10.peg.2207
-	fig|31899.10.peg.519
Tsac_1977	fig|31899.10.peg.1633
-	fig|31899.10.peg.679,fig|31899.10.peg.711
Tsac_2192	fig|31899.10.peg.2151
Tsac_2193	fig|31899.10.peg.846
-	fig|31899.10.peg.510
Tsac_1319	-
-	fig|31899.10.peg.1155
Tsac_1053	fig|31899.10.peg.2497
Tsac_1311	-
Tsac_2226,Tsac_2243	-
fig|1094508.3.peg.556	fig|31899.10.peg.368
Tsac_1478	-
Tsac_0911	fig|31899.10.peg.2007
Tsac_1366	fig|31899.10.peg.875
Tsac_2158	-
Tsac_1600	fig|31899.10.peg.2267
Tsac_1615	-
Tsac_2269	-
-	fig|31899.10.peg.1894
Tsac_2561	fig|31899.10.peg.2126
Tsac_1182	fig|31899.10.peg.1965
Tsac_0950	fig|31899.10.peg.372
-	fig|31899.10.peg.1943
Tsac_0256,fig|1094508.3.peg.280	-
Tsac_0073,Tsac_0902	-
Tsac_1715	fig|31899.10.peg.1516
Tsac_0420	-
Tsac_1706	fig|31899.10.peg.1871
-	fig|31899.10.peg.1288
Tsac_2621	fig|31899.10.peg.866
Tsac_2245	fig|31899.10.peg.785
Tsac_2652	fig|31899.10.peg.2656
Tsac_1196	fig|31899.10.peg.2453
Tsac_0353	-
-	fig|31899.10.peg.1999
Tsac_0632	fig|31899.10.peg.941
Tsac_0808	fig|31899.10.peg.1736
Tsac_2626,Tsac_0768	fig|31899.10.peg.2037
Tsac_1136	fig|31899.10.peg.2090
Tsac_2370	fig|31899.10.peg.136,fig|31899.10.peg.158,fig|31899.10.peg.2868
Tsac_0312	-
Tsac_1237	fig|31899.10.peg.2313
Tsac_1199,Tsac_0318	fig|31899.10.peg.1557,fig|31899.10.peg.2451
-	fig|31899.10.peg.2539
Tsac_1008,Tsac_0974	fig|31899.10.peg.1268,fig|31899.10.peg.2343
Tsac_1244	fig|31899.10.peg.1929
-	fig|31899.10.peg.485
Tsac_0868	-
Tsac_2522	fig|31899.10.peg.2466
