1094508.3	31899.10
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	fig|31899.10.peg.1040,fig|31899.10.peg.1120,fig|31899.10.peg.243
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	fig|31899.10.peg.1879
-	-
-	-
-	-
-	-
-	fig|31899.10.peg.1842|SAMN05216182_1631
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
Tsac_1913	fig|31899.10.peg.1801|SAMN05216182_1591
Tsac_2124	fig|31899.10.peg.1788|SAMN05216182_1578
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
Tsac_2372,Tsac_0334	fig|31899.10.peg.2870|SAMN05216182_2619
-	-
-	-
-	-
-	-
-	fig|31899.10.peg.2166|SAMN05216182_1946
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
Tsac_1748	fig|31899.10.peg.1635|SAMN05216182_1431
-	-
-	-
-	-
-	fig|31899.10.peg.1623|SAMN05216182_1418
-	-
-	-
-	fig|31899.10.peg.1607|SAMN05216182_1404
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	fig|31899.10.peg.1353|SAMN05216182_1165
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
Tsac_0153	fig|31899.10.peg.1315|SAMN05216182_1127
-	-
Tsac_1177,Tsac_0060	fig|31899.10.peg.1306|SAMN05216182_1118,fig|31899.10.peg.1970|SAMN05216182_1756
-	fig|31899.10.peg.1135
-	-
-	-
-	-
-	fig|31899.10.peg.1503|SAMN05216182_1300
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	fig|31899.10.peg.3129|SAMN05216182_2854
-	-
Tsac_0262	fig|31899.10.peg.2606|SAMN05216182_2371
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
Tsac_2336	fig|31899.10.peg.1212|SAMN05216182_1027
-	fig|31899.10.peg.1171|SAMN05216182_0983
-	fig|31899.10.peg.1170|SAMN05216182_0982
-	fig|31899.10.peg.1169|SAMN05216182_0981
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
Tsac_2320,Tsac_2321,Tsac_0695	fig|31899.10.peg.1130|SAMN05216182_0946,fig|31899.10.peg.92|SAMN05216182_0024,fig|31899.10.peg.967|SAMN05216182_0798
-	fig|31899.10.peg.961|SAMN05216182_0792
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	fig|31899.10.peg.1665|SAMN05216182_1458,fig|31899.10.peg.898|SAMN05216182_0739
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	fig|31899.10.peg.889|SAMN05216182_0732
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	fig|31899.10.peg.880|SAMN05216182_0722
-	-
-	-
-	fig|31899.10.peg.870|SAMN05216182_0712
-	-
-	-
-	-
Tsac_1234	fig|31899.10.peg.2936|SAMN05216182_2683
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
Tsac_0917	fig|31899.10.peg.606|SAMN05216182_0463
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	fig|31899.10.peg.302|SAMN05216182_0189
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
Tsac_0393	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	fig|31899.10.peg.358|SAMN05216182_0232
Tsac_0788	fig|31899.10.peg.417|SAMN05216182_0288
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	fig|31899.10.peg.457|SAMN05216182_0327
-	fig|31899.10.peg.458|SAMN05216182_0328
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	fig|31899.10.peg.548|SAMN05216182_0407
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
Tsac_2608	fig|31899.10.peg.172|SAMN05216182_0101
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	fig|31899.10.peg.2380|SAMN05216182_2163
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	fig|31899.10.peg.1178|SAMN05216182_0990
-	-
Tsac_2332	-
-	-
-	-
-	-
-	fig|31899.10.peg.749|SAMN05216182_0592
-	-
Tsac_2334	fig|31899.10.peg.752|SAMN05216182_0595
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
Tsac_1781	-
-	fig|31899.10.peg.2722|SAMN05216182_2480
Tsac_1789,Tsac_0295,Tsac_0296	fig|31899.10.peg.2719|SAMN05216182_2477,fig|31899.10.peg.2912|SAMN05216182_2659,fig|31899.10.peg.2913|SAMN05216182_2660
-	-
-	-
-	-
-	-
-	fig|31899.10.peg.2689|SAMN05216182_2447
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	fig|31899.10.peg.2674|SAMN05216182_2432
-	-
-	-
Tsac_0313	fig|31899.10.peg.2465|SAMN05216182_2248
-	-
-	-
-	fig|31899.10.peg.61
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	fig|31899.10.peg.233|SAMN05216182_0144
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	fig|31899.10.peg.1378|SAMN05216182_1187
-	-
-	fig|31899.10.peg.1370|SAMN05216182_1180
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	fig|31899.10.peg.1485|SAMN05216182_1283
-	fig|31899.10.peg.1491|SAMN05216182_1289
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	fig|31899.10.peg.288|SAMN05216182_0178
-	-
-	-
Tsac_1850	fig|31899.10.peg.1624|SAMN05216182_1419
Tsac_1851	fig|31899.10.peg.1625|SAMN05216182_1420
-	-
-	-
-	-
-	fig|31899.10.peg.1112
Tsac_1658	fig|31899.10.peg.1672|SAMN05216182_1465
-	-
Tsac_0706	-
Tsac_0704	-
-	-
-	-
Tsac_1654	fig|31899.10.peg.1686|SAMN05216182_1478
Tsac_2200	fig|31899.10.peg.1690|SAMN05216182_1481
-	-
-	-
-	fig|31899.10.peg.1728|SAMN05216182_1518
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	fig|31899.10.peg.1846|SAMN05216182_1635
-	-
Tsac_0909	fig|31899.10.peg.1864|SAMN05216182_1652
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	fig|31899.10.peg.446|SAMN05216182_0319
-	-
-	-
-	-
-	-
-	-
-	-
-	fig|31899.10.peg.2110|SAMN05216182_1891
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	fig|31899.10.peg.2142
-	-
-	-
-	-
-	-
-	fig|31899.10.peg.2159|SAMN05216182_1939
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	fig|31899.10.peg.2268|SAMN05216182_2056
-	-
-	-
-	-
-	-
Tsac_2075	fig|31899.10.peg.2278|SAMN05216182_2066
-	-
-	fig|31899.10.peg.328|SAMN05216182_0201
-	-
-	-
-	fig|31899.10.peg.2351|SAMN05216182_2138
-	-
-	fig|31899.10.peg.2367|SAMN05216182_2151
-	fig|31899.10.peg.2368|SAMN05216182_2152
-	-
-	-
-	-
-	-
-	-
-	fig|31899.10.peg.2375|SAMN05216182_2159
-	-
-	-
-	fig|31899.10.peg.2385|SAMN05216182_2171
-	fig|31899.10.peg.2390|SAMN05216182_2176
-	fig|31899.10.peg.705
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	fig|31899.10.peg.345|SAMN05216182_0219
-	fig|31899.10.peg.2992|SAMN05216182_2733
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	fig|31899.10.peg.2567|SAMN05216182_2333
-	fig|31899.10.peg.3071|SAMN05216182_2801
-	-
-	-
-	-
-	-
-	fig|31899.10.peg.3082|SAMN05216182_2810
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	fig|31899.10.peg.3132|SAMN05216182_2857
-	fig|31899.10.peg.69|SAMN05216182_0003
-	fig|31899.10.peg.74|SAMN05216182_0008
-	fig|31899.10.peg.1508|SAMN05216182_1305
-	fig|31899.10.peg.1506|SAMN05216182_1303
-	-
-	fig|31899.10.peg.1505|SAMN05216182_1302
-	-
-	fig|31899.10.peg.1195|SAMN05216182_1005
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	fig|31899.10.peg.474|SAMN05216182_0344
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
Tsac_1097	-
Tsac_1098	-
Tsac_1099	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	fig|31899.10.peg.2695|SAMN05216182_2453
-	fig|31899.10.peg.2705|SAMN05216182_2463
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	fig|31899.10.peg.2844|SAMN05216182_2597
-	-
-	-
-	fig|31899.10.peg.2867|SAMN05216182_2616
-	fig|31899.10.peg.2871|SAMN05216182_2620
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	fig|31899.10.peg.175|SAMN05216182_0104
-	-
-	-
-	-
-	fig|31899.10.peg.2940
-	-
-	-
-	-
-	-
-	-
-	fig|31899.10.peg.76|SAMN05216182_0010
Tsac_1495	fig|31899.10.peg.79|SAMN05216182_0013
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
Tsac_2356	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	fig|31899.10.peg.506|SAMN05216182_0376
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	fig|31899.10.peg.555|SAMN05216182_0414
-	-
-	-
-	-
-	-
-	fig|31899.10.peg.550|SAMN05216182_0409
-	-
-	-
-	-
-	fig|31899.10.peg.558|SAMN05216182_0417
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	fig|31899.10.peg.2075|SAMN05216182_1862
-	-
-	-
-	-
-	-
-	-
-	fig|31899.10.peg.672|SAMN05216182_0524
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	fig|31899.10.peg.1859|SAMN05216182_1648
-	-
-	-
-	fig|31899.10.peg.1666,fig|31899.10.peg.896
-	-
-	-
-	fig|31899.10.peg.928|SAMN05216182_0759
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
Tsac_0708	fig|31899.10.peg.1115|SAMN05216182_0935,fig|31899.10.peg.1653|SAMN05216182_1446
-	-
-	fig|31899.10.peg.163|SAMN05216182_0094
-	-
-	fig|31899.10.peg.165|SAMN05216182_0096
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	fig|31899.10.peg.1116|SAMN05216182_0936
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	fig|31899.10.peg.2788|SAMN05216182_2543
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	fig|31899.10.peg.1470|SAMN05216182_1268
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
Tsac_1241	fig|31899.10.peg.2309|SAMN05216182_2096
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	fig|31899.10.peg.2377|SAMN05216182_2161
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	fig|31899.10.peg.2464|SAMN05216182_2247
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	fig|31899.10.peg.2723|SAMN05216182_2481
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	fig|31899.10.peg.1093|SAMN05216182_0916
-	-
-	fig|31899.10.peg.702
-	-
-	-
-	-
-	-
-	fig|31899.10.peg.763|SAMN05216182_0606
-	-
-	fig|31899.10.peg.768|SAMN05216182_0611
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	fig|31899.10.peg.868|SAMN05216182_0709
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	fig|31899.10.peg.200|SAMN05216182_0122
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	fig|31899.10.peg.257|SAMN05216182_0158
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	fig|31899.10.peg.832
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	fig|31899.10.peg.1204|SAMN05216182_1014
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	fig|31899.10.peg.344|SAMN05216182_0218
-	-
-	-
-	-
-	-
-	-
-	-
-	fig|31899.10.peg.2496|SAMN05216182_2279
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	fig|31899.10.peg.1629|SAMN05216182_1424
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	fig|31899.10.peg.350|SAMN05216182_0224
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	fig|31899.10.peg.463|SAMN05216182_0333
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	fig|31899.10.peg.728|SAMN05216182_0571
-	-
-	-
-	-
-	fig|31899.10.peg.526,fig|31899.10.peg.685
-	-
-	-
-	fig|31899.10.peg.3101|SAMN05216182_2829
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	fig|31899.10.peg.742|SAMN05216182_0585
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
Tsac_0947	fig|31899.10.peg.975|SAMN05216182_0807
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	fig|31899.10.peg.787
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
Tsac_0898	-
fig|1094508.3.peg.880	-
-	-
-	-
-	-
-	-
-	-
Tsac_1553	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
Tsac_2221	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
Tsac_0663	fig|31899.10.peg.2263|SAMN05216182_2051
-	-
-	-
-	-
-	-
-	-
fig|1094508.3.peg.2552	-
-	-
Tsac_0006	-
Tsac_0027	-
-	-
-	-
fig|1094508.3.peg.2290	-
Tsac_2255	-
Tsac_2263	-
Tsac_1279	-
-	-
Tsac_1212	-
fig|1094508.3.peg.1128	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
Tsac_2296	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
Tsac_0426	-
-	-
-	-
-	-
-	-
-	-
-	-
Tsac_2768	-
Tsac_2804	-
Tsac_2806	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
Tsac_1090	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
Tsac_1568	fig|31899.10.peg.1236|SAMN05216182_1048
-	-
-	-
-	-
Tsac_1825	-
Tsac_1824	fig|31899.10.peg.1530|SAMN05216182_1328
Tsac_1822	fig|31899.10.peg.2318|SAMN05216182_2105
Tsac_1817	fig|31899.10.peg.2323|SAMN05216182_2110
-	-
Tsac_2113	-
-	-
-	-
-	-
-	-
Tsac_1595	fig|31899.10.peg.1208|SAMN05216182_1018,fig|31899.10.peg.2740|SAMN05216182_2497
-	-
Tsac_1744	fig|31899.10.peg.1987|SAMN05216182_1773
-	-
-	-
-	-
-	-
-	-
-	-
Tsac_1056,Tsac_2066,Tsac_0907	fig|31899.10.peg.1545|SAMN05216182_1343,fig|31899.10.peg.850|SAMN05216182_0691
-	-
Tsac_2068	fig|31899.10.peg.2301|SAMN05216182_2089
-	-
-	-
-	-
-	-
-	-
-	-
-	-
Tsac_1847	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
Tsac_1958	fig|31899.10.peg.2398|SAMN05216182_2184
-	-
-	-
-	-
-	-
-	-
Tsac_1104	-
Tsac_1102	-
Tsac_1084	-
Tsac_1083	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
Tsac_1075	-
-	-
Tsac_1061	fig|31899.10.peg.773|SAMN05216182_0615
-	-
-	-
Tsac_2099	fig|31899.10.peg.2690|SAMN05216182_2448
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
Tsac_2097	fig|31899.10.peg.1744|SAMN05216182_1534
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
Tsac_1900	fig|31899.10.peg.337|SAMN05216182_0211
Tsac_1360	fig|31899.10.peg.1749|SAMN05216182_1539
-	fig|31899.10.peg.2262|SAMN05216182_2050,fig|31899.10.peg.2586|SAMN05216182_2351
-	-
-	-
-	-
-	-
-	-
-	-
Tsac_1742	fig|31899.10.peg.1716|SAMN05216182_1506
Tsac_1735	fig|31899.10.peg.1711|SAMN05216182_1501
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
Tsac_2067	fig|31899.10.peg.2300|SAMN05216182_2088
Tsac_0423	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
Tsac_2649	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
Tsac_2485	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
Tsac_1486,Tsac_1608	fig|31899.10.peg.1927|SAMN05216182_1713
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	fig|31899.10.peg.2279|SAMN05216182_2067
Tsac_2213,Tsac_2215	fig|31899.10.peg.2614|SAMN05216182_2379
-	-
-	-
-	-
-	-
Tsac_0413	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
Tsac_2571	-
Tsac_2570	-
-	-
-	-
-	-
Tsac_1128	-
-	-
-	-
-	-
-	-
-	-
-	-
Tsac_2240	-
-	-
Tsac_2472	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
Tsac_2110	fig|31899.10.peg.2685|SAMN05216182_2443
Tsac_0372	fig|31899.10.peg.2617|SAMN05216182_2382
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
Tsac_1436	fig|31899.10.peg.2193|SAMN05216182_1974
-	-
Tsac_2627	fig|31899.10.peg.863|SAMN05216182_0704
-	-
-	-
-	-
-	-
-	-
Tsac_1046	fig|31899.10.peg.2616|SAMN05216182_2381
-	-
-	-
-	-
-	-
Tsac_2618	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
