Tag	1094508.3	203119.11	31899.1
TAG9442	-	-	fig|31899.10.peg.1607
TAG9467	-	-	fig|31899.10.peg.1353
TAG9476	fig|1094508.3.peg.154	-	fig|31899.10.peg.1315
TAG9478	"fig|1094508.3.peg.1191,fig|1094508.3.peg.61"	fig|203119.11.peg.3086	"fig|31899.10.peg.1306
TAG9479	-	-	fig|31899.10.peg.1135
TAG9482	-	fig|203119.11.peg.369	-
TAG9483	-	-	fig|31899.10.peg.1503
TAG9517	-	-	fig|31899.10.peg.3129
TAG9519	fig|1094508.3.peg.263	"fig|203119.11.peg.2597,fig|203119.11.peg.2878"	fig|31899.10.peg.2606
TAG9562	fig|1094508.3.peg.2367	fig|203119.11.peg.1509	fig|31899.10.peg.1212
TAG9563	-	-	fig|31899.10.peg.1171
TAG9564	-	-	fig|31899.10.peg.1170
TAG9565	-	-	fig|31899.10.peg.1169
TAG9593	"fig|1094508.3.peg.2350,fig|1094508.3.peg.2351,fig|1094508.3.peg.704"	fig|203119.11.peg.3324	"fig|31899.10.peg.1130
TAG9594	-	-	fig|31899.10.peg.961
TAG9604	-	-	"fig|31899.10.peg.1665
TAG9612	-	-	fig|31899.10.peg.889
TAG9624	-	fig|203119.11.peg.291	fig|31899.10.peg.880
TAG9627	-	-	fig|31899.10.peg.870
TAG9631	fig|1094508.3.peg.1248	fig|203119.11.peg.211	fig|31899.10.peg.2936
TAG9662	fig|1094508.3.peg.927	-	fig|31899.10.peg.606
TAG9672	-	-	fig|31899.10.peg.302
TAG9690	fig|1094508.3.peg.399	fig|203119.11.peg.3423	-
TAG9707	-	-	fig|31899.10.peg.358
TAG9708	fig|1094508.3.peg.795	-	fig|31899.10.peg.417
TAG9716	-	-	fig|31899.10.peg.457
TAG9717	-	-	fig|31899.10.peg.458
TAG9742	-	-	fig|31899.10.peg.548
TAG9775	fig|1094508.3.peg.2643	-	fig|31899.10.peg.172
TAG9799	-	-	fig|31899.10.peg.2380
TAG9847	-	-	fig|31899.10.peg.1178
TAG9849	fig|1094508.3.peg.2363	-	-
TAG9853	-	-	fig|31899.10.peg.749
TAG9855	fig|1094508.3.peg.2365	fig|203119.11.peg.676	fig|31899.10.peg.752
TAG9882	fig|1094508.3.peg.1805	fig|203119.11.peg.492	-
TAG9883	-	-	fig|31899.10.peg.2722
TAG9884	"fig|1094508.3.peg.1813,fig|1094508.3.peg.297,fig|1094508.3.peg.298"	"fig|203119.11.peg.2790,fig|203119.11.peg.2791,fig|203119.11.peg.501"	"fig|31899.10.peg.2719
TAG9889	-	fig|203119.11.peg.135	fig|31899.10.peg.2689
TAG9898	-	-	fig|31899.10.peg.2674
TAG9901	fig|1094508.3.peg.315	fig|203119.11.peg.2771	fig|31899.10.peg.2465
TAG9904	-	-	fig|31899.10.peg.61
TAG9912	-	-	fig|31899.10.peg.233
TAG9929	-	-	fig|31899.10.peg.1378
TAG9931	-	-	fig|31899.10.peg.1370
TAG9949	-	-	fig|31899.10.peg.1485
TAG9950	-	-	fig|31899.10.peg.1491
TAG9958	-	-	fig|31899.10.peg.288
TAG9961	fig|1094508.3.peg.1875	-	fig|31899.10.peg.1624
TAG9962	fig|1094508.3.peg.1876	-	fig|31899.10.peg.1625
TAG9966	-	-	fig|31899.10.peg.1112
TAG9967	fig|1094508.3.peg.1679	fig|203119.11.peg.2703	fig|31899.10.peg.1672
TAG9969	fig|1094508.3.peg.714	-	-
TAG9970	fig|1094508.3.peg.712	-	-
TAG9973	fig|1094508.3.peg.1675	fig|203119.11.peg.2692	fig|31899.10.peg.1686
TAG9974	fig|1094508.3.peg.2227	fig|203119.11.peg.1293	fig|31899.10.peg.1690
TAG9977	-	-	fig|31899.10.peg.1728
TAG9988	-	-	fig|31899.10.peg.1846
TAG9990	fig|1094508.3.peg.919	-	fig|31899.10.peg.1864
TAG10016	-	-	fig|31899.10.peg.446
TAG10023	-	-	fig|31899.10.peg.2110
TAG10032	-	-	fig|31899.10.peg.2142
TAG10037	-	-	fig|31899.10.peg.2159
TAG10042	-	fig|203119.11.peg.2720	-
TAG10066	-	-	fig|31899.10.peg.2268
TAG10071	fig|1094508.3.peg.2102	fig|203119.11.peg.3367	fig|31899.10.peg.2278
TAG10073	-	-	fig|31899.10.peg.328
TAG10076	-	-	fig|31899.10.peg.2351
TAG10078	-	-	fig|31899.10.peg.2367
TAG10079	-	-	fig|31899.10.peg.2368
TAG10085	-	"fig|203119.11.peg.45,fig|203119.11.peg.786"	fig|31899.10.peg.2375
TAG10088	-	-	fig|31899.10.peg.2385
TAG10089	-	-	fig|31899.10.peg.2390
TAG10090	-	-	fig|31899.10.peg.705
TAG10109	-	fig|203119.11.peg.432	fig|31899.10.peg.345
TAG10110	-	-	fig|31899.10.peg.2992
TAG10136	-	-	fig|31899.10.peg.2567
TAG10137	-	-	fig|31899.10.peg.3071
TAG10142	-	-	fig|31899.10.peg.3082
TAG10159	-	-	fig|31899.10.peg.3132
TAG10160	-	-	fig|31899.10.peg.69
TAG10161	-	-	fig|31899.10.peg.74
TAG10162	-	-	fig|31899.10.peg.1508
TAG10163	-	-	fig|31899.10.peg.1506
TAG10165	-	-	fig|31899.10.peg.1505
TAG10167	-	-	fig|31899.10.peg.1195
TAG10176	-	-	fig|31899.10.peg.474
TAG10189	fig|1094508.3.peg.1110	"fig|203119.11.peg.1180,fig|203119.11.peg.1990"	-
TAG10190	fig|1094508.3.peg.1111	"fig|203119.11.peg.1179,fig|203119.11.peg.1989"	-
TAG10191	fig|1094508.3.peg.1112	"fig|203119.11.peg.1178,fig|203119.11.peg.1988"	-
TAG10207	-	-	fig|31899.10.peg.2695
TAG10208	-	-	fig|31899.10.peg.2705
TAG10239	-	-	fig|31899.10.peg.2844
TAG10242	-	-	fig|31899.10.peg.2867
TAG10243	-	-	fig|31899.10.peg.2871
TAG10260	-	-	fig|31899.10.peg.175
TAG10264	-	-	fig|31899.10.peg.2940
TAG10270	-	fig|203119.11.peg.20	fig|31899.10.peg.76
TAG10271	fig|1094508.3.peg.1515	fig|203119.11.peg.67	fig|31899.10.peg.79
TAG10299	fig|1094508.3.peg.2387	-	-
TAG10312	-	-	fig|31899.10.peg.506
TAG10321	-	fig|203119.11.peg.326	fig|31899.10.peg.555
TAG10326	-	-	fig|31899.10.peg.550
TAG10330	-	-	fig|31899.10.peg.558
TAG10341	-	-	fig|31899.10.peg.2075
TAG10347	-	-	fig|31899.10.peg.672
TAG10383	-	-	fig|31899.10.peg.1859
TAG10386	-	-	"fig|31899.10.peg.1666,fig|31899.10.peg.896"
TAG10389	-	-	fig|31899.10.peg.928
TAG10398	fig|1094508.3.peg.716	-	"fig|31899.10.peg.1115
TAG10400	-	-	fig|31899.10.peg.163
TAG10402	-	-	fig|31899.10.peg.165
TAG10414	-	-	fig|31899.10.peg.1116
TAG10467	-	-	fig|31899.10.peg.2788
TAG10500	-	-	fig|31899.10.peg.1470
TAG10547	fig|1094508.3.peg.1255	-	fig|31899.10.peg.2309
TAG10557	-	-	fig|31899.10.peg.2377
TAG10575	-	-	fig|31899.10.peg.2464
TAG10602	-	-	fig|31899.10.peg.2723
TAG10610	-	-	fig|31899.10.peg.1093
TAG10612	-	-	fig|31899.10.peg.702
TAG10617	-	-	fig|31899.10.peg.763
TAG10619	-	-	fig|31899.10.peg.768
TAG10640	-	-	fig|31899.10.peg.868
TAG10690	-	-	fig|31899.10.peg.200
TAG10708	-	-	fig|31899.10.peg.257
TAG10723	-	-	fig|31899.10.peg.832
TAG10732	-	fig|203119.11.peg.2920	fig|31899.10.peg.1204
TAG10748	-	-	fig|31899.10.peg.344
TAG10755	-	-	fig|31899.10.peg.2496
TAG10780	-	-	fig|31899.10.peg.1629
TAG10835	-	-	fig|31899.10.peg.350
TAG10851	-	-	fig|31899.10.peg.463
TAG10869	-	-	fig|31899.10.peg.728
TAG10873	-	-	"fig|31899.10.peg.526,fig|31899.10.peg.685"
TAG10876	-	-	fig|31899.10.peg.3101
TAG10892	-	fig|203119.11.peg.1568	-
TAG10893	-	-	fig|31899.10.peg.742
TAG10934	fig|1094508.3.peg.958	fig|203119.11.peg.2757	fig|31899.10.peg.975
TAG10990	-	-	fig|31899.10.peg.787
TAG11023	fig|1094508.3.peg.908	-	-
TAG11024	fig|1094508.3.peg.880	-	-
TAG11030	fig|1094508.3.peg.1574	-	-
TAG11041	fig|1094508.3.peg.2248	-	-
TAG11051	fig|1094508.3.peg.671	-	fig|31899.10.peg.2263
TAG11057	fig|1094508.3.peg.2552	-	-
TAG11059	fig|1094508.3.peg.7	-	-
TAG11060	fig|1094508.3.peg.28	-	-
TAG11063	fig|1094508.3.peg.2290	-	-
TAG11064	fig|1094508.3.peg.2283	-	-
TAG11065	fig|1094508.3.peg.2292	-	-
TAG11066	fig|1094508.3.peg.1293	-	-
TAG11068	fig|1094508.3.peg.1226	-	-
TAG11069	fig|1094508.3.peg.1128	-	-
TAG11080	fig|1094508.3.peg.2325	-	-
TAG11089	fig|1094508.3.peg.430	-	-
TAG11096	fig|1094508.3.peg.2796	-	-
TAG11097	fig|1094508.3.peg.2831	-	-
TAG11098	fig|1094508.3.peg.2833	-	-
TAG11108	fig|1094508.3.peg.1102	-	-
TAG11113	-	fig|203119.11.peg.1001	-
TAG11114	-	fig|203119.11.peg.1003	-
TAG11115	-	fig|203119.11.peg.1004	-
TAG11116	-	fig|203119.11.peg.1008	-
TAG11117	-	fig|203119.11.peg.1015	-
TAG11118	-	fig|203119.11.peg.1016	-
TAG11119	-	fig|203119.11.peg.1017	-
TAG11120	-	fig|203119.11.peg.1019	-
TAG11121	-	fig|203119.11.peg.1020	-
TAG11122	-	fig|203119.11.peg.1021	-
TAG11123	-	fig|203119.11.peg.1022	-
TAG11124	fig|1094508.3.peg.1590	fig|203119.11.peg.1025	fig|31899.10.peg.1236
TAG11125	-	fig|203119.11.peg.1030	-
TAG11126	-	fig|203119.11.peg.1037	-
TAG11127	-	fig|203119.11.peg.1042	-
TAG11128	fig|1094508.3.peg.1850	fig|203119.11.peg.1043	-
TAG11129	fig|1094508.3.peg.1848	fig|203119.11.peg.1045	fig|31899.10.peg.1530
TAG11130	fig|1094508.3.peg.1846	fig|203119.11.peg.1047	fig|31899.10.peg.2318
TAG11131	fig|1094508.3.peg.1841	fig|203119.11.peg.1051	fig|31899.10.peg.2323
TAG11132	-	fig|203119.11.peg.1053	-
TAG11133	fig|1094508.3.peg.2140	fig|203119.11.peg.105	-
TAG11134	-	fig|203119.11.peg.1064	-
TAG11135	-	fig|203119.11.peg.1066	-
TAG11136	-	fig|203119.11.peg.1068	-
TAG11137	-	fig|203119.11.peg.1069	-
TAG11138	fig|1094508.3.peg.1617	fig|203119.11.peg.1075	"fig|31899.10.peg.1208
TAG11139	-	fig|203119.11.peg.107	-
TAG11140	fig|1094508.3.peg.1768	fig|203119.11.peg.1081	fig|31899.10.peg.1987
TAG11141	-	fig|203119.11.peg.1082	-
TAG11142	-	fig|203119.11.peg.1086	-
TAG11143	-	fig|203119.11.peg.1087	-
TAG11144	-	fig|203119.11.peg.1089	-
TAG11145	-	fig|203119.11.peg.108	-
TAG11146	-	fig|203119.11.peg.1090	-
TAG11147	"fig|1094508.3.peg.1067,fig|1094508.3.peg.2093,fig|1094508.3.peg.917"	"fig|203119.11.peg.1091,fig|203119.11.peg.1798,fig|203119.11.peg.1904"	"fig|31899.10.peg.1545
TAG11148	-	fig|203119.11.peg.1092	-
TAG11149	fig|1094508.3.peg.2095	fig|203119.11.peg.1093	fig|31899.10.peg.2301
TAG11150	-	fig|203119.11.peg.1097	-
TAG11151	-	fig|203119.11.peg.1098	-
TAG11152	-	fig|203119.11.peg.1099	-
TAG11153	-	fig|203119.11.peg.10	-
TAG11154	-	fig|203119.11.peg.1100	-
TAG11155	-	fig|203119.11.peg.1101	-
TAG11156	-	fig|203119.11.peg.1103	-
TAG11157	fig|1094508.3.peg.1872	fig|203119.11.peg.1105	-
TAG11158	-	fig|203119.11.peg.1106	-
TAG11159	-	fig|203119.11.peg.1112	-
TAG11160	-	fig|203119.11.peg.1113	-
TAG11161	-	fig|203119.11.peg.1114	-
TAG11162	-	fig|203119.11.peg.1116	-
TAG11163	-	fig|203119.11.peg.1122	-
TAG11164	-	fig|203119.11.peg.1124	-
TAG11165	-	fig|203119.11.peg.1135	-
TAG11166	-	fig|203119.11.peg.1136	-
TAG11167	-	fig|203119.11.peg.1139	-
TAG11168	-	fig|203119.11.peg.1140	-
TAG11169	-	fig|203119.11.peg.1141	-
TAG11170	-	fig|203119.11.peg.1142	-
TAG11171	-	fig|203119.11.peg.1143	-
TAG11172	-	fig|203119.11.peg.1144	-
TAG11173	-	fig|203119.11.peg.1146	-
TAG11174	-	fig|203119.11.peg.1147	-
TAG11175	-	fig|203119.11.peg.1155	-
TAG11176	-	fig|203119.11.peg.1157	-
TAG11177	-	fig|203119.11.peg.1158	-
TAG11178	-	fig|203119.11.peg.1159	-
TAG11179	-	fig|203119.11.peg.1160	-
TAG11180	-	fig|203119.11.peg.1161	-
TAG11181	-	fig|203119.11.peg.1162	-
TAG11182	-	fig|203119.11.peg.1163	-
TAG11183	fig|1094508.3.peg.1983	fig|203119.11.peg.1166	fig|31899.10.peg.2398
TAG11184	-	fig|203119.11.peg.1167	-
TAG11185	-	fig|203119.11.peg.1168	-
TAG11186	-	fig|203119.11.peg.116	-
TAG11187	-	fig|203119.11.peg.117	-
TAG11188	-	fig|203119.11.peg.1173	-
TAG11189	fig|1094508.3.peg.1116	fig|203119.11.peg.1174	-
TAG11190	fig|1094508.3.peg.1114	fig|203119.11.peg.1176	-
TAG11191	fig|1094508.3.peg.1096	fig|203119.11.peg.1185	-
TAG11192	fig|1094508.3.peg.1095	fig|203119.11.peg.1186	-
TAG11193	-	fig|203119.11.peg.1187	-
TAG11194	-	fig|203119.11.peg.1188	-
TAG11195	-	fig|203119.11.peg.1189	-
TAG11196	-	fig|203119.11.peg.118	-
TAG11197	-	fig|203119.11.peg.1190	-
TAG11198	-	fig|203119.11.peg.1191	-
TAG11199	-	fig|203119.11.peg.1192	-
TAG11200	-	fig|203119.11.peg.1193	-
TAG11201	-	fig|203119.11.peg.1194	-
TAG11202	-	fig|203119.11.peg.1195	-
TAG11203	-	fig|203119.11.peg.1196	-
TAG11204	-	fig|203119.11.peg.1197	-
TAG11205	-	fig|203119.11.peg.1198	-
TAG11206	-	fig|203119.11.peg.11	-
TAG11207	-	fig|203119.11.peg.1200	-
TAG11208	-	fig|203119.11.peg.1201	-
TAG11209	-	fig|203119.11.peg.1202	-
TAG11210	-	fig|203119.11.peg.1203	-
TAG11211	-	fig|203119.11.peg.1204	-
TAG11212	-	fig|203119.11.peg.1205	-
TAG11213	-	fig|203119.11.peg.1206	-
TAG11214	-	fig|203119.11.peg.1207	-
TAG11215	-	fig|203119.11.peg.1208	-
TAG11216	-	fig|203119.11.peg.1209	-
TAG11217	-	fig|203119.11.peg.1210	-
TAG11218	-	fig|203119.11.peg.1211	-
TAG11219	-	fig|203119.11.peg.1212	-
TAG11220	-	fig|203119.11.peg.1213	-
TAG11221	-	fig|203119.11.peg.1214	-
TAG11222	-	fig|203119.11.peg.1215	-
TAG11223	-	fig|203119.11.peg.1216	-
TAG11224	-	fig|203119.11.peg.1217	-
TAG11225	-	fig|203119.11.peg.1218	-
TAG11226	fig|1094508.3.peg.1087	fig|203119.11.peg.1219	-
TAG11227	-	fig|203119.11.peg.1220	-
TAG11228	fig|1094508.3.peg.1072	fig|203119.11.peg.1225	fig|31899.10.peg.773
TAG11229	-	fig|203119.11.peg.1228	-
TAG11230	-	fig|203119.11.peg.1231	-
TAG11231	fig|1094508.3.peg.2126	fig|203119.11.peg.1232	fig|31899.10.peg.2690
TAG11232	-	fig|203119.11.peg.1233	-
TAG11233	-	fig|203119.11.peg.1235	-
TAG11234	-	fig|203119.11.peg.1236	-
TAG11235	-	fig|203119.11.peg.1237	-
TAG11236	-	fig|203119.11.peg.1239	-
TAG11237	-	fig|203119.11.peg.1240	-
TAG11238	-	fig|203119.11.peg.1241	-
TAG11239	-	fig|203119.11.peg.1242	-
TAG11240	-	fig|203119.11.peg.1243	-
TAG11241	-	fig|203119.11.peg.1244	-
TAG11242	-	fig|203119.11.peg.1245	-
TAG11243	-	fig|203119.11.peg.1246	-
TAG11244	-	fig|203119.11.peg.1247	-
TAG11245	-	fig|203119.11.peg.1248	-
TAG11246	-	fig|203119.11.peg.1249	-
TAG11247	-	fig|203119.11.peg.1251	-
TAG11248	-	fig|203119.11.peg.1252	-
TAG11249	-	fig|203119.11.peg.1253	-
TAG11250	-	fig|203119.11.peg.1254	-
TAG11251	-	fig|203119.11.peg.1255	-
TAG11252	-	fig|203119.11.peg.1256	-
TAG11253	-	fig|203119.11.peg.1257	-
TAG11254	-	fig|203119.11.peg.1258	-
TAG11255	-	fig|203119.11.peg.1259	-
TAG11256	-	fig|203119.11.peg.1260	-
TAG11257	-	fig|203119.11.peg.1261	-
TAG11258	-	fig|203119.11.peg.1262	-
TAG11259	-	fig|203119.11.peg.1268	-
TAG11260	-	fig|203119.11.peg.1270	-
TAG11261	-	fig|203119.11.peg.1271	-
TAG11262	-	fig|203119.11.peg.1272	-
TAG11263	-	fig|203119.11.peg.1273	-
TAG11264	-	fig|203119.11.peg.1274	-
TAG11265	-	fig|203119.11.peg.1275	-
TAG11266	-	fig|203119.11.peg.1276	-
TAG11267	-	fig|203119.11.peg.1279	-
TAG11268	-	fig|203119.11.peg.1280	-
TAG11269	-	fig|203119.11.peg.1283	-
TAG11270	-	fig|203119.11.peg.1284	-
TAG11271	-	fig|203119.11.peg.1285	-
TAG11272	-	fig|203119.11.peg.1286	-
TAG11273	-	fig|203119.11.peg.1287	-
TAG11274	-	fig|203119.11.peg.1288	-
TAG11275	-	fig|203119.11.peg.1294	-
TAG11276	-	fig|203119.11.peg.1295	-
TAG11277	-	fig|203119.11.peg.1297	-
TAG11278	fig|1094508.3.peg.2124	fig|203119.11.peg.1298	fig|31899.10.peg.1744
TAG11279	-	fig|203119.11.peg.12	-
TAG11280	-	fig|203119.11.peg.1300	-
TAG11281	-	fig|203119.11.peg.1301	-
TAG11282	-	fig|203119.11.peg.1302	-
TAG11283	-	fig|203119.11.peg.1303	-
TAG11284	-	fig|203119.11.peg.1304	-
TAG11285	-	fig|203119.11.peg.1307	-
TAG11286	-	fig|203119.11.peg.130	-
TAG11287	-	fig|203119.11.peg.1310	-
TAG11288	-	fig|203119.11.peg.1311	-
TAG11289	-	fig|203119.11.peg.1312	-
TAG11290	-	fig|203119.11.peg.1313	-
TAG11291	-	fig|203119.11.peg.1321	-
TAG11292	-	fig|203119.11.peg.1323	-
TAG11293	-	fig|203119.11.peg.1324	-
TAG11294	-	fig|203119.11.peg.1325	-
TAG11295	-	fig|203119.11.peg.1327	-
TAG11296	-	fig|203119.11.peg.1328	-
TAG11297	fig|1094508.3.peg.1924	fig|203119.11.peg.132	fig|31899.10.peg.337
TAG11298	fig|1094508.3.peg.1374	fig|203119.11.peg.1334	fig|31899.10.peg.1749
TAG11299	-	fig|203119.11.peg.1335	"fig|31899.10.peg.2262
TAG11300	-	fig|203119.11.peg.1336	-
TAG11301	-	fig|203119.11.peg.1339	-
TAG11302	-	fig|203119.11.peg.1340	-
TAG11303	-	fig|203119.11.peg.1341	-
TAG11304	-	fig|203119.11.peg.1342	-
TAG11305	-	fig|203119.11.peg.1343	-
TAG11306	fig|1094508.3.peg.1766	fig|203119.11.peg.1344	fig|31899.10.peg.1716
TAG11307	fig|1094508.3.peg.1758	fig|203119.11.peg.1348	fig|31899.10.peg.1711
TAG11308	-	fig|203119.11.peg.134	-
TAG11309	-	fig|203119.11.peg.1350	-
TAG11310	-	fig|203119.11.peg.1352	-
TAG11311	-	fig|203119.11.peg.1360	-
TAG11312	-	fig|203119.11.peg.1361	-
TAG11313	-	fig|203119.11.peg.1362	-
TAG11314	-	fig|203119.11.peg.1365	-
TAG11315	-	fig|203119.11.peg.1366	-
TAG11316	-	fig|203119.11.peg.1368	-
TAG11317	-	fig|203119.11.peg.1370	-
TAG11318	-	fig|203119.11.peg.1371	-
TAG11319	-	fig|203119.11.peg.1372	-
TAG11320	-	fig|203119.11.peg.1373	-
TAG11321	-	fig|203119.11.peg.1377	-
TAG11322	-	fig|203119.11.peg.1378	-
TAG11323	-	fig|203119.11.peg.137	-
TAG11324	-	fig|203119.11.peg.1380	-
TAG11325	-	fig|203119.11.peg.1381	-
TAG11326	-	fig|203119.11.peg.1383	-
TAG11327	-	fig|203119.11.peg.1384	-
TAG11328	-	fig|203119.11.peg.1385	-
TAG11329	-	fig|203119.11.peg.1386	-
TAG11330	-	fig|203119.11.peg.1398	-
TAG11331	-	fig|203119.11.peg.139	-
TAG11332	-	fig|203119.11.peg.13	-
TAG11333	-	fig|203119.11.peg.1402	-
TAG11334	fig|1094508.3.peg.2094	fig|203119.11.peg.1403	fig|31899.10.peg.2300
TAG11335	fig|1094508.3.peg.427	fig|203119.11.peg.1404	-
TAG11336	-	fig|203119.11.peg.1405	-
TAG11337	-	fig|203119.11.peg.1406	-
TAG11338	-	fig|203119.11.peg.1407	-
TAG11339	-	fig|203119.11.peg.140	-
TAG11340	-	fig|203119.11.peg.1410	-
TAG11341	-	fig|203119.11.peg.1411	-
TAG11342	-	fig|203119.11.peg.1412	-
TAG11343	-	fig|203119.11.peg.1413	-
TAG11344	-	fig|203119.11.peg.1414	-
TAG11345	-	fig|203119.11.peg.1415	-
TAG11346	-	fig|203119.11.peg.1416	-
TAG11347	-	fig|203119.11.peg.1418	-
TAG11348	-	fig|203119.11.peg.1419	-
TAG11349	-	fig|203119.11.peg.141	-
TAG11350	-	fig|203119.11.peg.142	-
TAG11351	-	fig|203119.11.peg.1430	-
TAG11352	-	fig|203119.11.peg.1432	-
TAG11353	-	fig|203119.11.peg.1433	-
TAG11354	-	fig|203119.11.peg.1434	-
TAG11355	-	fig|203119.11.peg.1435	-
TAG11356	-	fig|203119.11.peg.1436	-
TAG11357	-	fig|203119.11.peg.1437	-
TAG11358	-	fig|203119.11.peg.1438	-
TAG11359	-	fig|203119.11.peg.1439	-
TAG11360	-	fig|203119.11.peg.143	-
TAG11361	-	fig|203119.11.peg.1440	-
TAG11362	-	fig|203119.11.peg.1442	-
TAG11363	-	fig|203119.11.peg.1443	-
TAG11364	-	fig|203119.11.peg.1444	-
TAG11365	-	fig|203119.11.peg.1447	-
TAG11366	-	fig|203119.11.peg.1449	-
TAG11367	-	fig|203119.11.peg.144	-
TAG11368	-	fig|203119.11.peg.1450	-
TAG11369	-	fig|203119.11.peg.1451	-
TAG11370	-	fig|203119.11.peg.1452	-
TAG11371	-	fig|203119.11.peg.1453	-
TAG11372	-	fig|203119.11.peg.1454	-
TAG11373	-	fig|203119.11.peg.1459	-
TAG11374	-	fig|203119.11.peg.145	-
TAG11375	-	fig|203119.11.peg.1460	-
TAG11376	-	fig|203119.11.peg.1462	-
TAG11377	-	fig|203119.11.peg.1463	-
TAG11378	fig|1094508.3.peg.2686	fig|203119.11.peg.1466	-
TAG11379	-	fig|203119.11.peg.1467	-
TAG11380	-	fig|203119.11.peg.1469	-
TAG11381	-	fig|203119.11.peg.147	-
TAG11382	-	fig|203119.11.peg.1473	-
TAG11383	-	fig|203119.11.peg.1474	-
TAG11384	-	fig|203119.11.peg.1477	-
TAG11385	-	fig|203119.11.peg.1478	-
TAG11386	-	fig|203119.11.peg.1479	-
TAG11387	-	fig|203119.11.peg.1483	-
TAG11388	-	fig|203119.11.peg.1484	-
TAG11389	-	fig|203119.11.peg.1485	-
TAG11390	-	fig|203119.11.peg.1489	-
TAG11391	fig|1094508.3.peg.2520	fig|203119.11.peg.148	-
TAG11392	-	fig|203119.11.peg.1497	-
TAG11393	-	fig|203119.11.peg.1498	-
TAG11394	-	fig|203119.11.peg.14	-
TAG11395	-	fig|203119.11.peg.15	-
TAG11396	-	fig|203119.11.peg.1500	-
TAG11397	-	fig|203119.11.peg.1501	-
TAG11398	-	fig|203119.11.peg.1502	-
TAG11399	-	fig|203119.11.peg.1504	-
TAG11400	-	fig|203119.11.peg.1505	-
TAG11401	-	fig|203119.11.peg.1506	-
TAG11402	-	fig|203119.11.peg.1507	-
TAG11403	-	fig|203119.11.peg.1508	-
TAG11404	-	fig|203119.11.peg.151	-
TAG11405	-	fig|203119.11.peg.1512	-
TAG11406	-	fig|203119.11.peg.1514	-
TAG11407	-	fig|203119.11.peg.1515	-
TAG11408	-	fig|203119.11.peg.1516	-
TAG11409	-	fig|203119.11.peg.1518	-
TAG11410	-	fig|203119.11.peg.1519	-
TAG11411	-	fig|203119.11.peg.1520	-
TAG11412	-	fig|203119.11.peg.1523	-
TAG11413	-	fig|203119.11.peg.1524	-
TAG11414	-	fig|203119.11.peg.1525	-
TAG11415	-	fig|203119.11.peg.1526	-
TAG11416	-	fig|203119.11.peg.1528	-
TAG11417	-	fig|203119.11.peg.1529	-
TAG11418	-	fig|203119.11.peg.152	-
TAG11419	-	fig|203119.11.peg.1530	-
TAG11420	-	fig|203119.11.peg.1531	-
TAG11421	-	fig|203119.11.peg.1532	-
TAG11422	-	fig|203119.11.peg.1533	-
TAG11423	-	fig|203119.11.peg.1534	-
TAG11424	-	fig|203119.11.peg.1535	-
TAG11425	-	fig|203119.11.peg.1536	-
TAG11426	-	fig|203119.11.peg.1538	-
TAG11427	-	fig|203119.11.peg.1539	-
TAG11428	-	fig|203119.11.peg.153	-
TAG11429	-	fig|203119.11.peg.1540	-
TAG11430	-	fig|203119.11.peg.1542	-
TAG11431	-	fig|203119.11.peg.1543	-
TAG11432	-	fig|203119.11.peg.1546	-
TAG11433	-	fig|203119.11.peg.1547	-
TAG11434	-	fig|203119.11.peg.1548	-
TAG11435	-	fig|203119.11.peg.1549	-
TAG11436	-	fig|203119.11.peg.1550	-
TAG11437	-	fig|203119.11.peg.1551	-
TAG11438	-	fig|203119.11.peg.1553	-
TAG11439	-	fig|203119.11.peg.1554	-
TAG11440	-	fig|203119.11.peg.1555	-
TAG11441	-	fig|203119.11.peg.1556	-
TAG11442	-	fig|203119.11.peg.1557	-
TAG11443	-	fig|203119.11.peg.1559	-
TAG11444	-	fig|203119.11.peg.1560	-
TAG11445	-	fig|203119.11.peg.1561	-
TAG11446	-	fig|203119.11.peg.1562	-
TAG11447	-	fig|203119.11.peg.1563	-
TAG11448	-	fig|203119.11.peg.1564	-
TAG11449	-	fig|203119.11.peg.1565	-
TAG11450	-	fig|203119.11.peg.1567	-
TAG11451	-	fig|203119.11.peg.1569	-
TAG11452	-	fig|203119.11.peg.1571	-
TAG11453	-	fig|203119.11.peg.1572	-
TAG11454	"fig|1094508.3.peg.1506,fig|1094508.3.peg.1629"	"fig|203119.11.peg.1573,fig|203119.11.peg.2950"	fig|31899.10.peg.1927
TAG11455	-	fig|203119.11.peg.1575	-
TAG11456	-	fig|203119.11.peg.1576	-
TAG11457	-	fig|203119.11.peg.1577	-
TAG11458	-	fig|203119.11.peg.1578	-
TAG11459	-	fig|203119.11.peg.1579	-
TAG11460	-	fig|203119.11.peg.1581	-
TAG11461	-	fig|203119.11.peg.1582	-
TAG11462	-	fig|203119.11.peg.1585	-
TAG11463	-	fig|203119.11.peg.1586	-
TAG11464	-	fig|203119.11.peg.1587	fig|31899.10.peg.2279
TAG11465	"fig|1094508.3.peg.2241,fig|1094508.3.peg.2243"	fig|203119.11.peg.1588	fig|31899.10.peg.2614
TAG11466	-	fig|203119.11.peg.1591	-
TAG11467	-	fig|203119.11.peg.1594	-
TAG11468	-	fig|203119.11.peg.1595	-
TAG11469	-	fig|203119.11.peg.1597	-
TAG11470	fig|1094508.3.peg.418	fig|203119.11.peg.1598	-
TAG11471	-	fig|203119.11.peg.1599	-
