patric_id	NCBI new locus_tag	NCBI old locus_tag
fig|31899.10.peg.341	ATHE_RS13820	Athe_2736
fig|31899.10.peg.342	ATHE_RS13825	Athe_2737
fig|31899.10.peg.343	ATHE_RS13830	Athe_2738
fig|31899.10.peg.344	ATHE_RS13835	Athe_2739
fig|31899.10.peg.345	ATHE_RS13840	Athe_2740
fig|31899.10.peg.346	ATHE_RS13845	Athe_2741
fig|31899.10.peg.347	ATHE_RS13850	Athe_2742
fig|31899.10.peg.348	ATHE_RS13855	Athe_2743
fig|31899.10.peg.349	ATHE_RS13860	Athe_2744
fig|31899.10.peg.350	ATHE_RS13865	Athe_2745
fig|31899.10.peg.351	ATHE_RS13870	Athe_2746
fig|31899.10.peg.352	ATHE_RS13875	Athe_2747
fig|31899.10.peg.353	ATHE_RS13880	Athe_2748
fig|31899.10.peg.354	ATHE_RS13885	Athe_2749
fig|31899.10.peg.355	ATHE_RS13890	Athe_2750
fig|31899.10.peg.356	ATHE_RS13895	Athe_2751
fig|31899.10.peg.357	ATHE_RS13900	Athe_2752
fig|31899.10.peg.358	ATHE_RS13905	Athe_2753
fig|31899.10.peg.359	ATHE_RS13910	Athe_2754
fig|31899.10.peg.360	ATHE_RS13915	Athe_2755
fig|31899.10.peg.361	ATHE_RS13920	Athe_2756
fig|31899.10.peg.362	ATHE_RS13925	Athe_2757
fig|31899.10.peg.363	ATHE_RS13930	Athe_2758
fig|31899.10.peg.364	ATHE_RS13935	Athe_2759
fig|31899.10.peg.365	ATHE_RS13940	Athe_2760
fig|31899.10.peg.366	ATHE_RS14530	Athe_2761
fig|31899.10.peg.367	ATHE_RS14535	Athe_2762
fig|31899.10.peg.368	ATHE_RS13955	Athe_2763
fig|31899.10.repeat.55	-	-
fig|31899.10.peg.369	ATHE_RS13960	Athe_2764
fig|31899.10.peg.370	ATHE_RS13965	Athe_2765
fig|31899.10.peg.371	ATHE_RS13970	Athe_2766
fig|31899.10.peg.372	ATHE_RS13975	Athe_2767
fig|31899.10.peg.373	ATHE_RS13980	Athe_2768
fig|31899.10.peg.374	ATHE_RS00005	Athe_0001
fig|31899.10.peg.375	-	-
fig|31899.10.peg.376	ATHE_RS00010	Athe_0003
fig|31899.10.peg.377	ATHE_RS00015	Athe_0004
fig|31899.10.peg.378	ATHE_RS00020	Athe_0005
fig|31899.10.peg.379	-	-
fig|31899.10.peg.380	-	-
fig|31899.10.peg.381	-	-
fig|31899.10.peg.382	ATHE_RS00030	Athe_0008
fig|31899.10.peg.383	-	-
fig|31899.10.peg.384	ATHE_RS00035	Athe_0009
fig|31899.10.peg.385	-	-
fig|31899.10.peg.386	-	-
fig|31899.10.peg.387	-	-
fig|31899.10.peg.388	ATHE_RS00045	Athe_0012
fig|31899.10.repeat.56	-	-
fig|31899.10.peg.389	ATHE_RS00050	Athe_0013
fig|31899.10.peg.390	ATHE_RS00055	Athe_0014
fig|31899.10.peg.391	ATHE_RS00060	Athe_0015
fig|31899.10.repeat.57	-	-
fig|31899.10.peg.392	ATHE_RS00065	Athe_0016
fig|31899.10.peg.393	ATHE_RS00070	Athe_0017
fig|31899.10.peg.394	-	-
fig|31899.10.repeat.58	-	-
fig|31899.10.peg.395	-	-
fig|31899.10.peg.396	ATHE_RS00080	Athe_0019
fig|31899.10.peg.397	ATHE_RS00085	Athe_0020
fig|31899.10.repeat.59	-	-
fig|31899.10.peg.398	-	-
fig|31899.10.peg.399	-	-
fig|31899.10.peg.400	ATHE_RS00095	Athe_0022
fig|31899.10.peg.401	ATHE_RS00100	Athe_0023
fig|31899.10.peg.402	-	-
fig|31899.10.peg.403	ATHE_RS00105	Athe_0024
fig|31899.10.peg.404	-	-
fig|31899.10.peg.405	ATHE_RS00110	Athe_0025
fig|31899.10.peg.406	ATHE_RS00115	Athe_0026
fig|31899.10.peg.407	-	-
fig|31899.10.peg.408	ATHE_RS00120	Athe_0028
fig|31899.10.peg.409	ATHE_RS14050	Athe_0029
fig|31899.10.peg.410	-	-
fig|31899.10.peg.411	ATHE_RS00135	Athe_0031
fig|31899.10.peg.412	ATHE_RS00140	Athe_0032
fig|31899.10.peg.413	ATHE_RS00145	Athe_0033
fig|31899.10.peg.414	ATHE_RS00150	Athe_0034
fig|31899.10.peg.415	ATHE_RS00155	Athe_0035
fig|31899.10.peg.416	ATHE_RS00160	Athe_0036
fig|31899.10.peg.417	ATHE_RS00165	Athe_0037
fig|31899.10.peg.418	ATHE_RS00170	Athe_0038
fig|31899.10.peg.419	ATHE_RS00175	Athe_0039
fig|31899.10.peg.420	-	-
fig|31899.10.peg.421	ATHE_RS00185	Athe_0041
fig|31899.10.peg.422	ATHE_RS00190	Athe_0042
fig|31899.10.peg.423	ATHE_RS00195	Athe_0043
fig|31899.10.peg.424	ATHE_RS00200	Athe_0044
fig|31899.10.peg.425	ATHE_RS00205	Athe_0045
fig|31899.10.peg.426	ATHE_RS00210	Athe_0046
fig|31899.10.peg.427	ATHE_RS00215	Athe_0047
fig|31899.10.peg.428	ATHE_RS00220	Athe_0048
fig|31899.10.rna.11	-	-
fig|31899.10.rna.12	-	-
fig|31899.10.peg.429	ATHE_RS00235	Athe_0049
fig|31899.10.peg.430	ATHE_RS00240	Athe_0050
fig|31899.10.peg.431	ATHE_RS00245	Athe_0051
fig|31899.10.peg.432	ATHE_RS00250	Athe_0052
fig|31899.10.peg.433	ATHE_RS00255	Athe_0053
fig|31899.10.peg.434	ATHE_RS00260	Athe_0054
fig|31899.10.peg.435	ATHE_RS00265	Athe_0055
fig|31899.10.peg.436	ATHE_RS00270	Athe_0056
fig|31899.10.peg.437	-	-
fig|31899.10.peg.438	ATHE_RS00280	Athe_0058
fig|31899.10.peg.439	ATHE_RS00285	Athe_0059
fig|31899.10.peg.440	ATHE_RS00290	Athe_0060
fig|31899.10.peg.441	ATHE_RS00295	Athe_0061
fig|31899.10.peg.442	ATHE_RS00300	Athe_0062
fig|31899.10.peg.443	ATHE_RS00305	Athe_0063
fig|31899.10.peg.444	ATHE_RS00310	Athe_0064
fig|31899.10.peg.445	ATHE_RS00315	Athe_0065
fig|31899.10.peg.446	ATHE_RS00320	NA
fig|31899.10.repeat.60	-	-
fig|31899.10.peg.447	ATHE_RS00325	NA
fig|31899.10.peg.448	ATHE_RS00330	Athe_0067
fig|31899.10.peg.449	ATHE_RS00335	Athe_0068
fig|31899.10.peg.450	ATHE_RS00340	Athe_0069
fig|31899.10.peg.451	-	-
fig|31899.10.repeat.61	-	-
fig|31899.10.peg.452	-	-
fig|31899.10.peg.453	-	-
fig|31899.10.peg.454	-	-
fig|31899.10.peg.455	-	-
fig|31899.10.repeat.62	-	-
fig|31899.10.peg.456	ATHE_RS00355	Athe_0072
fig|31899.10.peg.457	ATHE_RS00360	Athe_0073
fig|31899.10.peg.458	ATHE_RS00365	Athe_0074
fig|31899.10.repeat.63	-	-
fig|31899.10.peg.459	-	-
fig|31899.10.peg.460	-	-
fig|31899.10.peg.461	ATHE_RS00380	Athe_0077
fig|31899.10.peg.462	ATHE_RS00385	Athe_0078
fig|31899.10.peg.463	ATHE_RS00390	Athe_0079
fig|31899.10.peg.464	ATHE_RS00395	Athe_0080
fig|31899.10.peg.465	ATHE_RS00400	Athe_0081
fig|31899.10.peg.466	ATHE_RS00405	Athe_0082
fig|31899.10.peg.467	ATHE_RS00410	Athe_0083
fig|31899.10.peg.468	ATHE_RS00415	Athe_0084
fig|31899.10.peg.469	ATHE_RS00420	Athe_0085
fig|31899.10.peg.470	ATHE_RS00425	Athe_0086
fig|31899.10.peg.471	-	-
fig|31899.10.peg.472	ATHE_RS00435	Athe_0088
fig|31899.10.peg.473	ATHE_RS00440	Athe_0089
fig|31899.10.peg.474	ATHE_RS00445	Athe_0090
fig|31899.10.peg.475	ATHE_RS00450	Athe_0091
fig|31899.10.repeat.64	-	-
fig|31899.10.peg.476	ATHE_RS13960	Athe_2764
fig|31899.10.peg.477	-	-
fig|31899.10.peg.478	-	-
fig|31899.10.peg.479	-	-
fig|31899.10.peg.480	-	-
fig|31899.10.peg.481	ATHE_RS00470	Athe_0096
fig|31899.10.peg.482	ATHE_RS00475	Athe_0097
fig|31899.10.peg.483	-	-
fig|31899.10.peg.484	-	-
fig|31899.10.peg.485	ATHE_RS00490	Athe_0100
fig|31899.10.peg.486	ATHE_RS00495	Athe_0101
fig|31899.10.peg.487	ATHE_RS00500	Athe_0102
fig|31899.10.peg.488	ATHE_RS00505	Athe_0103
fig|31899.10.peg.489	-	-
fig|31899.10.peg.490	ATHE_RS00515	Athe_0105
fig|31899.10.peg.491	ATHE_RS00520	Athe_0106
fig|31899.10.peg.492	ATHE_RS00525	Athe_0107
fig|31899.10.peg.493	ATHE_RS00530	Athe_0108
fig|31899.10.peg.494	ATHE_RS00535	Athe_0109
fig|31899.10.peg.495	ATHE_RS00540	Athe_0110
fig|31899.10.peg.496	ATHE_RS00545	Athe_0111
fig|31899.10.peg.497	ATHE_RS00550	Athe_0112
fig|31899.10.peg.498	ATHE_RS00555	Athe_0113
fig|31899.10.peg.499	ATHE_RS00560	Athe_0114
fig|31899.10.peg.500	ATHE_RS00565	Athe_0115
fig|31899.10.peg.501	ATHE_RS00570	Athe_0116
fig|31899.10.peg.502	ATHE_RS00575	Athe_0117
fig|31899.10.peg.503	ATHE_RS00580	Athe_0118
fig|31899.10.peg.504	ATHE_RS00585	Athe_0119
fig|31899.10.peg.505	ATHE_RS00590	Athe_0120
fig|31899.10.peg.506	ATHE_RS00595	Athe_0121
fig|31899.10.peg.507	ATHE_RS00600	Athe_0122
fig|31899.10.peg.508	ATHE_RS00605	Athe_0123
fig|31899.10.peg.509	ATHE_RS00610	Athe_0124
fig|31899.10.peg.510	ATHE_RS00615	Athe_0125
fig|31899.10.peg.511	ATHE_RS00620	Athe_0126
fig|31899.10.peg.512	ATHE_RS00625	Athe_0127
fig|31899.10.peg.513	-	-
fig|31899.10.crispr_array.7	-	-
fig|31899.10.crispr_repeat.151	-	-
fig|31899.10.crispr_spacer.145	-	-
fig|31899.10.crispr_repeat.152	-	-
fig|31899.10.crispr_spacer.146	-	-
fig|31899.10.crispr_repeat.153	-	-
fig|31899.10.crispr_spacer.147	-	-
fig|31899.10.crispr_repeat.154	-	-
fig|31899.10.crispr_spacer.148	-	-
fig|31899.10.crispr_repeat.155	-	-
fig|31899.10.crispr_spacer.149	-	-
fig|31899.10.crispr_repeat.156	-	-
fig|31899.10.crispr_spacer.150	-	-
fig|31899.10.crispr_repeat.157	-	-
fig|31899.10.crispr_spacer.151	-	-
fig|31899.10.crispr_repeat.158	-	-
fig|31899.10.crispr_spacer.152	-	-
fig|31899.10.crispr_repeat.159	-	-
fig|31899.10.crispr_spacer.153	-	-
fig|31899.10.crispr_repeat.160	-	-
fig|31899.10.crispr_spacer.154	-	-
fig|31899.10.crispr_repeat.161	-	-
fig|31899.10.crispr_spacer.155	-	-
fig|31899.10.crispr_repeat.162	-	-
fig|31899.10.crispr_spacer.156	-	-
fig|31899.10.crispr_repeat.163	-	-
fig|31899.10.crispr_spacer.157	-	-
fig|31899.10.crispr_repeat.164	-	-
fig|31899.10.crispr_spacer.158	-	-
fig|31899.10.peg.514	-	-
fig|31899.10.crispr_repeat.165	-	-
fig|31899.10.crispr_spacer.159	-	-
fig|31899.10.crispr_repeat.166	-	-
fig|31899.10.crispr_spacer.160	-	-
fig|31899.10.crispr_repeat.167	-	-
fig|31899.10.crispr_spacer.161	-	-
fig|31899.10.crispr_repeat.168	-	-
fig|31899.10.crispr_spacer.162	-	-
fig|31899.10.crispr_repeat.169	-	-
fig|31899.10.crispr_spacer.163	-	-
fig|31899.10.crispr_repeat.170	-	-
fig|31899.10.crispr_spacer.164	-	-
fig|31899.10.crispr_repeat.171	-	-
fig|31899.10.crispr_spacer.165	-	-
fig|31899.10.crispr_repeat.172	-	-
fig|31899.10.crispr_spacer.166	-	-
fig|31899.10.crispr_repeat.173	-	-
fig|31899.10.crispr_spacer.167	-	-
fig|31899.10.crispr_repeat.174	-	-
fig|31899.10.crispr_spacer.168	-	-
fig|31899.10.crispr_repeat.175	-	-
fig|31899.10.crispr_spacer.169	-	-
fig|31899.10.crispr_repeat.176	-	-
fig|31899.10.crispr_spacer.170	-	-
fig|31899.10.crispr_repeat.177	-	-
fig|31899.10.crispr_spacer.171	-	-
fig|31899.10.crispr_repeat.178	-	-
fig|31899.10.crispr_spacer.172	-	-
fig|31899.10.crispr_repeat.179	-	-
fig|31899.10.crispr_spacer.173	-	-
fig|31899.10.crispr_repeat.180	-	-
fig|31899.10.crispr_spacer.174	-	-
fig|31899.10.crispr_repeat.181	-	-
fig|31899.10.crispr_spacer.175	-	-
fig|31899.10.crispr_repeat.182	-	-
fig|31899.10.crispr_spacer.176	-	-
fig|31899.10.crispr_repeat.183	-	-
fig|31899.10.crispr_spacer.177	-	-
fig|31899.10.crispr_repeat.184	-	-
fig|31899.10.crispr_spacer.178	-	-
fig|31899.10.crispr_repeat.185	-	-
fig|31899.10.crispr_spacer.179	-	-
fig|31899.10.crispr_repeat.186	-	-
fig|31899.10.crispr_spacer.180	-	-
fig|31899.10.crispr_repeat.187	-	-
fig|31899.10.crispr_spacer.181	-	-
fig|31899.10.crispr_repeat.188	-	-
fig|31899.10.crispr_spacer.182	-	-
fig|31899.10.crispr_repeat.189	-	-
fig|31899.10.crispr_spacer.183	-	-
fig|31899.10.crispr_repeat.190	-	-
fig|31899.10.crispr_spacer.184	-	-
fig|31899.10.crispr_repeat.191	-	-
fig|31899.10.crispr_spacer.185	-	-
fig|31899.10.crispr_repeat.192	-	-
fig|31899.10.crispr_spacer.186	-	-
fig|31899.10.crispr_repeat.193	-	-
fig|31899.10.crispr_spacer.187	-	-
fig|31899.10.crispr_repeat.194	-	-
fig|31899.10.peg.515	-	-
fig|31899.10.crispr_spacer.188	-	-
fig|31899.10.crispr_repeat.195	-	-
fig|31899.10.crispr_spacer.189	-	-
fig|31899.10.crispr_repeat.196	-	-
fig|31899.10.crispr_spacer.190	-	-
fig|31899.10.crispr_repeat.197	-	-
fig|31899.10.crispr_spacer.191	-	-
fig|31899.10.crispr_repeat.198	-	-
fig|31899.10.crispr_spacer.192	-	-
fig|31899.10.crispr_repeat.199	-	-
fig|31899.10.crispr_spacer.193	-	-
fig|31899.10.crispr_repeat.200	-	-
fig|31899.10.crispr_spacer.194	-	-
fig|31899.10.crispr_repeat.201	-	-
fig|31899.10.crispr_spacer.195	-	-
fig|31899.10.crispr_repeat.202	-	-
fig|31899.10.crispr_spacer.196	-	-
fig|31899.10.crispr_repeat.203	-	-
fig|31899.10.crispr_spacer.197	-	-
fig|31899.10.crispr_repeat.204	-	-
fig|31899.10.crispr_spacer.198	-	-
fig|31899.10.crispr_repeat.205	-	-
fig|31899.10.crispr_spacer.199	-	-
fig|31899.10.crispr_repeat.206	-	-
fig|31899.10.crispr_spacer.200	-	-
fig|31899.10.crispr_repeat.207	-	-
fig|31899.10.crispr_spacer.201	-	-
fig|31899.10.crispr_repeat.208	-	-
fig|31899.10.crispr_spacer.202	-	-
fig|31899.10.crispr_repeat.209	-	-
fig|31899.10.crispr_spacer.203	-	-
fig|31899.10.crispr_repeat.210	-	-
fig|31899.10.crispr_spacer.204	-	-
fig|31899.10.crispr_repeat.211	-	-
fig|31899.10.crispr_spacer.205	-	-
fig|31899.10.peg.516	-	-
fig|31899.10.crispr_repeat.212	-	-
fig|31899.10.crispr_spacer.206	-	-
fig|31899.10.crispr_repeat.213	-	-
fig|31899.10.crispr_spacer.207	-	-
fig|31899.10.crispr_repeat.214	-	-
fig|31899.10.crispr_spacer.208	-	-
fig|31899.10.peg.517	-	-
fig|31899.10.crispr_repeat.215	-	-
fig|31899.10.crispr_spacer.209	-	-
fig|31899.10.crispr_repeat.216	-	-
fig|31899.10.crispr_spacer.210	-	-
fig|31899.10.crispr_repeat.217	-	-
fig|31899.10.crispr_spacer.211	-	-
fig|31899.10.crispr_repeat.218	-	-
fig|31899.10.crispr_spacer.212	-	-
fig|31899.10.crispr_repeat.219	-	-
fig|31899.10.crispr_spacer.213	-	-
fig|31899.10.crispr_repeat.220	-	-
fig|31899.10.crispr_spacer.214	-	-
fig|31899.10.crispr_repeat.221	-	-
fig|31899.10.crispr_spacer.215	-	-
fig|31899.10.crispr_repeat.222	-	-
fig|31899.10.crispr_spacer.216	-	-
fig|31899.10.crispr_repeat.223	-	-
fig|31899.10.crispr_spacer.217	-	-
fig|31899.10.crispr_repeat.224	-	-
fig|31899.10.crispr_spacer.218	-	-
fig|31899.10.crispr_repeat.225	-	-
fig|31899.10.crispr_spacer.219	-	-
fig|31899.10.crispr_repeat.226	-	-
fig|31899.10.crispr_spacer.220	-	-
fig|31899.10.crispr_repeat.227	-	-
fig|31899.10.crispr_spacer.221	-	-
fig|31899.10.crispr_repeat.228	-	-
fig|31899.10.crispr_spacer.222	-	-
fig|31899.10.crispr_repeat.229	-	-
fig|31899.10.crispr_spacer.223	-	-
fig|31899.10.crispr_repeat.230	-	-
fig|31899.10.crispr_spacer.224	-	-
fig|31899.10.crispr_repeat.231	-	-
fig|31899.10.crispr_spacer.225	-	-
fig|31899.10.crispr_repeat.232	-	-
fig|31899.10.crispr_spacer.226	-	-
fig|31899.10.peg.518	-	-
fig|31899.10.crispr_repeat.233	-	-
fig|31899.10.crispr_spacer.227	-	-
fig|31899.10.crispr_repeat.234	-	-
fig|31899.10.crispr_spacer.228	-	-
fig|31899.10.crispr_repeat.235	-	-
fig|31899.10.crispr_spacer.229	-	-
fig|31899.10.crispr_repeat.236	-	-
fig|31899.10.crispr_spacer.230	-	-
fig|31899.10.crispr_repeat.237	-	-
fig|31899.10.crispr_spacer.231	-	-
fig|31899.10.crispr_repeat.238	-	-
fig|31899.10.crispr_spacer.232	-	-
fig|31899.10.crispr_repeat.239	-	-
fig|31899.10.crispr_spacer.233	-	-
fig|31899.10.crispr_repeat.240	-	-
fig|31899.10.crispr_spacer.234	-	-
fig|31899.10.crispr_repeat.241	-	-
fig|31899.10.crispr_spacer.235	-	-
fig|31899.10.crispr_repeat.242	-	-
fig|31899.10.crispr_spacer.236	-	-
fig|31899.10.crispr_repeat.243	-	-
fig|31899.10.crispr_spacer.237	-	-
fig|31899.10.crispr_repeat.244	-	-
fig|31899.10.crispr_spacer.238	-	-
fig|31899.10.crispr_repeat.245	-	-
fig|31899.10.crispr_spacer.239	-	-
fig|31899.10.crispr_repeat.246	-	-
fig|31899.10.crispr_spacer.240	-	-
fig|31899.10.crispr_repeat.247	-	-
fig|31899.10.crispr_spacer.241	-	-
fig|31899.10.crispr_repeat.248	-	-
fig|31899.10.crispr_spacer.242	-	-
fig|31899.10.crispr_repeat.249	-	-
fig|31899.10.crispr_spacer.243	-	-
fig|31899.10.crispr_repeat.250	-	-
fig|31899.10.crispr_spacer.244	-	-
fig|31899.10.crispr_repeat.251	-	-
fig|31899.10.crispr_spacer.245	-	-
fig|31899.10.crispr_repeat.252	-	-
fig|31899.10.crispr_spacer.246	-	-
fig|31899.10.crispr_repeat.253	-	-
fig|31899.10.crispr_spacer.247	-	-
fig|31899.10.crispr_repeat.254	-	-
fig|31899.10.crispr_spacer.248	-	-
fig|31899.10.crispr_repeat.255	-	-
fig|31899.10.crispr_spacer.249	-	-
fig|31899.10.crispr_repeat.256	-	-
fig|31899.10.crispr_spacer.250	-	-
fig|31899.10.crispr_repeat.257	-	-
fig|31899.10.crispr_spacer.251	-	-
fig|31899.10.crispr_repeat.258	-	-
fig|31899.10.crispr_spacer.252	-	-
fig|31899.10.crispr_repeat.259	-	-
fig|31899.10.crispr_spacer.253	-	-
fig|31899.10.crispr_repeat.260	-	-
fig|31899.10.crispr_spacer.254	-	-
fig|31899.10.crispr_repeat.261	-	-
fig|31899.10.crispr_spacer.255	-	-
fig|31899.10.crispr_repeat.262	-	-
fig|31899.10.crispr_spacer.256	-	-
fig|31899.10.crispr_repeat.263	-	-
fig|31899.10.crispr_spacer.257	-	-
fig|31899.10.crispr_repeat.264	-	-
fig|31899.10.crispr_spacer.258	-	-
fig|31899.10.crispr_repeat.265	-	-
fig|31899.10.crispr_spacer.259	-	-
fig|31899.10.crispr_repeat.266	-	-
fig|31899.10.crispr_spacer.260	-	-
fig|31899.10.crispr_repeat.267	-	-
fig|31899.10.crispr_spacer.261	-	-
fig|31899.10.crispr_repeat.268	-	-
fig|31899.10.crispr_spacer.262	-	-
fig|31899.10.crispr_repeat.269	-	-
fig|31899.10.crispr_spacer.263	-	-
fig|31899.10.crispr_repeat.270	-	-
fig|31899.10.crispr_spacer.264	-	-
fig|31899.10.crispr_repeat.271	-	-
fig|31899.10.crispr_spacer.265	-	-
fig|31899.10.crispr_repeat.272	-	-
fig|31899.10.crispr_spacer.266	-	-
fig|31899.10.crispr_repeat.273	-	-
fig|31899.10.crispr_spacer.267	-	-
fig|31899.10.crispr_repeat.274	-	-
fig|31899.10.crispr_spacer.268	-	-
fig|31899.10.crispr_repeat.275	-	-
fig|31899.10.crispr_spacer.269	-	-
fig|31899.10.crispr_repeat.276	-	-
fig|31899.10.crispr_spacer.270	-	-
fig|31899.10.crispr_repeat.277	-	-
fig|31899.10.crispr_spacer.271	-	-
fig|31899.10.crispr_repeat.278	-	-
fig|31899.10.crispr_spacer.272	-	-
fig|31899.10.crispr_repeat.279	-	-
fig|31899.10.crispr_spacer.273	-	-
fig|31899.10.crispr_repeat.280	-	-
fig|31899.10.crispr_spacer.274	-	-
fig|31899.10.crispr_repeat.281	-	-
fig|31899.10.crispr_spacer.275	-	-
fig|31899.10.crispr_repeat.282	-	-
fig|31899.10.crispr_spacer.276	-	-
fig|31899.10.crispr_repeat.283	-	-
fig|31899.10.crispr_spacer.277	-	-
fig|31899.10.crispr_repeat.284	-	-
fig|31899.10.repeat.65	-	-
fig|31899.10.peg.519	-	-
fig|31899.10.peg.520	-	-
fig|31899.10.peg.521	-	-
fig|31899.10.peg.522	ATHE_RS11550	Athe_2293
fig|31899.10.peg.523	ATHE_RS00645	Athe_0131
fig|31899.10.crispr_array.8	-	-
fig|31899.10.crispr_repeat.285	-	-
fig|31899.10.crispr_spacer.278	-	-
fig|31899.10.crispr_repeat.286	-	-
fig|31899.10.crispr_spacer.279	-	-
fig|31899.10.crispr_repeat.287	-	-
fig|31899.10.crispr_spacer.280	-	-
fig|31899.10.crispr_repeat.288	-	-
fig|31899.10.crispr_spacer.281	-	-
fig|31899.10.crispr_repeat.289	-	-
fig|31899.10.crispr_spacer.282	-	-
fig|31899.10.crispr_repeat.290	-	-
fig|31899.10.crispr_spacer.283	-	-
fig|31899.10.crispr_repeat.291	-	-
fig|31899.10.crispr_spacer.284	-	-
fig|31899.10.crispr_repeat.292	-	-
fig|31899.10.crispr_spacer.285	-	-
fig|31899.10.crispr_repeat.293	-	-
fig|31899.10.crispr_spacer.286	-	-
fig|31899.10.crispr_repeat.294	-	-
fig|31899.10.crispr_spacer.287	-	-
fig|31899.10.crispr_repeat.295	-	-
fig|31899.10.crispr_spacer.288	-	-
fig|31899.10.crispr_repeat.296	-	-
fig|31899.10.crispr_spacer.289	-	-
fig|31899.10.crispr_repeat.297	-	-
fig|31899.10.crispr_spacer.290	-	-
fig|31899.10.crispr_repeat.298	-	-
fig|31899.10.crispr_spacer.291	-	-
fig|31899.10.crispr_repeat.299	-	-
fig|31899.10.crispr_spacer.292	-	-
fig|31899.10.crispr_repeat.300	-	-
fig|31899.10.crispr_spacer.293	-	-
fig|31899.10.crispr_repeat.301	-	-
fig|31899.10.crispr_spacer.294	-	-
fig|31899.10.crispr_repeat.302	-	-
fig|31899.10.peg.524	-	-
fig|31899.10.crispr_spacer.295	-	-
fig|31899.10.crispr_repeat.303	-	-
fig|31899.10.crispr_spacer.296	-	-
fig|31899.10.crispr_repeat.304	-	-
fig|31899.10.repeat.66	-	-
fig|31899.10.peg.525	-	-
fig|31899.10.repeat.67	-	-
fig|31899.10.peg.526	-	-
fig|31899.10.peg.527	-	-
fig|31899.10.peg.528	-	-
fig|31899.10.repeat.68	-	-
fig|31899.10.peg.529	-	-
fig|31899.10.peg.530	-	-
fig|31899.10.peg.531	ATHE_RS00665	Athe_0135
fig|31899.10.peg.532	ATHE_RS00670	Athe_0136
fig|31899.10.peg.533	-	-
fig|31899.10.peg.534	ATHE_RS00680	Athe_0138
fig|31899.10.peg.535	ATHE_RS00685	Athe_0139
fig|31899.10.peg.536	-	-
fig|31899.10.peg.537	ATHE_RS00695	Athe_0142
fig|31899.10.peg.538	ATHE_RS00700	Athe_0143
fig|31899.10.peg.539	-	-
fig|31899.10.peg.540	-	-
fig|31899.10.peg.541	ATHE_RS00710	Athe_0146
fig|31899.10.peg.542	ATHE_RS00715	Athe_0147
fig|31899.10.peg.543	ATHE_RS00720	Athe_0148
fig|31899.10.peg.544	ATHE_RS00725	Athe_0149
fig|31899.10.peg.545	ATHE_RS00730	Athe_0150
fig|31899.10.peg.546	-	-
fig|31899.10.peg.547	ATHE_RS00740	Athe_0152
fig|31899.10.peg.548	ATHE_RS00745	Athe_0153
fig|31899.10.peg.549	ATHE_RS00750	Athe_0154
fig|31899.10.peg.550	ATHE_RS00755	Athe_0155
fig|31899.10.peg.551	ATHE_RS00760	Athe_0156
fig|31899.10.peg.552	ATHE_RS00765	Athe_0157
fig|31899.10.peg.553	ATHE_RS00770	Athe_0158
fig|31899.10.peg.554	ATHE_RS00775	Athe_0159
fig|31899.10.peg.555	ATHE_RS00780	NA
fig|31899.10.peg.556	-	-
fig|31899.10.peg.557	ATHE_RS00790	Athe_0161
fig|31899.10.peg.558	ATHE_RS00795	Athe_0162
fig|31899.10.peg.559	ATHE_RS00800	Athe_0163
fig|31899.10.peg.560	-	-
fig|31899.10.peg.561	ATHE_RS00810	Athe_0165
fig|31899.10.peg.562	ATHE_RS00815	Athe_0166
fig|31899.10.peg.563	ATHE_RS00820	Athe_0167
fig|31899.10.peg.564	ATHE_RS00825	Athe_0168
fig|31899.10.peg.565	ATHE_RS00830	Athe_0169
fig|31899.10.peg.566	ATHE_RS00835	Athe_0170
fig|31899.10.peg.567	-	-
fig|31899.10.peg.568	ATHE_RS00840	Athe_0171
fig|31899.10.peg.569	ATHE_RS00845	Athe_0172
fig|31899.10.peg.570	ATHE_RS00850	Athe_0173
fig|31899.10.peg.571	ATHE_RS00855	Athe_0174
fig|31899.10.peg.572	ATHE_RS00860	Athe_0175
fig|31899.10.peg.573	ATHE_RS00865	Athe_0176
fig|31899.10.peg.574	ATHE_RS00870	Athe_0177
fig|31899.10.peg.575	ATHE_RS00875	Athe_0178
fig|31899.10.peg.576	ATHE_RS00880	Athe_0179
fig|31899.10.peg.577	ATHE_RS00885	Athe_0180
fig|31899.10.peg.578	ATHE_RS00890	Athe_0181
fig|31899.10.peg.579	-	-
fig|31899.10.peg.580	ATHE_RS00900	Athe_0183
fig|31899.10.peg.581	ATHE_RS00905	Athe_0184
fig|31899.10.peg.582	ATHE_RS00910	Athe_0185
fig|31899.10.peg.583	ATHE_RS00915	Athe_0186
fig|31899.10.peg.584	-	-
fig|31899.10.peg.585	ATHE_RS13960	Athe_2764
fig|31899.10.repeat.69	-	-
fig|31899.10.peg.586	-	-
fig|31899.10.peg.587	ATHE_RS00930	Athe_0190
fig|31899.10.peg.588	ATHE_RS00935	Athe_0191
fig|31899.10.peg.589	ATHE_RS00940	Athe_0192
fig|31899.10.peg.590	ATHE_RS00945	Athe_0193
fig|31899.10.peg.591	ATHE_RS00950	Athe_0194
fig|31899.10.peg.592	ATHE_RS00955	Athe_0195
fig|31899.10.peg.593	ATHE_RS00960	Athe_0196
fig|31899.10.peg.594	ATHE_RS00965	Athe_0197
fig|31899.10.peg.595	ATHE_RS00970	Athe_0198
fig|31899.10.peg.596	ATHE_RS00975	Athe_0199
