-	-	-	2002|Calkr_1849	-	-	-
-	-	-	2128	-	-	-	-	-	-	-	-
-	-	-	2129	-	-	-	-	-	-	-	-
-	-	-	2130	-	-	-	-	-	-	-	-
-	-	-	2131	-	-	-	-	-	-	-	-
-	-	-	2132	-	-	-	-	-	-	-	-
-	-	-	820|CallaDRAFT_0785	-
-	-	-	2146	-	-	-	-	-	-	-	-
-	-	-	2147	-	-	-	-	-	-	-	-
1692|Calow_1595
-	-	-	2726|CallaDRAFT_2636	-
-	-	-	2213	-	-	-	-	-	-	-	-
-	-	-	2215	-	-	-	-	-	-	-	-
-	-	-	2216	-	-	-	-	-	-	-	-
-	-	-	2217	-	-	-	-	-	-	-	-
-	-	-	2218	-	-	-	-	-	-	-	-
-	-	-	2219	-	-	-	-	-	-	-	-
-	-	-	2220	-	-	-	-	-	-	-	-
-	-	-	2221	-	-	-	-	-	-	-	-
-	-	-	176
-	-	-	2228	-	-	-	-	-	-	-	-
-	-	-	2229	-	-	-	-	-	-	-	-
-	-	-	2230	-	-	-	-	-	-	-	-
-	-	-	2241	-	-	-	-	-	-	-	-
-	-	-	226	-	-	-	-	-	-	-	-
-	-	-	2266	-	-	-	-	-	-	-	-
-	-	-	2268	-	-	-	-	-	-	-	-
-	-	-	2269	-	-	-	-	-	-	-	-
2401|Calow_2237
-	-	-	2234|Calkr_2063	-	-	-
-	-	-	2272	-	-	-	-	-	-	-	-
-	-	-	2274	-	-	-	-	-	-	-	-
-	-	-	2275	-	-	-	-	-	-	-	-
-	-	-	2238|Calkr_2068	-	-	-
-	-	-	2279	-	-	-	-	-	-	-	-
-	-	-	2281	-	-	-	-	-	-	-	-
-	-	-	2282	-	-	-	-	-	-	-	-
-	-	-	2246|Calkr_2075	-	-	-
-	-	-	2286	-	-	-	-	-	-	-	-
-	-	-	2287	-	-	-	-	-	-	-	-
-	-	-	2288	-	-	-	-	-	-	-	-
-	-	-	2289	-	-	-	-	-	-	-	-
-	-	-	2290	-	-	-	-	-	-	-	-
-	-	-	2292	-	-	-	-	-	-	-	-
-	-	-	2293	-	-	-	-	-	-	-	-
-	-	-	2295	-	-	-	-	-	-	-	-
2317|Calow_2160
-	-	-	2837|Csac_2627	-	-	-	-	-	-
-	-	-	2305	-	-	-	-	-	-	-	-
-	-	-	716|Calkro_0672	-	-
-	-	-	2311	-	-	-	-	-	-	-	-
-	-	-	713|Calkro_0669	-	-
-	-	-	2321	-	-	-	-	-	-	-	-
-	-	-	2323	-	-	-	-	-	-	-	-
2328|CallaDRAFT_2237	-
-	-	-	347|Calow_0310
-	-	-	2330	-	-	-	-	-	-	-	-
-	-	-	2331	-	-	-	-	-	-	-	-
-	-	-	391|Calhy_0358	-	-	-	-
-	-	-	2334	-	-	-	-	-	-	-	-
-	-	-	2335	-	-	-	-	-	-	-	-
-	-	-	3082|SAMN05216182_2810	-	-	-	-	-	-	-
-	-	-	2339	-	-	-	-	-	-	-	-
-	-	2325|Calkr_2149	-	-	-
-	-	-	2344	-	-	-	-	-	-	-	-
-	-	-	2345	-	-	-	-	-	-	-	-
-	-	2346	-	-	-	-	-	-	-	-
-	-	-	2347	-	-	-	-	-	-	-	-
-	-	-	2348	-	-	-	-	-	-	-	-
-	-	-	2350	-	-	-	-	-	-	-	-
-	-	-	2351	-	-	-	-	-	-	-	-
-	-	-	2353	-	-	-	-	-	-	-	-
-	-	-	2354	-	-	-	-	-	-	-	-
-	-	-	2355	-	-	-	-	-	-	-	-
-	-	-	2356	-	-	-	-	-	-	-	-
-	-	-	2357	-	-	-	-	-	-	-	-
-	-	-	2359	-	-	-	-	-	-	-	-
-	-	-	2369	-	-	-	-	-	-	-	-
-	-	-	2351|Calkr_2173	-	-	-
-	-	-	2375	-	-	-	-	-	-	-	-
-	-	-	2353|Calkr_2175	-	-	-
-	-	-	2354|Calkr_2176	-	-	-
-	-	-	2381	-	-	-	-	-	-	-	-
2317|CallaDRAFT_2230	-
-	-	-	2388	-	-	-	-	-	-	-	-
-	-	-	2742|Calhy_2609	-	-	-	-
2308|CallaDRAFT_2223	-
-	-	-	2394	-	-	-	-	-	-	-	-
-	-	-	2399	-	-	-	-	-	-	-	-
-	-	-	2400	-	-	-	-	-	-	-	-
-	-	-	2404	-	-	-	-	-	-	-	-
-	-	-	2405	-	-	-	-	-	-	-	-
-	-	-	2406	-	-	-	-	-	-	-	-
-	268	-	-	-	-
-	-	-	2408	-	-	-	-	-	-	-	-
-	-	1682|COB47_1568	-	-	-	-	-
-	-	-	2412	-	-	-	-	-	-	-	-
-	-	-	2413	-	-	-	-	-	-	-	-
-	-	-	2414	-	-	-	-	-	-	-	-
-	-	-	2415	-	-	-	-	-	-	-	-
-	-	-	1944|CallaDRAFT_1873	-
-	-	-	2417	-	-	-	-	-	-	-	-
-	-	-	2419	-	-	-	-	-	-	-	-
-	-	-	242	-	-	-	-	-	-	-	-
-	-	-	2420	-	-	-	-	-	-	-	-
-	-	-	1821|Calow_1715
-	-	-	2423	-	-	-	-	-	-	-	-
-	-	-	2424	-	-	-	-	-	-	-	-
-	-	-	2425	-	-	-	-	-	-	-	-
-	-	-	2426	-	-	-	-	-	-	-	-
-	-	-	2427	-	-	-	-	-	-	-	-
-	-	-	2428	-	-	-	-	-	-	-	-
-	-	-	243	-	-	-	-	-	-	-	-
-	-	-	244	-	-	-	-	-	-	-	-
-	-	-	245	-	-	-	-	-	-	-	-
-	-	-	2466	-	-	-	-	-	-	-	-
-	-	-	2467	-	-	-	-	-	-	-	-
-	735|Calhy_0677	-	-	-	-
-	-	-	2473	-	-	-	-	-	-	-	-
-	-	-	2474	-	-	-	-	-	-	-	-
1872|Calow_1759
-	-	-	2485	-	-	-	-	-	-	-	-
-	-	-	2486	-	-	-	-	-	-	-	-
-	-	-	2487	-	-	-	-	-	-	-	-
-	-	-	2488	-	-	-	-	-	-	-	-
-	-	-	2489	-	-	-	-	-	-	-	-
-	-	-	1065	-	-	-	-	-
-	-	-	2491	-	-	-	-	-	-	-	-
-	-	-	2492	-	-	-	-	-	-	-	-
2250|Calow_2103
-	-	-	2505	-	-	-	-	-	-	-	-
-	-	-	2506	-	-	-	-	-	-	-	-
-	-	-	2538	-	-	-	-	-	-	-	-
1948|Calow_1830
1952|Calow_1834
2431|Calow_2266
1959|Calow_1840
1966|Calow_1847
-	-	-	2588	-	-	-	-	-	-	-	-
-	-	-	259	-	-	-	-	-	-	-	-
-	-	546|CallaDRAFT_0522	-
-	-	-	2605	-	-	-	-	-	-	-	-
-	-	-	2609	-	-	-	-	-	-	-	-
-	-	-	2610	-	-	-	-	-	-	-	-
-	-	-	2619	-	-	-	-	-	-	-	-
-	-	-	2633	-	-	-	-	-	-	-	-
-	-	-	2640	-	-	-	-	-	-	-	-
-	-	-	2642	-	-	-	-	-	-	-	-
-	228|Calhy_0204	-	-	-	-
-	-	-	2534	-	-
-	-	-	2648	-	-	-	-	-	-	-	-
-	-	-	2649	-	-	-	-	-	-	-	-
-	-	-	2656	-	-	-	-	-	-	-	-
-	-	-	2664	-	-	-	-	-	-	-	-
-	-	-	3076|SAMN05216182_2805	-	-	-	-	-	-	-
-	-	-	2667	-	-	-	-	-	-	-	-
7|Calow_0007
-	-	-	2671	-	-	-	-	-	-	-	-
-	-	-	2681	-	-	-	-	-	-	-	-
-	-	-	2683	-	-	-	-	-	-	-	-
-	-	-	2684	-	-	-	-	-	-	-	-
-	-	-	2685	-	-	-	-	-	-	-	-
-	-	-	2686	-	-	-	-	-	-	-	-
2383|Calow_2220
-	-	-	2691	-	-	-	-	-	-	-	-
-	-	-	2692	-	-	-	-	-	-	-	-
-	-	-	2693	-	-	-	-	-	-	-	-
-	-	-	2694	-	-	-	-	-	-	-	-
-	-	-	2695	-	-	-	-	-	-	-	-
-	-	-	2696	-	-	-	-	-	-	-	-
-	-	-	270	-	-	-	-	-	-	-	-
-	-	2097|Calow_1966
-	-	-	271	-	-	-	-	-	-	-	-
-	-	-	2722	-	-	-	-	-	-	-	-
-	-	-	2729	-	-	-	-	-	-	-	-
-	-	-	2730	-	-	-	-	-	-	-	-
-	-	-	274	-	-	-	-	-	-	-	-
-	-	-	2744	-	-	-	-	-	-	-	-
-	-	-	2749	-	-	-	-	-	-	-	-
-	-	-	275	-	-	-	-	-	-	-	-
-	2752	-	-	-	-	-	-	-	-
2197|Calow_2053
-	-	-	276	-	-	-	-	-	-	-	-
-	-	-	2761	-	-	-	-	-	-	-	-
2209|Calow_2063
-	-	-	277	-	-	-	-	-	-	-	-
-	-	-	2776	-	-	-	-	-	-	-	-
-	-	-	2779	-	-	-	-	-	-	-	-
-	-	-	2780	-	-	-	-	-	-	-	-
-	-	-	2781	-	-	-	-	-	-	-	-
-	-	-	2783	-	-	-	-	-	-	-	-
-	-	-	279	-	-	-	-	-	-	-	-
-	-	-	2799	-	-	-	-	-	-	-	-
-	-	-	280	-	-	-	-	-	-	-	-
919	-
-	-	-	2805	-	-	-	-	-	-	-	-
-	2254|Calow_2106
-	-	-	282	-	-	-	-	-	-	-	-
2274|Calow_2122
-	-	-	2826	-	-	-	-	-	-	-	-
2283
2385|Calow_2222
-	-	-	2340	-	-	-	-	-
-	-	-	285	-	-	-	-	-	-	-	-
-	-	-	2855	-	-	-	-	-	-	-	-
-	-	-	2856	-	-	-	-	-	-	-	-
-	-	-	2857	-	-	-	-	-	-	-	-
-	-	-	2858	-	-	-	-	-	-	-	-
-	-	-	2859	-	-	-	-	-	-	-	-
-	-	-	286	-	-	-	-	-	-	-	-
-	-	-	2860	-	-	-	-	-	-	-	-
-	-	-	287	-	-	-	-	-	-	-	-
-	-	-	288	-	-	-	-	-	-	-	-
-	-	-	290	-	-	-	-	-	-	-	-
-	-	-	292	-	-	-	-	-	-	-	-
-	-	-	294	-	-	-	-	-	-	-	-
-	-	-	295	-	-	-	-	-	-	-	-
-	-	-	296	-	-	-	-	-	-	-	-
-	-	-	3	-	-	-	-	-	-	-	-
-	-	-	308	-	-	-	-	-	-	-	-
-	-	1608|CallaDRAFT_1543	-
-	-	-	31	-	-	-	-	-	-	-	-
-	-	-	310	-	-	-	-	-	-	-	-
-	26|Calow_0025
-	42|Calhy_0038	-	-	-	-
-	-	-	322	-	-	-	-	-	-	-	-
-	-	-	323	-	-	-	-	-	-	-	-
-	-	-	325	-	-	-	-	-	-	-	-
288|Calkro_0270	-	-
-	-	-	341	-	-	-	-	-	-	-	-
-	-	-	342	-	-	-	-	-	-	-	-
-	-	-	344	-	-	-	-	-	-	-	-
-	-	-	345	-	-	-	-	-	-	-	-
539|CallaDRAFT_0516	-
-	-	-	373	-	-	-	-	-	-	-	-
-	-	-	374	-	-	-	-	-	-	-	-
-	-	-	377	-	-	-	-	-	-	-	-
-	-	-	378	-	-	-	-	-	-	-	-
-	-	-	379	-	-	-	-	-	-	-	-
-	-	-	380	-	-	-	-	-	-	-	-
-	-	-	381	-	-	-	-	-	-	-	-
-	-	-	382	-	-	-	-	-	-	-	-
74|Calow_0066
-	-	-	384	-	-	-	-	-	-	-	-
2635|Calkr_2421	-	-	-
82|Calow_0074
-	-	-	391	-	-	-	-	-	-	-	-
-	-	-	392	-	-	-	-	-	-	-	-
-	-	-	393	-	-	-	-	-	-	-	-
-	-	-	560|Csac_0487	-	-	-	-	-	-
-	-	-	562|Csac_0489	-	-	-	-	-	-
-	-	-	4	-	-	-	-	-	-	-	-
-	-	-	400	-	-	-	-	-	-	-	-
-	-	-	402	-	-	-	-	-	-	-	-
-	-	-	404	-	-	-	-	-	-	-	-
-	-	-	555|SAMN05216182_0414	-	-	-	-	-	-	-
-	-	-	408	-	-	-	-	-	-	-	-
-	-	-	409	-	-	-	-	-	-	-	-
-	-	-	410	-	-	-	-	-	-	-	-
-	-	-	411	-	-	-	-	-	-	-	-
93|Calow_0082
-	-	-	101|Calow_0089
-	-	-	426	-	-	-	-	-	-	-	-
-	-	-	427	-	-	-	-	-	-	-	-
149|Calow_0135
-	-	-	2585|Calhy_2467	-	-	-	-
2542|Calkro_2413	-	-
-	-	-	438	-	-	-	-	-	-	-	-
-	-	-	44	-	-	-	-	-	-	-	-
-	-	-	465	-	-	-	-	-	-	-	-
-	-	-	466	-	-	-	-	-	-	-	-
-	-	-	491	-	-	-	-	-	-	-	-
-	-	-	5	-	-	-	-	-	-	-	-
-	172|Csac_0143	-	-	-	-	-	-
-	-	-	196	-	-	-	-
-	-	-	51	-	-	-	-	-	-	-	-
-	-	-	34|Calkr_0015	-	-	-
-	-	-	517	-	-	-	-	-	-	-	-
-	-	-	52	-	-	-	-	-	-	-	-
-	-	-	522	-	-	-	-	-	-	-	-
-	-	-	524	-	-	-	-	-	-	-	-
-	-	-	53	-	-	-	-	-	-	-	-
-	2446|Calkro_2325	-	-
-	-	792|Calhy_0730	-	-	-	-
-	-	-	543	-	-	-	-	-	-	-	-
-	-	-	58	-	-	-	-	-	-	-	-
-	-	-	580	-	-	-	-	-	-	-	-
-	-	-	581	-	-	-	-	-	-	-	-
-	-	-	584	-	-	-	-	-	-	-	-
-	595	-	-	-	-	-	-	-	-
-	-	-	598	-	-	-	-	-	-	-	-
-	-	-	599	-	-	-	-	-	-	-	-
-	-	-	60	-	-	-	-	-	-	-	-
-	600	-	-	-	-	-	-	-	-
2375|Calhy_2267	-	-	-	-
2374|Calhy_2266	-	-	-	-
-	604	-	-	-	-	-	-	-	-
-	-	-	61	-	-	-	-	-	-	-	-
-	-	-	615	-	-	-	-	-	-	-	-
-	-	-	629	-	-	-	-	-	-	-	-
-	-	-	63	-	-	-	-	-	-	-	-
-	-	-	631	-	-	-	-	-	-	-	-
-	-	-	632	-	-	-	-	-	-	-	-
-	-	-	633	-	-	-	-	-	-	-	-
-	-	-	64	-	-	-	-	-	-	-	-
-	-	-	649	-	-	-	-	-	-	-	-
-	-	-	668	-	-	-	-	-	-	-	-
1334|CallaDRAFT_1274	-
-	-	-	673	-	-	-	-	-	-	-	-
-	-	-	674	-	-	-	-	-	-	-	-
-	-	-	675	-	-	-	-	-	-	-	-
-	-	-	1379|CallaDRAFT_1318	-
2294|Calhy_2190	-	-	-	-
2293|Calhy_2189	-	-	-	-
2292|Calhy_2188	-	-	-	-
2291|Calhy_2187	-	-	-	-
2290|Calhy_2186	-	-	-	-
686	-	-	-	-	-	-	-	-
-	-	-	691	-	-	-	-	-	-	-	-
-	-	-	694	-	-	-	-	-	-	-	-
-	-	-	695	-	-	-	-	-	-	-	-
-	-	-	696	-	-	-	-	-	-	-	-
-	-	-	699	-	-	-	-	-	-	-	-
-	-	-	700	-	-	-	-	-	-	-	-
-	-	-	701	-	-	-	-	-	-	-	-
-	-	-	705	-	-	-	-	-	-	-	-
-	-	-	707	-	-	-	-	-	-	-	-
-	-	-	710	-	-	-	-	-	-	-	-
-	-	-	714	-	-	-	-	-	-	-	-
-	-	-	718	-	-	-	-	-	-	-	-
2509|CallaDRAFT_2413	-
-	-	497	-	-	-	-	-
2329|Calow_2172
-	-	-	734	-	-	-	-	-	-	-	-
-	-	-	750	-	-	-	-	-	-	-	-
-	-	-	753	-	-	-	-	-	-	-	-
-	-	-	774	-	-	-	-	-	-	-	-
-	-	-	775	-	-	-	-	-	-	-	-
-	-	-	80	-	-	-	-	-	-	-	-
2053|Calow_1930
-	2197|Calkr_2030	-	-	-
-	1399|Calkro_1321	-	-
-	-	-	837	-	-	-	-	-	-	-	-
-	603|Csac_0524	-	-	-	-	-	-
-	-	-	842	-	-	-	-	-	-	-	-
-	-	-	843	-	-	-	-	-	-	-	-
-	-	-	853	-	-	-	-	-	-	-	-
-	-	-	859	-	-	-	-	-	-	-	-
-	-	-	86	-	-	-	-	-	-	-	-
-	-	-	885	-	-	-	-	-	-	-	-
-	-	-	892	-	-	-	-	-	-	-	-
893	-	-	-	-	-	-	-	-
-	-	-	9	-	-	-	-	-	-	-	-
-	-	-	933	-	-	-	-	-	-	-	-
-	-	-	940	-	-	-	-	-	-	-	-
-	696	-	-	-	-	-
-	697	-	-	-	-	-
-	-	-	952	-	-	-	-	-	-	-	-
-	-	-	953	-	-	-	-	-	-	-	-
-	-	-	2649|Calhy_2520	-	-	-	-
-	-	-	98	-	-	-	-	-	-	-	-
-	-	-	646|Calow_0586
-	-	-	987	-	-	-	-	-	-	-	-
-	-	-	988	-	-	-	-	-	-	-	-
-	-	-	989	-	-	-	-	-	-	-	-
-	-	-	99	-	-	-	-	-	-	-	-
-	-	-	990	-	-	-	-	-	-	-	-
-	-	-	991	-	-	-	-	-	-	-	-
-	-	-	992	-	-	-	-	-	-	-	-
-	-	-	993	-	-	-	-	-	-	-	-
-	-	-	994	-	-	-	-	-	-	-	-
-	760
-	-	2405
485|Calow_0434
491|Calow_0440
-	-	-	-	101	-	-	-	-	-	-	-
493|Calow_0442
494|Calow_0443
496|Calow_0445
500|Calow_0449
-	-	-	-	102	-	-	-	-	-	-	-
504|Calow_0453
506|Calow_0454
-	-	-	-	103	-	-	-	-	-	-	-
516|Calow_0464
519|Calow_0467
-	-	-	-	1041	-	-	-	-	-	-	-
-	-	-	-	1042|SAMN05216182_0872	-	-	-	-	-	-	-
-	-	-	534|Calow_0482
-	-	-	-	1044	-	-	-	-	-	-	-
-	-	-	-	1046|SAMN05216182_0875	-	-	-	-	-	-	-
-	-	-	-	1049	-	-	-	-	-	-	-
-	-	-	-	104|SAMN05216182_0033	-	-	-	-	-	-	-
-	-	-	-	105	-	-	-	-	-	-	-
-	-	-	-	1050	-	-	-	-	-	-	-
-	-	-	-	1063	-	-	-	-	-	-	-
-	-	-	-	106|SAMN05216182_0034	-	-	-	-	-	-	-
-	-	-	-	107|SAMN05216182_0035	-	-	-	-	-	-	-
569|Calow_0516
-	-	-	-	108|SAMN05216182_0036	-	-	-	-	-	-	-
-	-	-	1098	-	-	-	-	-	-	-
-	-	-	-	10|SAMN05216182_2859	-	-	-	-	-	-	-
-	-	-	-	11	-	-	-	-	-	-	-
-	-	-	-	2069	-	-
-	-	-	-	1108	-	-	-	-	-	-	-
-	-	-	-	328|Csac_0285	-	-	-	-	-	-
-	-	-	-	327	-	-	-	-	-	-
-	-	-	-	2701	-
-	-	-	-	1113	-	-	-	-	-	-	-
-	-	-	-	1117	-	-	-	-	-	-	-
-	-	-	-	1121	-	-	-	-	-	-	-
-	-	-	-	1122	-	-	-	-	-	-	-
-	-	-	-	110
-	-	-	1124|SAMN05216182_0940	-	-	-	-	-	-	-
-	2058	-	-
-	-	2057|Calkro_1952	-	-
-	-	-	-	112|SAMN05216182_0038	-	-	-	-	-	-	-
-	-	-	-	1132	-	-	-	-	-	-	-
-	-	-	-	1133	-	-	-	-	-	-	-
-	-	-	-	1134	-	-	-	-	-	-	-
2053|Calkro_1948	-	-
-	-	-	-	1137	-	-	-	-	-	-	-
-	-	-	-	324|Csac_0283	-	-	-	-	-	-
606|Calow_0549
-	-	-	-	1147	-	-	-	-	-	-	-
-	-	-	-	1148	-	-	-	-	-	-	-
613|Calow_0556
-	-	-	-	323|Csac_0282	-	-	-	-	-	-
616|Calow_0559
617|Calow_0560
619|Calow_0562
621|Calow_0564
622|Calow_0565
-	-	-	-	320|Csac_0279	-	-	-	-	-	-
624|Calow_0567
625|Calow_0568
-	-	-	-	319|Csac_0278	-	-	-	-	-	-
-	-	-	-	117	-	-	-	-	-	-	-
-	-	-	-	1172|SAMN05216182_0984	-	-	-	-	-	-	-
-	-	-	-	1173|SAMN05216182_0985	-	-	-	-	-	-	-
-	-	-	-	1174|SAMN05216182_0986	-	-	-	-	-	-	-
-	-	-	-	1175|SAMN05216182_0987	-	-	-	-	-	-	-
-	-	-	-	1176|SAMN05216182_0988	-	-	-	-	-	-	-
-	-	-	-	1177|SAMN05216182_0989	-	-	-	-	-	-	-
-	-	-	-	1179	-	-	-	-	-	-	-
-	-	-	-	118	-	-	-	-	-	-	-
-	-	-	-	1180	-	-	-	-	-	-	-
-	-	-	-	1182|SAMN05216182_0993	-	-	-	-	-	-	-
-	-	-	-	1183	-	-	-	-	-	-	-
-	-	-	-	1184|SAMN05216182_0994	-	-	-	-	-	-	-
-	-	-	-	1185|SAMN05216182_0995	-	-	-	-	-	-	-
-	278
1192|SAMN05216182_1002	-	-	-	-	-	-	-
1193|SAMN05216182_1003	-	-	-	-	-	-	-
-	-	-	-	1194|SAMN05216182_1004	-	-	-	-	-	-	-
-	-	-	-	1198|SAMN05216182_1008	-	-	-	-	-	-	-
-	-	-	-	1199	-	-	-	-	-	-	-
-	-	-	-	12	-	-	-	-	-	-	-
-	-	-	-	120	-	-	-	-	-	-	-
525|CallaDRAFT_0503	-
526|CallaDRAFT_0504	-
662|Calow_0600
-	-	-	-	1214	-	-	-	-	-	-	-
-	-	-	-	1215	-	-	-	-	-	-	-
-	-	-	-	1985	-	-
677|Calow_0615
2308|Calow_2151
686|Calow_0624
-	-	-	-	1241|SAMN05216182_1053	-	-	-	-	-	-	-
-	-	-	-	1245|SAMN05216182_1057	-	-	-	-	-	-	-
2313|Calow_2156
-	-	-	-	13	-	-	-	-	-	-	-
-	751|Calow_0688
2053|CallaDRAFT_1983	-
771|Calow_0706
-	-	-	-	1889|Calkro_1791	-	-
-	-	-	-	1323|SAMN05216182_1135	-	-	-	-	-	-	-
-	-	-	-	1324|SAMN05216182_1136	-	-	-	-	-	-	-
-	-	-	-	1327|SAMN05216182_1139	-	-	-	-	-	-	-
-	-	-	-	1328|SAMN05216182_1140	-	-	-	-	-	-	-
-	-	-	-	1332|SAMN05216182_1144	-	-	-	-	-	-	-
-	-	-	-	878|COB47_0804	-	-	-	-	-
783|Calow_0718
-	-	-	-	1350	-	-	-	-	-	-	-
-	-	-	-	1352	-	-	-	-	-	-	-
-	-	-	-	1356|SAMN05216182_1168	-	-	-	-	-	-	-
-	-	-	-	1358|SAMN05216182_1170	-	-	-	-	-	-	-
-	1852|Calkro_1754	-	-
-	2529|CallaDRAFT_2435	-
-	-	-	-	1848|Calkro_1751	-	-
-	-	-	-	2261
-	-	-	1365|SAMN05216182_1176	-	-	-	-	-	-	-
-	-	-	-	1367|SAMN05216182_1178	-	-	-	-	-	-	-
-	-	-	-	1368	-	-	-	-	-	-	-
-	-	-	-	1369	-	-	-	-	-	-	-
-	-	-	-	1372	-	-	-	-	-	-	-
-	-	-	-	1373	-	-	-	-	-	-	-
-	-	-	-	1374|SAMN05216182_1183	-	-	-	-	-	-	-
-	-	-	1379|SAMN05216182_1188	-	-	-	-	-	-	-
-	-	-	-	138	-	-	-	-	-	-	-
-	-	-	1381|SAMN05216182_1190	-	-	-	-	-	-	-
-	-	-	-	1382|SAMN05216182_1191	-	-	-	-	-	-	-
-	-	-	-	1384	-	-	-	-	-	-	-
-	-	-	-	1385	-	-	-	-	-	-	-
-	-	-	-	1387	-	-	-	-	-	-	-
-	-	-	-	1389	-	-	-	-	-	-	-
-	-	-	-	139	-	-	-	-	-	-	-
-	-	-	-	1391	-	-	-	-	-	-	-
1393	-	-	-	-	-	-	-
-	-	-	1394	-	-	-	-	-	-	-
-	-	-	1875	-	-	-	-
-	-	-	-	14	-	-	-	-	-	-	-
-	-	-	-	1414	-	-	-	-	-	-	-
-	-	-	-	1415	-	-	-	-	-	-	-
-	-	-	-	1416|SAMN05216182_1220	-	-	-	-	-	-	-
-	-	-	-	1417	-	-	-	-	-	-	-
-	-	-	-	649
-	-	-	-	1419	-	-	-	-	-	-	-
-	-	-	-	141|SAMN05216182_0068	-	-	-	-	-	-	-
-	-	-	-	1421|SAMN05216182_1222	-	-	-	-	-	-	-
-	-	-	-	1422|SAMN05216182_1223	-	-	-	-	-	-	-
-	-	-	-	1423|SAMN05216182_1224	-	-	-	-	-	-	-
-	-	-	-	1424	-	-	-	-	-	-	-
-	-	-	-	1425|SAMN05216182_1225	-	-	-	-	-	-	-
-	-	-	-	1426	-	-	-	-	-	-	-
-	-	-	-	1427	-	-	-	-	-	-	-
-	496|CallaDRAFT_0475	-
-	-	-	-	1430|SAMN05216182_1230	-	-	-	-	-	-	-
-	-	-	-	1431|SAMN05216182_1231	-	-	-	-	-	-	-
-	-	-	-	1818|Calkro_1724	-	-
-	-	-	-	1817	-	-
-	-	-	-	1816|Calkro_1723	-	-
-	-	-	-	1436|SAMN05216182_1235	-	-	-	-	-	-	-
2465|CallaDRAFT_2369	-
-	-	-	-	144	-	-	-	-	-	-	-
-	1810|Calkro_1718	-	-
-	-	-	-	1443|SAMN05216182_1242	-	-	-	-	-	-	-
844|Calow_0777
848|Calow_0780
849|Calow_0781
863|Calow_0793
-	276|Calkro_0260	-	-
-	-	-	-	1498	-	-	-	-	-	-	-
-	-	-	-	15	-	-	-	-	-	-	-
-	-	-	-	1500|SAMN05216182_1297	-	-	-	-	-	-	-
2300|Calkr_2125	-	-	-
-	-	-	-	1502|SAMN05216182_1299	-	-	-	-	-	-	-
2310|CallaDRAFT_2225	-
875|Calow_0805
-	2328|Calow_2171
956|Calow_0885
963|Calow_0892
-	-	-	-	1582|SAMN05216182_1380	-	-	-	-	-	-	-
1876|Calow_1763
-	-	1592|SAMN05216182_1390	-	-	-	-	-	-	-
2334|Calow_2177
-	-	-	-	16	-	-	-	-	-	-	-
-	607	-	-	-	-	-	-
-	-	-	-	1613	-	-	-	-	-	-	-
1022|Calow_0945
-	-	-	-	1619	-	-	-	-	-	-	-
1034|Calow_0957
-	-	-	606	-	-	-	-	-	-
-	-	-	-	1618|Calkro_1531	-	-
-	-	-	-	1649	-	-	-	-	-	-	-
-	604|Csac_0525	-	-	-	-	-	-
-	-	-	-	1651	-	-	-	-	-	-	-
1600|Calkro_1516	-	-
1599|Calkro_1515	-	-
-	-	-	166|SAMN05216182_0097	-	-	-	-	-	-	-
-	-	-	-	167	-	-	-	-	-	-	-
1597|Calkro_1513	-	-
1596|Calkro_1512	-	-
1592|Calkro_1508	-	-
1591|Calkro_1507	-	-
1590|Calkro_1506	-	-
1589|Calkro_1505	-	-
1587|Calkro_1503	-	-
-	-	-	-	1683	-	-	-	-	-	-	-
1585|Calkro_1501	-	-
1583|Calkro_1500	-	-
2337|Calow_2180
1077|Calow_1000
-	-	-	-	1698	-	-	-	-	-	-	-
1088|Calow_1011
1101|Calow_1023
1119|Calow_1039
-	-	-	-	1743|SAMN05216182_1533	-	-	-	-	-	-	-
1138|Calow_1057
1145|Calow_1064
2345|Calow_2187
-	-	-	-	2635	-	-	-	-
1158|Calow_1077
-	-	-	-	1496	-	-
-	-	-	-	17|SAMN05216182_2863	-	-	-	-	-	-	-
-	-	-	-	577	-	-	-	-	-	-
1200|Calow_1118
1207|Calow_1123
-	-	-	-	182	-	-	-	-	-	-	-
-	-	-	-	1462	-	-	-	-
-	-	-	-	184	-	-	-	-	-	-	-
-	-	-	-	1840|SAMN05216182_1629	-	-	-	-	-	-	-
-	-	-	-	1461|Calhy_1374	-	-	-	-
1235|Calow_1149
1465|Calkr_1344	-	-	-
-	-	-	-	1847|SAMN05216182_1636	-	-	-	-	-	-	-
2304|CallaDRAFT_2220	-
-	-	-	-	185	-	-	-	-	-	-	-
-	-	2474|CallaDRAFT_2378	-
-	-	-	-	1857|SAMN05216182_1646	-	-	-	-	-	-	-
-	-	-	-	1862	-	-	-	-	-	-	-
-	-	-	-	1869	-	-	-	-	-	-	-
-	-	-	-	1870	-	-	-	-	-	-	-
-	-	-	-	1431	-	-	-	-
-	-	1878	-	-	-	-	-	-	-
-	-	-	-	187|SAMN05216182_0112	-	-	-	-	-	-	-
-	-	-	-	1883|SAMN05216182_1669	-	-	-	-	-	-	-
-	-	-	-	1390	-	-
-	-	-	-	1887|SAMN05216182_1673	-	-	-	-	-	-	-
-	-	-	1389|Calkro_1311	-	-
-	-	-	-	1889|SAMN05216182_1675	-	-	-	-	-	-	-
-	-	-	-	188|SAMN05216182_0113	-	-	-	-	-	-	-
