# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000043.1	1	1439	+	WP_045412348.1	WP_045412348.1		dihydroxy-acid dehydratase			NTOU1_RS10215	1439	478	partial
gene	protein_coding	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000043.1	1474	3129	+							NTOU1_RS10220	1656		old_locus_tag=TR39_RS10140
CDS	with_protein	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000043.1	1474	3129	+	WP_045412350.1	WP_045412350.1		acetolactate synthase, large subunit, biosynthetic type			NTOU1_RS10220	1656	551	
gene	protein_coding	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000043.1	3185	4249	-							NTOU1_RS10225	1065		old_locus_tag=TR39_RS10145
CDS	with_protein	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000043.1	3185	4249	-	WP_045412352.1	WP_045412352.1		sporulation integral membrane protein YtvI			NTOU1_RS10225	1065	354	
gene	protein_coding	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000043.1	4659	5186	+							NTOU1_RS10230	528		old_locus_tag=TR39_RS10150
CDS	with_protein	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000043.1	4659	5186	+	WP_045412353.1	WP_045412353.1		signal peptidase I			NTOU1_RS10230	528	175	
gene	protein_coding	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000043.1	5452	6723	+							NTOU1_RS10235	1272		old_locus_tag=TR39_RS10155
CDS	with_protein	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000043.1	5452	6723	+	WP_045412355.1	WP_045412355.1		serine--tRNA ligase			NTOU1_RS10235	1272	423	
gene	tRNA	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000043.1	6808	6896	+							NTOU1_RS10240	89		old_locus_tag=TR39_RS10160
tRNA		GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000043.1	6808	6896	+				tRNA-Ser			NTOU1_RS10240	89		anticodon=TGA
gene	tRNA	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000043.1	6929	7022	+							NTOU1_RS10245	94		old_locus_tag=TR39_RS10165
tRNA		GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000043.1	6929	7022	+				tRNA-Ser			NTOU1_RS10245	94		anticodon=GCT
gene	protein_coding	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000043.1	7073	8299	-							NTOU1_RS10250	1227		old_locus_tag=TR39_RS10170
CDS	with_protein	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000043.1	7073	8299	-	WP_045412357.1	WP_045412357.1		LytR family transcriptional regulator			NTOU1_RS10250	1227	408	
gene	protein_coding	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000043.1	8437	11169	+							NTOU1_RS10255	2733		old_locus_tag=TR39_RS10175
CDS	with_protein	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000043.1	8437	11169	+	WP_045412359.1	WP_045412359.1		UPF0182 family protein			NTOU1_RS10255	2733	910	
gene	protein_coding	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000043.1	11258	11839	+							NTOU1_RS10260	582		old_locus_tag=TR39_RS10180
CDS	with_protein	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000043.1	11258	11839	+	WP_045412361.1	WP_045412361.1		hypothetical protein			NTOU1_RS10260	582	193	
gene	protein_coding	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000043.1	11916	12404	+							NTOU1_RS10265	489		old_locus_tag=TR39_RS10185
CDS	with_protein	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000043.1	11916	12404	+	WP_014757522.1	WP_014757522.1		hypothetical protein			NTOU1_RS10265	489	162	
gene	tRNA	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000043.1	12514	12590	+							NTOU1_RS10270	77		old_locus_tag=TR39_RS10190
tRNA		GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000043.1	12514	12590	+				tRNA-Arg			NTOU1_RS10270	77		anticodon=ACG
gene	pseudogene	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000043.1	12961	13530	+							NTOU1_RS10275	570		partial;pseudo;old_locus_tag=TR39_RS10195
CDS	without_protein	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000043.1	12961	13530	+				hypothetical protein			NTOU1_RS10275	570		partial;pseudo
gene	pseudogene	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000043.1	13587	14503	+							NTOU1_RS10280	917		pseudo;old_locus_tag=TR39_RS10200
CDS	without_protein	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000043.1	13587	14503	+				hypothetical protein			NTOU1_RS10280	917		pseudo
gene	pseudogene	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000043.1	14849	15229	+							NTOU1_RS10285	381		partial;pseudo
CDS	without_protein	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000043.1	14849	15229	+				hypothetical protein			NTOU1_RS10285	381		partial;pseudo
gene	pseudogene	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000042.1	1	297	-							NTOU1_RS10155	297		partial;pseudo;old_locus_tag=TR39_RS10075
CDS	without_protein	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000042.1	1	297	-				peptidase M4			NTOU1_RS10155	297		partial;pseudo
gene	protein_coding	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000042.1	379	792	-							NTOU1_RS10160	414		old_locus_tag=TR39_RS10080
CDS	with_protein	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000042.1	379	792	-	WP_045412320.1	WP_045412320.1		ATP synthase F1 subunit epsilon			NTOU1_RS10160	414	137	
gene	protein_coding	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000042.1	803	2188	-							NTOU1_RS10165	1386		old_locus_tag=TR39_RS10085
CDS	with_protein	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000042.1	803	2188	-	WP_045412323.1	WP_045412323.1		F0F1 ATP synthase subunit beta			NTOU1_RS10165	1386	461	
gene	protein_coding	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000042.1	2227	3084	-							NTOU1_RS10170	858		old_locus_tag=TR39_RS10090
CDS	with_protein	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000042.1	2227	3084	-	WP_045412326.1	WP_045412326.1		F0F1 ATP synthase subunit gamma			NTOU1_RS10170	858	285	
gene	protein_coding	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000042.1	3084	4604	-							NTOU1_RS10175	1521		old_locus_tag=TR39_RS10095
CDS	with_protein	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000042.1	3084	4604	-	WP_045412329.1	WP_045412329.1		F0F1 ATP synthase subunit alpha			NTOU1_RS10175	1521	506	
gene	protein_coding	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000042.1	4633	5166	-							NTOU1_RS10180	534		old_locus_tag=TR39_RS10100
CDS	with_protein	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000042.1	4633	5166	-	WP_045412331.1	WP_045412331.1		ATP synthase F1 subunit delta			NTOU1_RS10180	534	177	
gene	protein_coding	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000042.1	5154	5642	-							NTOU1_RS10185	489		old_locus_tag=TR39_RS10105
CDS	with_protein	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000042.1	5154	5642	-	WP_045412334.1	WP_045412334.1		ATP synthase F0 subunit B			NTOU1_RS10185	489	162	
gene	protein_coding	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000042.1	5665	5889	-							NTOU1_RS10190	225		old_locus_tag=TR39_RS10110
CDS	with_protein	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000042.1	5665	5889	-	WP_045412336.1	WP_045412336.1		ATP synthase F0 subunit C			NTOU1_RS10190	225	74	
gene	protein_coding	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000042.1	5987	6643	-							NTOU1_RS10195	657		old_locus_tag=TR39_RS10115
CDS	with_protein	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000042.1	5987	6643	-	WP_045412338.1	WP_045412338.1		F0F1 ATP synthase subunit A			NTOU1_RS10195	657	218	
gene	protein_coding	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000042.1	6867	7469	-							NTOU1_RS10200	603		old_locus_tag=TR39_RS10120
CDS	with_protein	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000042.1	6867	7469	-	WP_045412340.1	WP_045412340.1		YihA family ribosome biogenesis GTP-binding protein			NTOU1_RS10200	603	200	
gene	protein_coding	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000042.1	7472	9790	-							NTOU1_RS10205	2319		old_locus_tag=TR39_RS10125
CDS	with_protein	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000042.1	7472	9790	-	WP_045412343.1	WP_045412343.1		endopeptidase La			NTOU1_RS10205	2319	772	
gene	protein_coding	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000042.1	9861	10721	-							NTOU1_RS10210	861		old_locus_tag=TR39_RS10130
CDS	with_protein	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000042.1	9861	10721	-	WP_045412345.1	WP_045412345.1		hypothetical protein			NTOU1_RS10210	861	286	
gene	pseudogene	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000041.1	1	555	-							NTOU1_RS10085	555		partial;pseudo;old_locus_tag=TR39_RS10010
CDS	without_protein	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000041.1	1	555	-				anaerobic sulfite reductase subunit A			NTOU1_RS10085	555		partial;pseudo
gene	protein_coding	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000041.1	654	842	-							NTOU1_RS10090	189		old_locus_tag=TR39_RS10015
CDS	with_protein	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000041.1	654	842	-	WP_045412286.1	WP_045412286.1		hypothetical protein			NTOU1_RS10090	189	62	
gene	protein_coding	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000041.1	901	1284	+							NTOU1_RS10095	384		old_locus_tag=TR39_RS10020
CDS	with_protein	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000041.1	901	1284	+	WP_045412289.1	WP_045412289.1		carboxymuconolactone decarboxylase family protein			NTOU1_RS10095	384	127	
gene	protein_coding	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000041.1	1505	2092	-							NTOU1_RS10100	588		old_locus_tag=TR39_RS10025
CDS	with_protein	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000041.1	1505	2092	-	WP_045412292.1	WP_045412292.1		YdcF family protein			NTOU1_RS10100	588	195	
gene	protein_coding	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000041.1	2292	2858	-							NTOU1_RS10105	567		old_locus_tag=TR39_RS10030
CDS	with_protein	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000041.1	2292	2858	-	WP_045412295.1	WP_045412295.1		pyridoxal 5'-phosphate synthase glutaminase subunit PdxT			NTOU1_RS10105	567	188	
gene	protein_coding	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000041.1	2860	3738	-							NTOU1_RS10110	879		old_locus_tag=TR39_RS10035
CDS	with_protein	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000041.1	2860	3738	-	WP_045412298.1	WP_045412298.1		pyridoxal 5'-phosphate synthase lyase subunit PdxS			NTOU1_RS10110	879	292	
gene	pseudogene	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000041.1	3848	6357	-							NTOU1_RS10115	2510		pseudo;old_locus_tag=TR39_RS10040
CDS	without_protein	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000041.1	3848	6357	-				polymerase			NTOU1_RS10115	2510		pseudo
gene	protein_coding	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000041.1	6544	7560	+							NTOU1_RS10120	1017		old_locus_tag=TR39_RS10045
CDS	with_protein	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000041.1	6544	7560	+	WP_045412300.1	WP_045412300.1		ABC transporter substrate-binding protein			NTOU1_RS10120	1017	338	
gene	protein_coding	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000041.1	7628	8374	+							NTOU1_RS10125	747		old_locus_tag=TR39_RS10050
CDS	with_protein	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000041.1	7628	8374	+	WP_045412303.1	WP_045412303.1		ABC transporter ATP-binding protein			NTOU1_RS10125	747	248	
gene	protein_coding	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000041.1	8367	9176	+							NTOU1_RS10130	810		old_locus_tag=TR39_RS10055
CDS	with_protein	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000041.1	8367	9176	+	WP_045412305.1	WP_045412305.1		ABC transporter permease			NTOU1_RS10130	810	269	
gene	protein_coding	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000041.1	9265	10902	+							NTOU1_RS10135	1638		old_locus_tag=TR39_RS10060
CDS	with_protein	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000041.1	9265	10902	+	WP_045412307.1	WP_045412307.1		NAD+ synthase			NTOU1_RS10135	1638	545	
gene	protein_coding	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000041.1	10922	11788	+							NTOU1_RS10140	867		old_locus_tag=TR39_RS10065
CDS	with_protein	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000041.1	10922	11788	+	WP_045412309.1	WP_045412309.1		EamA/RhaT family transporter			NTOU1_RS10140	867	288	
gene	protein_coding	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000041.1	11800	13257	-							NTOU1_RS10145	1458		old_locus_tag=TR39_RS10070
CDS	with_protein	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000041.1	11800	13257	-	WP_045412312.1	WP_045412312.1		peptidase M4			NTOU1_RS10145	1458	485	
gene	pseudogene	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000041.1	13339	13452	-							NTOU1_RS10150	114		partial;pseudo
CDS	without_protein	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000041.1	13339	13452	-				F0F1 ATP synthase subunit epsilon			NTOU1_RS10150	114		partial;pseudo
gene	pseudogene	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000040.1	6	329	-							NTOU1_RS09985	324		partial;pseudo;old_locus_tag=TR39_RS09910
CDS	without_protein	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000040.1	6	329	-				transposase			NTOU1_RS09985	324		partial;pseudo
gene	protein_coding	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000040.1	584	2626	-							NTOU1_RS09990	2043		old_locus_tag=TR39_RS09915
CDS	with_protein	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000040.1	584	2626	-	WP_045412237.1	WP_045412237.1		xylan 1,4-beta-xylosidase			NTOU1_RS09990	2043	680	
gene	protein_coding	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000040.1	2693	3763	-							NTOU1_RS09995	1071		old_locus_tag=TR39_RS09920
CDS	with_protein	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000040.1	2693	3763	-	WP_045412239.1	WP_045412239.1		gfo/Idh/MocA family oxidoreductase			NTOU1_RS09995	1071	356	
gene	protein_coding	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000040.1	3784	4944	-							NTOU1_RS10000	1161		old_locus_tag=TR39_RS09925
CDS	with_protein	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000040.1	3784	4944	-	WP_045412241.1	WP_045412241.1		gfo/Idh/MocA family oxidoreductase			NTOU1_RS10000	1161	386	
gene	protein_coding	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000040.1	5034	7103	-							NTOU1_RS10005	2070		old_locus_tag=TR39_RS09930
CDS	with_protein	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000040.1	5034	7103	-	WP_082243680.1	WP_082243680.1		alpha-glucuronidase			NTOU1_RS10005	2070	689	
gene	protein_coding	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000040.1	7140	8150	-							NTOU1_RS10010	1011		old_locus_tag=TR39_RS09935
CDS	with_protein	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000040.1	7140	8150	-	WP_045412246.1	WP_045412246.1		1,4-beta-xylanase			NTOU1_RS10010	1011	336	
gene	protein_coding	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000040.1	8334	11771	-							NTOU1_RS10015	3438		old_locus_tag=TR39_RS09940
CDS	with_protein	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000040.1	8334	11771	-	WP_045412249.1	WP_045412249.1		glycoside hydrolase family 2			NTOU1_RS10015	3438	1145	
gene	protein_coding	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000040.1	11890	13542	-							NTOU1_RS10020	1653		old_locus_tag=TR39_RS09945
CDS	with_protein	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000040.1	11890	13542	-	WP_045412252.1	WP_045412252.1		sugar ABC transporter substrate-binding protein			NTOU1_RS10020	1653	550	
gene	protein_coding	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000040.1	13683	14555	-							NTOU1_RS10025	873		old_locus_tag=TR39_RS09950
CDS	with_protein	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000040.1	13683	14555	-	WP_015311288.1	WP_015311288.1		carbohydrate ABC transporter permease			NTOU1_RS10025	873	290	
gene	protein_coding	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000040.1	14571	15542	-							NTOU1_RS10030	972		old_locus_tag=TR39_RS09955
CDS	with_protein	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000040.1	14571	15542	-	WP_045412256.1	WP_045412256.1		sugar ABC transporter permease			NTOU1_RS10030	972	323	
gene	protein_coding	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000040.1	15697	16767	-							NTOU1_RS10035	1071		old_locus_tag=TR39_RS09960
CDS	with_protein	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000040.1	15697	16767	-	WP_045412259.1	WP_045412259.1		mannonate dehydratase			NTOU1_RS10035	1071	356	
gene	protein_coding	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000040.1	16810	17577	-							NTOU1_RS10040	768		old_locus_tag=TR39_RS09965
CDS	with_protein	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000040.1	16810	17577	-	WP_045412261.1	WP_045412261.1		GntR family transcriptional regulator			NTOU1_RS10040	768	255	
gene	protein_coding	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000040.1	17848	18420	-							NTOU1_RS10045	573		old_locus_tag=TR39_RS09970
CDS	with_protein	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000040.1	17848	18420	-	WP_015311284.1	WP_015311284.1		Uma2 family endonuclease			NTOU1_RS10045	573	190	
gene	protein_coding	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000040.1	18508	18810	-							NTOU1_RS10050	303		old_locus_tag=TR39_RS09975
CDS	with_protein	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000040.1	18508	18810	-	WP_045412264.1	WP_045412264.1		rubrerythrin			NTOU1_RS10050	303	100	
gene	protein_coding	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000040.1	18918	20219	-							NTOU1_RS10055	1302		old_locus_tag=TR39_RS09980
CDS	with_protein	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000040.1	18918	20219	-	WP_045412267.1	WP_045412267.1		phosphomethylpyrimidine synthase ThiC			NTOU1_RS10055	1302	433	
gene	protein_coding	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000040.1	20539	21042	-							NTOU1_RS10060	504		old_locus_tag=TR39_RS09985
CDS	with_protein	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000040.1	20539	21042	-	WP_014758317.1	WP_014758317.1		hypothetical protein			NTOU1_RS10060	504	167	
gene	protein_coding	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000040.1	21039	21416	-							NTOU1_RS10065	378		old_locus_tag=TR39_RS09990
CDS	with_protein	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000040.1	21039	21416	-	WP_045412271.1	WP_045412271.1		nucleotidyltransferase domain-containing protein			NTOU1_RS10065	378	125	
gene	protein_coding	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000040.1	21519	22535	-							NTOU1_RS10070	1017		old_locus_tag=TR39_RS09995
CDS	with_protein	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000040.1	21519	22535	-	WP_045412274.1	WP_045412274.1		sulfite reductase subunit C			NTOU1_RS10070	1017	338	
gene	protein_coding	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000040.1	22553	23341	-							NTOU1_RS10075	789		old_locus_tag=TR39_RS10000
CDS	with_protein	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000040.1	22553	23341	-	WP_045412277.1	WP_045412277.1		anaerobic sulfite reductase subunit AsrB			NTOU1_RS10075	789	262	
gene	protein_coding	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000040.1	23334	24380	-							NTOU1_RS10080	1047		old_locus_tag=TR39_RS10005
CDS	with_protein	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000040.1	23334	24380	-	WP_045412280.1	WP_045412280.1		anaerobic sulfite reductase subunit AsrA			NTOU1_RS10080	1047	348	
gene	protein_coding	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000039.1	1	985	-							NTOU1_RS09855	985		partial;old_locus_tag=TR39_RS09780
CDS	with_protein	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000039.1	1	985	-	WP_045412170.1	WP_045412170.1		xylose isomerase			NTOU1_RS09855	985	328	partial
gene	pseudogene	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000039.1	1150	3168	-							NTOU1_RS09860	2019		partial;pseudo;old_locus_tag=TR39_RS09785
CDS	without_protein	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000039.1	1150	3168	-				DNA helicase UvrD			NTOU1_RS09860	2019		partial;pseudo
gene	protein_coding	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000039.1	3164	4972	-							NTOU1_RS09865	1809		old_locus_tag=TR39_RS09790
CDS	with_protein	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000039.1	3164	4972	-	WP_045412172.1	WP_045412172.1		NADH:flavin oxidoreductase			NTOU1_RS09865	1809	602	
gene	pseudogene	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000039.1	5103	5985	+							NTOU1_RS09870	883		pseudo;old_locus_tag=TR39_RS09795
CDS	without_protein	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000039.1	5103	5985	+				LysR family transcriptional regulator			NTOU1_RS09870	883		pseudo
gene	protein_coding	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000039.1	5991	6713	-							NTOU1_RS09875	723		old_locus_tag=TR39_RS09800
CDS	with_protein	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000039.1	5991	6713	-	WP_045412175.1	WP_045412175.1		SGNH/GDSL hydrolase family protein			NTOU1_RS09875	723	240	
gene	protein_coding	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000039.1	6794	7819	-							NTOU1_RS09880	1026		old_locus_tag=TR39_RS09805
CDS	with_protein	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000039.1	6794	7819	-	WP_045412178.1	WP_045412178.1		hypothetical protein			NTOU1_RS09880	1026	341	
gene	protein_coding	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000039.1	7832	8785	-							NTOU1_RS09885	954		old_locus_tag=TR39_RS09810
CDS	with_protein	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000039.1	7832	8785	-	WP_045412181.1	WP_045412181.1		exopolysaccharide biosynthesis protein			NTOU1_RS09885	954	317	
gene	protein_coding	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000039.1	8994	9461	-							NTOU1_RS09890	468		old_locus_tag=TR39_RS09815
CDS	with_protein	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000039.1	8994	9461	-	WP_045412184.1	WP_045412184.1		DUF3368 domain-containing protein			NTOU1_RS09890	468	155	
gene	protein_coding	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000039.1	9454	9711	-							NTOU1_RS09895	258		old_locus_tag=TR39_RS09820
CDS	with_protein	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000039.1	9454	9711	-	WP_045412187.1	WP_045412187.1		hypothetical protein			NTOU1_RS09895	258	85	
gene	protein_coding	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000039.1	9837	11006	-							NTOU1_RS09900	1170		old_locus_tag=TR39_RS09825
CDS	with_protein	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000039.1	9837	11006	-	WP_045412190.1	WP_045412190.1		NADH-dependent alcohol dehydrogenase			NTOU1_RS09900	1170	389	
gene	protein_coding	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000039.1	11720	11893	-							NTOU1_RS09905	174		
CDS	with_protein	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000039.1	11720	11893	-	WP_082243679.1	WP_082243679.1		hypothetical protein			NTOU1_RS09905	174	57	
gene	protein_coding	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000039.1	12352	13422	+							NTOU1_RS09910	1071		old_locus_tag=TR39_RS09835
CDS	with_protein	GCF_000747665.1	Primary Assembly	unplaced scaffold		NZ_BBKT01000039.1	12352	13422	+	WP_045412196.1	WP_045412196.1		glycosyltransferase family 2 protein			NTOU1_RS09910	1071	356	
