Tag	31899.1
TAG7040	-
TAG7076	-
TAG7087	fig|31899.10.peg.1691
TAG7128	-
TAG7141	fig|31899.10.peg.853
TAG7145	-
TAG7177	-
TAG7178	fig|31899.10.peg.1669
TAG7200	fig|31899.10.peg.423
TAG7203	fig|31899.10.peg.1257
TAG7204	fig|31899.10.peg.1256
TAG7228	fig|31899.10.peg.1568
TAG7237	"fig|31899.10.peg.664,fig|31899.10.peg.707"
TAG7242	fig|31899.10.peg.190
TAG7270	fig|31899.10.peg.352
TAG7271	fig|31899.10.peg.365
TAG7272	fig|31899.10.peg.367
TAG7278	fig|31899.10.peg.347
TAG7288	fig|31899.10.peg.429
TAG7298	fig|31899.10.peg.95
TAG7304	fig|31899.10.peg.1078
TAG7310	fig|31899.10.peg.1342
TAG7313	fig|31899.10.peg.2980
TAG7317	fig|31899.10.peg.2947
TAG7339	fig|31899.10.peg.960
TAG7340	fig|31899.10.peg.958
TAG7349	fig|31899.10.peg.2778
TAG7353	fig|31899.10.peg.2141
TAG7354	fig|31899.10.peg.2038
TAG7355	fig|31899.10.peg.2198
TAG7375	fig|31899.10.peg.3100
TAG7380	fig|31899.10.peg.1589
TAG7386	fig|31899.10.peg.1001
TAG7391	fig|31899.10.peg.1881
TAG7403	fig|31899.10.peg.2738
TAG7404	fig|31899.10.peg.2418
TAG7405	fig|31899.10.peg.2448
TAG7406	fig|31899.10.peg.3058
TAG7407	fig|31899.10.peg.2463
TAG7412	fig|31899.10.peg.613
TAG7414	fig|31899.10.peg.809
TAG7424	fig|31899.10.peg.341
TAG7425	fig|31899.10.peg.342
TAG7436	fig|31899.10.peg.2744
TAG7441	fig|31899.10.peg.1035
TAG7443	-
TAG7444	"fig|31899.10.peg.651,fig|31899.10.peg.739"
TAG7454	fig|31899.10.peg.508
TAG7459	fig|31899.10.peg.1296
TAG7461	fig|31899.10.peg.1273
TAG7481	fig|31899.10.peg.727
TAG7487	fig|31899.10.peg.751
TAG7488	fig|31899.10.peg.750
TAG7493	fig|31899.10.peg.1843
TAG7502	fig|31899.10.peg.1765
TAG7503	fig|31899.10.peg.1781
TAG7505	fig|31899.10.peg.1799
TAG7508	fig|31899.10.peg.1835
TAG7516	fig|31899.10.peg.221
TAG7524	"fig|31899.10.peg.2513,fig|31899.10.peg.3079,fig|31899.10.peg.595"
TAG7533	fig|31899.10.peg.1605
TAG7534	fig|31899.10.peg.1603
TAG7555	fig|31899.10.peg.1320
TAG7561	fig|31899.10.peg.2273
TAG7563	fig|31899.10.peg.2261
TAG7566	fig|31899.10.peg.2257
TAG7573	fig|31899.10.peg.1951
TAG7577	fig|31899.10.peg.1990
TAG7579	fig|31899.10.peg.1533
TAG7591	fig|31899.10.peg.1454
TAG7597	fig|31899.10.peg.2011
TAG7598	fig|31899.10.peg.2028
TAG7599	fig|31899.10.peg.2210
TAG7602	fig|31899.10.peg.873
TAG7603	fig|31899.10.peg.2333
TAG7604	fig|31899.10.peg.2324
TAG7605	fig|31899.10.peg.2317
TAG7608	fig|31899.10.peg.806
TAG7609	fig|31899.10.peg.798
TAG7623	-
TAG7632	fig|31899.10.peg.2117
TAG7635	fig|31899.10.peg.2902
TAG7645	"fig|31899.10.peg.2135,fig|31899.10.peg.2604,fig|31899.10.peg.2694"
TAG7646	fig|31899.10.peg.2603
TAG7649	fig|31899.10.peg.2591
TAG7656	fig|31899.10.peg.2651
TAG7734	fig|31899.10.peg.2937
TAG7760	fig|31899.10.peg.147
TAG7782	-
TAG7792	-
TAG7797	fig|31899.10.peg.546
TAG7799	fig|31899.10.peg.1243
TAG7801	fig|31899.10.peg.730
TAG7807	-
TAG7815	fig|31899.10.peg.1747
TAG7833	-
TAG7839	fig|31899.10.peg.2499
TAG7841	fig|31899.10.peg.1094
TAG7860	fig|31899.10.peg.845
TAG7861	fig|31899.10.peg.1770
TAG7875	fig|31899.10.peg.1824
TAG7902	-
TAG7924	fig|31899.10.peg.2211
TAG7970	fig|31899.10.peg.1722
TAG8006	fig|31899.10.peg.1488
TAG8015	-
TAG8018	"fig|31899.10.peg.1111,fig|31899.10.peg.933"
TAG8020	fig|31899.10.peg.1109
TAG8033	-
TAG8040	-
TAG8055	fig|31899.10.peg.2035
TAG8056	"fig|31899.10.peg.1868,fig|31899.10.peg.2036"
TAG8074	fig|31899.10.peg.1696
TAG8085	fig|31899.10.peg.2470
TAG8137	-
TAG8138	-
TAG8151	fig|31899.10.peg.1445
TAG8181	fig|31899.10.peg.2173
TAG8192	fig|31899.10.peg.2708
TAG8204	fig|31899.10.peg.2501
TAG8249	-
TAG8259	fig|31899.10.peg.2427
TAG8265	fig|31899.10.peg.2610
TAG8290	-
TAG8293	fig|31899.10.peg.3035
TAG8354	fig|31899.10.peg.1815
TAG8355	-
TAG8358	fig|31899.10.peg.2477
TAG8395	fig|31899.10.peg.2686
TAG8421	fig|31899.10.peg.509
TAG8456	fig|31899.10.peg.1763
TAG8461	-
TAG8557	fig|31899.10.peg.1684
TAG8569	-
TAG8577	fig|31899.10.peg.377
TAG8580	-
TAG8581	fig|31899.10.peg.355
TAG8589	-
TAG8594	fig|31899.10.peg.1004
TAG8619	fig|31899.10.peg.724
TAG8638	-
TAG8669	-
TAG8672	-
TAG8681	fig|31899.10.peg.2219
TAG8736	fig|31899.10.peg.1730
TAG8742	"fig|31899.10.peg.1964,fig|31899.10.peg.810"
TAG8756	-
TAG8769	fig|31899.10.peg.435
TAG8780	fig|31899.10.peg.441
TAG8811	fig|31899.10.peg.1474
TAG8843	fig|31899.10.peg.593
TAG8863	"fig|31899.10.peg.3020,fig|31899.10.peg.3081"
TAG8873	fig|31899.10.peg.2734
TAG8876	-
TAG8881	-
TAG8916	-
TAG8925	fig|31899.10.peg.430
TAG8981	fig|31899.10.peg.1996
TAG8984	-
TAG9000	"fig|31899.10.peg.2204,fig|31899.10.peg.2780"
TAG9021	fig|31899.10.peg.2232
TAG9041	-
TAG9048	fig|31899.10.peg.1519
TAG9089	fig|31899.10.peg.2859
TAG9098	fig|31899.10.peg.1609
TAG9132	fig|31899.10.peg.591
TAG9137	fig|31899.10.peg.1720
TAG9144	fig|31899.10.peg.1079
TAG9145	"fig|31899.10.peg.1090,fig|31899.10.peg.3110"
TAG9147	fig|31899.10.peg.1830
TAG9153	fig|31899.10.peg.488
TAG9154	-
TAG9171	-
TAG9187	-
TAG9200	-
TAG9216	-
TAG9226	-
TAG9258	fig|31899.10.peg.854
TAG9270	fig|31899.10.peg.2352
TAG9275	fig|31899.10.peg.2287
TAG9283	fig|31899.10.peg.2264
TAG9289	fig|31899.10.peg.2234
TAG9293	fig|31899.10.peg.835
TAG9296	fig|31899.10.peg.2022
TAG9300	fig|31899.10.peg.2116
TAG9309	fig|31899.10.peg.1487
TAG9311	fig|31899.10.peg.1517
TAG9312	fig|31899.10.peg.1539
TAG9313	fig|31899.10.peg.790
TAG9360	"fig|31899.10.peg.1040,fig|31899.10.peg.1120,fig|31899.10.peg.243"
TAG9380	fig|31899.10.peg.1879
TAG9385	fig|31899.10.peg.1842
TAG9399	fig|31899.10.peg.1801
TAG9400	fig|31899.10.peg.1788
TAG9419	fig|31899.10.peg.2870
TAG9424	fig|31899.10.peg.2166
TAG9435	fig|31899.10.peg.1635
TAG9439	fig|31899.10.peg.1623
TAG9442	fig|31899.10.peg.1607
TAG9467	fig|31899.10.peg.1353
TAG9476	fig|31899.10.peg.1315
TAG9478	"fig|31899.10.peg.1306,fig|31899.10.peg.1970"
TAG9479	fig|31899.10.peg.1135
TAG9482	-
TAG9483	fig|31899.10.peg.1503
TAG9517	fig|31899.10.peg.3129
TAG9519	fig|31899.10.peg.2606
TAG9562	fig|31899.10.peg.1212
TAG9563	fig|31899.10.peg.1171
TAG9564	fig|31899.10.peg.1170
TAG9565	fig|31899.10.peg.1169
TAG9593	"fig|31899.10.peg.1130,fig|31899.10.peg.92,fig|31899.10.peg.967"
TAG9594	fig|31899.10.peg.961
TAG9604	"fig|31899.10.peg.1665,fig|31899.10.peg.898"
TAG9612	fig|31899.10.peg.889
TAG9624	fig|31899.10.peg.880
TAG9627	fig|31899.10.peg.870
TAG9631	fig|31899.10.peg.2936
TAG9662	fig|31899.10.peg.606
TAG9672	fig|31899.10.peg.302
TAG9690	-
TAG9707	fig|31899.10.peg.358
TAG9708	fig|31899.10.peg.417
TAG9716	fig|31899.10.peg.457
TAG9717	fig|31899.10.peg.458
TAG9742	fig|31899.10.peg.548
TAG9775	fig|31899.10.peg.172
TAG9799	fig|31899.10.peg.2380
TAG9847	fig|31899.10.peg.1178
TAG9849	-
TAG9853	fig|31899.10.peg.749
TAG9855	fig|31899.10.peg.752
TAG9882	-
TAG9883	fig|31899.10.peg.2722
TAG9884	"fig|31899.10.peg.2719,fig|31899.10.peg.2912,fig|31899.10.peg.2913"
TAG9889	fig|31899.10.peg.2689
TAG9898	fig|31899.10.peg.2674
TAG9901	fig|31899.10.peg.2465
TAG9904	fig|31899.10.peg.61
TAG9912	fig|31899.10.peg.233
TAG9929	fig|31899.10.peg.1378
TAG9931	fig|31899.10.peg.1370
TAG9949	fig|31899.10.peg.1485
TAG9950	fig|31899.10.peg.1491
TAG9958	fig|31899.10.peg.288
TAG9961	fig|31899.10.peg.1624
TAG9962	fig|31899.10.peg.1625
TAG9966	fig|31899.10.peg.1112
TAG9967	fig|31899.10.peg.1672
TAG9969	-
TAG9970	-
TAG9973	fig|31899.10.peg.1686
TAG9974	fig|31899.10.peg.1690
TAG9977	fig|31899.10.peg.1728
TAG9988	fig|31899.10.peg.1846
TAG9990	fig|31899.10.peg.1864
TAG10016	fig|31899.10.peg.446
TAG10023	fig|31899.10.peg.2110
TAG10032	fig|31899.10.peg.2142
TAG10037	fig|31899.10.peg.2159
TAG10042	-
TAG10066	fig|31899.10.peg.2268
TAG10071	fig|31899.10.peg.2278
TAG10073	fig|31899.10.peg.328
TAG10076	fig|31899.10.peg.2351
TAG10078	fig|31899.10.peg.2367
TAG10079	fig|31899.10.peg.2368
TAG10085	fig|31899.10.peg.2375
TAG10088	fig|31899.10.peg.2385
TAG10089	fig|31899.10.peg.2390
TAG10090	fig|31899.10.peg.705
TAG10109	fig|31899.10.peg.345
TAG10110	fig|31899.10.peg.2992
TAG10136	fig|31899.10.peg.2567
TAG10137	fig|31899.10.peg.3071
TAG10142	fig|31899.10.peg.3082
TAG10159	fig|31899.10.peg.3132
TAG10160	fig|31899.10.peg.69
TAG10161	fig|31899.10.peg.74
TAG10162	fig|31899.10.peg.1508
TAG10163	fig|31899.10.peg.1506
TAG10165	fig|31899.10.peg.1505
TAG10167	fig|31899.10.peg.1195
TAG10176	fig|31899.10.peg.474
TAG10189	-
TAG10190	-
TAG10191	-
TAG10207	fig|31899.10.peg.2695
TAG10208	fig|31899.10.peg.2705
TAG10239	fig|31899.10.peg.2844
TAG10242	fig|31899.10.peg.2867
TAG10243	fig|31899.10.peg.2871
TAG10260	fig|31899.10.peg.175
TAG10264	fig|31899.10.peg.2940
TAG10270	fig|31899.10.peg.76
TAG10271	fig|31899.10.peg.79
TAG10299	-
TAG10312	fig|31899.10.peg.506
TAG10321	fig|31899.10.peg.555
TAG10326	fig|31899.10.peg.550
TAG10330	fig|31899.10.peg.558
TAG10341	fig|31899.10.peg.2075
TAG10347	fig|31899.10.peg.672
TAG10383	fig|31899.10.peg.1859
TAG10386	"fig|31899.10.peg.1666,fig|31899.10.peg.896"
TAG10389	fig|31899.10.peg.928
TAG10398	"fig|31899.10.peg.1115,fig|31899.10.peg.1653"
TAG10400	fig|31899.10.peg.163
TAG10402	fig|31899.10.peg.165
TAG10414	fig|31899.10.peg.1116
TAG10467	fig|31899.10.peg.2788
TAG10500	fig|31899.10.peg.1470
TAG10547	fig|31899.10.peg.2309
TAG10557	fig|31899.10.peg.2377
TAG10575	fig|31899.10.peg.2464
TAG10602	fig|31899.10.peg.2723
TAG10610	fig|31899.10.peg.1093
TAG10612	fig|31899.10.peg.702
TAG10617	fig|31899.10.peg.763
TAG10619	fig|31899.10.peg.768
TAG10640	fig|31899.10.peg.868
TAG10690	fig|31899.10.peg.200
TAG10708	fig|31899.10.peg.257
TAG10723	fig|31899.10.peg.832
TAG10732	fig|31899.10.peg.1204
TAG10748	fig|31899.10.peg.344
TAG10755	fig|31899.10.peg.2496
TAG10780	fig|31899.10.peg.1629
TAG10835	fig|31899.10.peg.350
TAG10851	fig|31899.10.peg.463
TAG10869	fig|31899.10.peg.728
TAG10873	"fig|31899.10.peg.526,fig|31899.10.peg.685"
TAG10876	fig|31899.10.peg.3101
TAG10892	-
TAG10893	fig|31899.10.peg.742
TAG10934	fig|31899.10.peg.975
TAG10990	fig|31899.10.peg.787
TAG11023	-
TAG11024	-
TAG11030	-
TAG11041	-
TAG11051	fig|31899.10.peg.2263
TAG11057	-
TAG11059	-
TAG11060	-
TAG11063	-
TAG11064	-
TAG11065	-
TAG11066	-
TAG11068	-
TAG11069	-
TAG11080	-
TAG11089	-
TAG11096	-
TAG11097	-
TAG11098	-
TAG11108	-
TAG11113	-
TAG11114	-
TAG11115	-
TAG11116	-
TAG11117	-
TAG11118	-
TAG11119	-
TAG11120	-
TAG11121	-
TAG11122	-
TAG11123	-
TAG11124	fig|31899.10.peg.1236
TAG11125	-
TAG11126	-
TAG11127	-
TAG11128	-
TAG11129	fig|31899.10.peg.1530
TAG11130	fig|31899.10.peg.2318
TAG11131	fig|31899.10.peg.2323
TAG11132	-
TAG11133	-
TAG11134	-
TAG11135	-
TAG11136	-
TAG11137	-
TAG11138	"fig|31899.10.peg.1208,fig|31899.10.peg.2740"
TAG11139	-
TAG11140	fig|31899.10.peg.1987
TAG11141	-
TAG11142	-
TAG11143	-
TAG11144	-
TAG11145	-
TAG11146	-
TAG11147	"fig|31899.10.peg.1545,fig|31899.10.peg.850"
TAG11148	-
TAG11149	fig|31899.10.peg.2301
TAG11150	-
TAG11151	-
TAG11152	-
TAG11153	-
TAG11154	-
TAG11155	-
TAG11156	-
TAG11157	-
TAG11158	-
TAG11159	-
TAG11160	-
TAG11161	-
TAG11162	-
TAG11163	-
TAG11164	-
TAG11165	-
TAG11166	-
TAG11167	-
TAG11168	-
TAG11169	-
TAG11170	-
TAG11171	-
TAG11172	-
TAG11173	-
TAG11174	-
TAG11175	-
TAG11176	-
TAG11177	-
TAG11178	-
TAG11179	-
TAG11180	-
TAG11181	-
TAG11182	-
TAG11183	fig|31899.10.peg.2398
TAG11184	-
TAG11185	-
TAG11186	-
TAG11187	-
TAG11188	-
TAG11189	-
TAG11190	-
TAG11191	-
TAG11192	-
TAG11193	-
TAG11194	-
TAG11195	-
TAG11196	-
TAG11197	-
TAG11198	-
TAG11199	-
TAG11200	-
TAG11201	-
TAG11202	-
TAG11203	-
TAG11204	-
TAG11205	-
TAG11206	-
TAG11207	-
TAG11208	-
TAG11209	-
TAG11210	-
TAG11211	-
TAG11212	-
TAG11213	-
TAG11214	-
TAG11215	-
TAG11216	-
TAG11217	-
TAG11218	-
TAG11219	-
TAG11220	-
TAG11221	-
TAG11222	-
TAG11223	-
TAG11224	-
TAG11225	-
TAG11226	-
TAG11227	-
TAG11228	fig|31899.10.peg.773
TAG11229	-
TAG11230	-
TAG11231	fig|31899.10.peg.2690
TAG11232	-
TAG11233	-
TAG11234	-
TAG11235	-
TAG11236	-
TAG11237	-
TAG11238	-
TAG11239	-
TAG11240	-
TAG11241	-
TAG11242	-
TAG11243	-
TAG11244	-
TAG11245	-
TAG11246	-
TAG11247	-
TAG11248	-
TAG11249	-
TAG11250	-
TAG11251	-
TAG11252	-
TAG11253	-
TAG11254	-
TAG11255	-
TAG11256	-
TAG11257	-
TAG11258	-
TAG11259	-
TAG11260	-
TAG11261	-
TAG11262	-
TAG11263	-
TAG11264	-
TAG11265	-
TAG11266	-
TAG11267	-
TAG11268	-
TAG11269	-
TAG11270	-
TAG11271	-
TAG11272	-
TAG11273	-
TAG11274	-
TAG11275	-
TAG11276	-
TAG11277	-
TAG11278	fig|31899.10.peg.1744
TAG11279	-
TAG11280	-
TAG11281	-
TAG11282	-
TAG11283	-
TAG11284	-
TAG11285	-
TAG11286	-
TAG11287	-
TAG11288	-
TAG11289	-
TAG11290	-
TAG11291	-
TAG11292	-
TAG11293	-
TAG11294	-
TAG11295	-
TAG11296	-
TAG11297	fig|31899.10.peg.337
TAG11298	fig|31899.10.peg.1749
TAG11299	"fig|31899.10.peg.2262,fig|31899.10.peg.2586"
TAG11300	-
TAG11301	-
TAG11302	-
TAG11303	-
TAG11304	-
TAG11305	-
TAG11306	fig|31899.10.peg.1716
TAG11307	fig|31899.10.peg.1711
TAG11308	-
TAG11309	-
TAG11310	-
TAG11311	-
TAG11312	-
TAG11313	-
TAG11314	-
TAG11315	-
TAG11316	-
TAG11317	-
TAG11318	-
TAG11319	-
TAG11320	-
TAG11321	-
TAG11322	-
TAG11323	-
TAG11324	-
TAG11325	-
TAG11326	-
TAG11327	-
TAG11328	-
TAG11329	-
TAG11330	-
TAG11331	-
TAG11332	-
TAG11333	-
TAG11334	fig|31899.10.peg.2300
TAG11335	-
TAG11336	-
TAG11337	-
TAG11338	-
TAG11339	-
TAG11340	-
TAG11341	-
TAG11342	-
TAG11343	-
TAG11344	-
TAG11345	-
TAG11346	-
TAG11347	-
TAG11348	-
TAG11349	-
TAG11350	-
TAG11351	-
TAG11352	-
TAG11353	-
TAG11354	-
TAG11355	-
TAG11356	-
TAG11357	-
TAG11358	-
TAG11359	-
TAG11360	-
TAG11361	-
TAG11362	-
TAG11363	-
TAG11364	-
TAG11365	-
TAG11366	-
TAG11367	-
TAG11368	-
TAG11369	-
TAG11370	-
TAG11371	-
TAG11372	-
TAG11373	-
TAG11374	-
TAG11375	-
TAG11376	-
TAG11377	-
TAG11378	-
TAG11379	-
TAG11380	-
TAG11381	-
TAG11382	-
TAG11383	-
TAG11384	-
TAG11385	-
TAG11386	-
TAG11387	-
TAG11388	-
TAG11389	-
TAG11390	-
TAG11391	-
TAG11392	-
TAG11393	-
TAG11394	-
TAG11395	-
TAG11396	-
TAG11397	-
TAG11398	-
TAG11399	-
TAG11400	-
TAG11401	-
TAG11402	-
TAG11403	-
TAG11404	-
TAG11405	-
TAG11406	-
TAG11407	-
TAG11408	-
TAG11409	-
TAG11410	-
TAG11411	-
TAG11412	-
TAG11413	-
TAG11414	-
TAG11415	-
TAG11416	-
TAG11417	-
TAG11418	-
TAG11419	-
TAG11420	-
TAG11421	-
TAG11422	-
TAG11423	-
TAG11424	-
TAG11425	-
TAG11426	-
TAG11427	-
TAG11428	-
TAG11429	-
TAG11430	-
TAG11431	-
TAG11432	-
TAG11433	-
TAG11434	-
TAG11435	-
TAG11436	-
TAG11437	-
TAG11438	-
TAG11439	-
TAG11440	-
TAG11441	-
TAG11442	-
TAG11443	-
TAG11444	-
TAG11445	-
TAG11446	-
TAG11447	-
TAG11448	-
TAG11449	-
TAG11450	-
TAG11451	-
TAG11452	-
TAG11453	-
TAG11454	fig|31899.10.peg.1927
TAG11455	-
TAG11456	-
TAG11457	-
TAG11458	-
TAG11459	-
TAG11460	-
TAG11461	-
TAG11462	-
TAG11463	-
TAG11464	fig|31899.10.peg.2279
TAG11465	fig|31899.10.peg.2614
TAG11466	-
TAG11467	-
TAG11468	-
TAG11469	-
TAG11470	-
TAG11471	-
TAG11472	-
TAG11473	-
TAG11474	-
TAG11475	-
TAG11476	-
TAG11477	-
TAG11478	-
TAG11479	-
TAG11480	-
TAG11481	-
TAG11482	-
TAG11483	-
TAG11484	-
TAG11485	-
TAG11486	-
TAG11487	-
TAG11488	-
TAG11489	-
TAG11490	-
TAG11491	-
TAG11492	-
TAG11493	-
TAG11494	-
TAG11495	-
TAG11496	-
TAG11497	-
TAG11498	-
TAG11499	-
TAG11500	-
TAG11501	-
TAG11502	-
TAG11503	-
TAG11504	-
TAG11505	-
TAG11506	-
TAG11507	-
TAG11508	-
TAG11509	-
TAG11510	-
TAG11511	-
TAG11512	-
TAG11513	-
TAG11514	-
TAG11515	-
TAG11516	-
TAG11517	-
TAG11518	-
TAG11519	-
TAG11520	-
TAG11521	-
TAG11522	-
TAG11523	-
TAG11524	-
TAG11525	-
TAG11526	-
TAG11527	-
TAG11528	-
TAG11529	-
TAG11530	-
TAG11531	-
TAG11532	fig|31899.10.peg.2685
TAG11533	fig|31899.10.peg.2617
TAG11534	-
TAG11535	-
TAG11536	-
TAG11537	-
TAG11538	-
TAG11539	-
TAG11540	-
TAG11541	-
TAG11542	-
TAG11543	-
TAG11544	-
TAG11545	-
TAG11546	-
TAG11547	-
TAG11548	-
TAG11549	-
TAG11550	-
TAG11551	-
TAG11552	-
TAG11553	-
TAG11554	-
TAG11555	-
TAG11556	-
TAG11557	-
TAG11558	-
TAG11559	-
TAG11560	-
TAG11561	-
TAG11562	-
TAG11563	-
TAG11564	-
TAG11565	-
TAG11566	-
TAG11567	-
TAG11568	-
TAG11569	-
TAG11570	-
TAG11571	-
TAG11572	-
TAG11573	-
TAG11574	-
TAG11575	-
TAG11576	-
TAG11577	-
TAG11578	-
TAG11579	-
TAG11580	-
TAG11581	-
TAG11582	-
TAG11583	-
TAG11584	-
TAG11585	-
TAG11586	-
TAG11587	-
TAG11588	-
TAG11589	-
TAG11590	-
TAG11591	-
TAG11592	-
TAG11593	-
TAG11594	-
TAG11595	-
TAG11596	-
TAG11597	-
TAG11598	-
TAG11599	-
TAG11600	-
TAG11601	-
TAG11602	-
TAG11603	-
TAG11604	-
TAG11605	-
TAG11606	-
TAG11607	-
TAG11608	-
TAG11609	-
TAG11610	-
TAG11611	-
TAG11612	-
TAG11613	-
TAG11614	-
TAG11615	-
TAG11616	-
TAG11617	-
TAG11618	-
TAG11619	-
TAG11620	-
TAG11621	-
TAG11622	-
TAG11623	-
TAG11624	-
TAG11625	-
TAG11626	-
TAG11627	-
TAG11628	-
TAG11629	-
TAG11630	-
TAG11631	-
TAG11632	-
TAG11633	-
TAG11634	-
TAG11635	-
TAG11636	fig|31899.10.peg.2193
TAG11637	-
TAG11638	fig|31899.10.peg.863
TAG11639	-
TAG11640	-
TAG11641	-
TAG11642	-
TAG11643	-
TAG11644	fig|31899.10.peg.2616
TAG11645	-
TAG11646	-
TAG11647	-
TAG11648	-
TAG11649	-
TAG11650	-
TAG11651	-
TAG11652	-
TAG11653	-
TAG11654	-
TAG11655	-
TAG11656	-
TAG11657	-
TAG11658	-
TAG11659	-
TAG11660	-
TAG11661	-
TAG11662	-
TAG11663	-
TAG11664	-
TAG11665	-
TAG11666	-
TAG11667	-
TAG11668	-
TAG11669	-
TAG11670	fig|31899.10.peg.1877
TAG11671	-
TAG11672	-
TAG11673	-
TAG11674	-
TAG11675	-
TAG11676	-
TAG11677	-
TAG11678	-
TAG11679	-
TAG11680	fig|31899.10.peg.1596
TAG11681	-
TAG11682	-
TAG11683	-
TAG11684	-
TAG11685	-
TAG11686	-
TAG11687	-
TAG11688	-
TAG11689	-
TAG11690	-
TAG11691	-
TAG11692	-
TAG11693	fig|31899.10.peg.1559
TAG11694	-
TAG11695	-
TAG11696	-
TAG11697	-
TAG11698	-
TAG11699	-
TAG11700	-
TAG11701	-
TAG11702	-
TAG11703	-
TAG11704	-
TAG11705	-
TAG11706	-
TAG11707	-
TAG11708	-
TAG11709	-
TAG11710	-
TAG11711	-
TAG11712	-
TAG11713	-
TAG11714	-
TAG11715	-
TAG11716	-
TAG11717	-
TAG11718	-
TAG11719	-
TAG11720	-
TAG11721	-
TAG11722	-
TAG11723	-
TAG11724	-
TAG11725	-
TAG11726	-
TAG11727	-
TAG11728	-
TAG11729	-
TAG11730	-
TAG11731	-
TAG11732	-
TAG11733	-
TAG11734	-
TAG11735	-
TAG11736	-
TAG11737	-
TAG11738	-
TAG11739	-
TAG11740	fig|31899.10.peg.2597
TAG11741	-
TAG11742	-
TAG11743	-
TAG11744	-
TAG11745	-
TAG11746	-
TAG11747	-
TAG11748	"fig|31899.10.peg.2310,fig|31899.10.peg.2915"
TAG11749	fig|31899.10.peg.2916
TAG11750	-
TAG11751	-
TAG11752	-
TAG11753	-
TAG11754	-
TAG11755	-
TAG11756	fig|31899.10.peg.154
TAG11757	-
TAG11758	-
TAG11759	-
TAG11760	-
TAG11761	-
TAG11762	-
TAG11763	-
TAG11764	-
TAG11765	-
TAG11766	-
TAG11767	fig|31899.10.peg.2052
TAG11768	-
TAG11769	-
TAG11770	-
TAG11771	-
TAG11772	-
TAG11773	-
TAG11774	-
TAG11775	-
TAG11776	-
TAG11777	-
TAG11778	-
TAG11779	-
TAG11780	-
TAG11781	-
TAG11782	-
TAG11783	-
TAG11784	-
TAG11785	-
TAG11786	-
TAG11787	-
TAG11788	-
TAG11789	-
TAG11790	-
TAG11791	-
TAG11792	-
TAG11793	-
TAG11794	-
TAG11795	-
TAG11796	-
TAG11797	-
TAG11798	-
TAG11799	-
TAG11800	-
TAG11801	-
TAG11802	-
TAG11803	-
TAG11804	-
TAG11805	-
TAG11806	-
TAG11807	-
TAG11808	-
TAG11809	-
TAG11810	-
TAG11811	-
TAG11812	-
TAG11813	-
TAG11814	-
TAG11815	-
TAG11816	-
TAG11817	-
TAG11818	-
TAG11819	-
TAG11820	-
TAG11821	-
TAG11822	-
TAG11823	-
TAG11824	-
TAG11825	-
TAG11826	-
TAG11827	-
TAG11828	-
TAG11829	-
TAG11830	-
TAG11831	-
TAG11832	-
TAG11833	-
TAG11834	-
TAG11835	-
TAG11836	-
TAG11837	-
TAG11838	-
TAG11839	-
TAG11840	-
TAG11841	-
TAG11842	-
TAG11843	-
TAG11844	-
TAG11845	-
TAG11846	-
TAG11847	-
TAG11848	-
TAG11849	-
TAG11850	-
TAG11851	-
TAG11852	-
TAG11853	-
TAG11854	-
TAG11855	-
TAG11856	-
TAG11857	-
TAG11858	-
TAG11859	-
TAG11860	-
TAG11861	-
TAG11862	-
TAG11863	-
TAG11864	-
TAG11865	-
TAG11866	-
TAG11867	-
TAG11868	-
TAG11869	fig|31899.10.peg.1950
TAG11870	-
TAG11871	-
TAG11872	-
TAG11873	-
TAG11874	fig|31899.10.peg.1271
TAG11875	fig|31899.10.peg.1270
TAG11876	-
TAG11877	-
TAG11878	-
TAG11879	fig|31899.10.peg.1910
TAG11880	-
TAG11881	-
TAG11882	-
TAG11883	-
TAG11884	-
TAG11885	-
TAG11886	-
TAG11887	-
TAG11888	fig|31899.10.peg.384
TAG11889	-
TAG11890	-
TAG11891	-
TAG11892	-
TAG11893	-
TAG11894	-
TAG11895	-
TAG11896	-
TAG11897	-
TAG11898	-
TAG11899	-
TAG11900	-
TAG11901	-
TAG11902	-
TAG11903	-
TAG11904	-
TAG11905	-
TAG11906	-
TAG11907	-
TAG11908	-
TAG11909	-
TAG11910	-
TAG11911	-
TAG11912	-
TAG11913	-
TAG11914	-
TAG11915	-
TAG11916	-
TAG11917	-
TAG11918	-
TAG11919	-
TAG11920	-
TAG11921	-
TAG11922	-
TAG11923	-
TAG11924	-
TAG11925	-
TAG11926	-
TAG11927	-
TAG11928	-
TAG11929	-
TAG11930	-
TAG11931	-
TAG11932	-
TAG11933	-
TAG11934	-
TAG11935	-
TAG11936	-
TAG11937	-
TAG11938	-
TAG11939	-
TAG11940	-
TAG11941	-
TAG11942	-
TAG11943	-
TAG11944	-
TAG11945	-
TAG11946	fig|31899.10.peg.354
TAG11947	-
TAG11948	-
TAG11949	-
TAG11950	-
TAG11951	-
TAG11952	-
TAG11953	-
TAG11954	-
TAG11955	-
TAG11956	-
TAG11957	-
TAG11958	-
TAG11959	-
TAG11960	-
TAG11961	-
TAG11962	-
TAG11963	-
TAG11964	-
TAG11965	-
TAG11966	-
TAG11967	-
TAG11968	-
TAG11969	-
TAG11970	-
TAG11971	-
TAG11972	-
TAG11973	-
TAG11974	-
