Tag	1094508.3	203119.11	31899.1	394503.7
TAG3663	-	-	-	-
TAG3664	-	-	-	-
TAG3665	-	-	-	-
TAG3666	-	-	-	-
TAG3667	-	-	-	-
TAG3668	-	-	-	-
TAG3669	-	-	-	-
TAG3670	fig|1094508.3.peg.439|Tsac_0435	fig|203119.11.peg.2476|Cthe_2326	fig|31899.10.peg.1558|SAMN05216182_1356	fig|394503.7.peg.3464|Ccel_3387
TAG3671	-	-	-	-
TAG3672	fig|1094508.3.peg.448|Tsac_0444	-	-	-
TAG3673	-	-	-	-
TAG3674	-	fig|203119.11.peg.953|Cthe_0907	-	fig|394503.7.peg.553|Ccel_0533
TAG3675	-	-	-	-
TAG3676	-	-	-	-
TAG3677	-	-	-	-
TAG3678	-	-	-	-
TAG3679	-	-	-	-
TAG3680	-	-	-	-
TAG3681	-	-	-	-
TAG3682	-	-	-	-
TAG3683	-	-	-	-
TAG3684	-	-	-	-
TAG3685	-	-	-	-
TAG3686	-	-	-	-
TAG3687	-	-	-	-
TAG3688	-	-	-	-
TAG3689	-	-	-	-
TAG3690	-	-	-	-
TAG3691	-	-	-	-
TAG3692	-	-	-	-
TAG3693	-	-	-	-
TAG3694	-	-	-	-
TAG3695	-	-	-	-
TAG3696	-	-	-	-
TAG3697	-	-	-	-
TAG3698	-	-	-	-
TAG3699	-	-	-	-
TAG3700	-	-	-	-
TAG3701	-	-	-	-
TAG3702	-	-	fig|31899.10.peg.1280|SAMN05216182_1093	-
TAG3703	-	-	-	-
TAG3704	-	-	-	-
TAG3705	-	-	-	-
TAG3706	-	-	-	-
TAG3707	-	-	-	-
TAG3708	-	-	-	-
TAG3709	-	-	-	-
TAG3710	-	-	-	-
TAG3711	-	-	-	-
TAG3712	-	fig|203119.11.peg.1959|Cthe_1852	fig|31899.10.peg.1211|SAMN05216182_1021	fig|394503.7.peg.2985|Ccel_2900
TAG3713	-	-	-	-
TAG3714	-	-	-	-
TAG3715	-	-	-	-
TAG3716	-	-	-	-
TAG3717	-	-	-	-
TAG3718	-	-	-	-
TAG3719	-	-	-	-
TAG3720	-	-	-	-
TAG3721	-	-	-	-
TAG3722	-	-	-	-
TAG3723	-	-	-	-
TAG3724	-	-	-	-
TAG3725	-	-	-	-
TAG3726	-	-	-	-
TAG3727	-	-	-	-
TAG3728	-	-	-	-
TAG3729	-	-	-	-
TAG3730	-	-	-	-
TAG3731	-	-	-	-
TAG3732	-	-	-	-
TAG3733	-	-	-	-
TAG3734	-	-	-	-
TAG3735	-	-	-	-
TAG3736	-	-	-	-
TAG3737	-	-	-	-
TAG3738	-	-	-	-
TAG3739	-	-	-	-
TAG3740	"fig|1094508.3.peg.1845|Tsac_1821,fig|1094508.3.peg.1939|Tsac_1914,fig|1094508.3.peg.357|Tsac_0354,fig|1094508.3.peg.899|Tsac_0889"	fig|203119.11.peg.3311|Cthe_3099	"fig|31899.10.peg.1800|SAMN05216182_1590,fig|31899.10.peg.2319|SAMN05216182_2106"	-
TAG3741	-	-	-	-
TAG3742	-	-	-	-
TAG3743	-	-	-	-
TAG3744	-	-	-	-
TAG3745	-	-	-	-
TAG3746	-	-	-	-
TAG3747	-	-	-	-
TAG3748	-	-	-	-
TAG3749	-	-	-	-
TAG3750	-	-	-	-
TAG3751	-	-	-	-
TAG3752	-	-	-	-
TAG3753	-	-	-	-
TAG3754	-	-	-	-
TAG3755	-	-	-	-
TAG3756	-	-	-	-
TAG3757	-	-	-	-
TAG3758	-	-	-	-
TAG3759	-	-	-	-
TAG3760	-	-	-	-
TAG3761	-	-	-	-
TAG3762	-	-	-	-
TAG3763	-	-	-	-
TAG3764	-	-	-	-
TAG3765	-	-	-	-
TAG3766	-	-	-	-
TAG3767	-	-	-	-
TAG3768	-	-	-	-
TAG3769	-	-	-	-
TAG3770	-	-	-	-
TAG3771	-	-	-	-
TAG3772	-	-	-	-
TAG3773	-	-	-	-
TAG3774	-	-	-	-
TAG3775	-	-	-	-
TAG3776	-	-	-	-
TAG3777	-	fig|203119.11.peg.2912|Cthe_2738	-	fig|394503.7.peg.837|Ccel_0808
TAG3778	-	-	-	-
TAG3779	-	fig|203119.11.peg.603|Cthe_0580	-	fig|394503.7.peg.2022|Ccel_1965
TAG3780	-	-	-	-
TAG3781	-	-	-	-
TAG3782	fig|1094508.3.peg.421|Tsac_0416	fig|203119.11.peg.448|Cthe_0423	-	fig|394503.7.peg.3278|Ccel_3198
TAG3783	-	-	-	-
TAG3784	-	-	fig|31899.10.peg.306|SAMN05216182_0191	-
TAG3785	-	-	-	-
TAG3786	-	-	-	-
TAG3787	fig|1094508.3.peg.1725|Tsac_1702	fig|203119.11.peg.1000|Cthe_0953	fig|31899.10.peg.1865|SAMN05216182_1653	fig|394503.7.peg.634|Ccel_0612
TAG3788	-	-	-	-
TAG3789	-	-	-	-
TAG3790	-	-	-	-
TAG3791	fig|1094508.3.peg.1709|Tsac_1686	fig|203119.11.peg.1006|Cthe_0958	fig|31899.10.peg.797|SAMN05216182_0637	fig|394503.7.peg.550|Ccel_0530
TAG3792	-	-	-	-
TAG3793	-	-	-	-
TAG3794	-	-	-	-
TAG3795	-	-	-	-
TAG3796	-	-	-	-
TAG3797	-	-	-	-
TAG3798	-	-	-	-
TAG3799	-	-	-	-
TAG3800	-	-	-	-
TAG3801	-	-	-	-
TAG3802	-	-	-	-
TAG3803	-	-	-	-
TAG3804	-	-	-	-
TAG3805	-	-	-	-
TAG3806	-	-	-	-
TAG3807	-	-	-	-
TAG3808	-	-	-	-
TAG3809	-	-	-	-
TAG3810	-	-	-	-
TAG3811	-	-	-	-
TAG3812	-	-	-	-
TAG3813	-	-	-	-
TAG3814	-	-	-	-
TAG3815	-	-	-	-
TAG3816	-	-	-	-
TAG3817	-	-	-	-
TAG3818	-	-	-	-
TAG3819	-	-	-	-
TAG3820	-	-	-	-
TAG3821	-	-	-	-
TAG3822	-	-	-	-
TAG3823	-	-	-	-
TAG3824	-	-	-	-
TAG3825	-	-	-	-
TAG3826	-	-	-	-
TAG3827	-	-	-	-
TAG3828	-	-	-	-
TAG3829	-	-	-	-
TAG3830	-	-	-	-
TAG3831	-	-	-	-
TAG3832	-	-	-	-
TAG3833	-	-	-	-
TAG3834	-	-	-	-
TAG3835	-	-	-	-
TAG3836	-	-	-	-
TAG3837	-	-	-	-
TAG3838	-	-	-	-
TAG3839	-	-	-	-
TAG3840	-	-	-	-
TAG3841	-	-	-	-
TAG3842	-	-	-	-
TAG3843	-	-	-	-
TAG3844	-	-	-	-
TAG3845	-	-	-	-
TAG3846	-	-	-	-
TAG3847	fig|1094508.3.peg.796|Tsac_0789	fig|203119.11.peg.2568|Cthe_2414	fig|31899.10.peg.2306|SAMN05216182_2093	fig|394503.7.peg.36|Ccel_0034
TAG3848	-	-	-	-
TAG3849	-	-	-	-
TAG3850	fig|1094508.3.peg.1837|Tsac_1813	fig|203119.11.peg.1055|Cthe_1004	fig|31899.10.peg.2326|SAMN05216182_2113	fig|394503.7.peg.462|Ccel_0444
TAG3851	-	-	-	-
TAG3852	-	-	-	-
TAG3853	-	-	-	-
TAG3854	-	-	-	-
TAG3855	-	-	-	-
TAG3856	fig|1094508.3.peg.1774|Tsac_1750	fig|203119.11.peg.983|Cthe_0936	fig|31899.10.peg.1637|SAMN05216182_1433	"fig|394503.7.peg.1255|Ccel_1215,fig|394503.7.peg.705|Ccel_0682"
TAG3857	fig|1094508.3.peg.1775|Tsac_1751	-	-	-
TAG3858	"fig|1094508.3.peg.176|Tsac_0175,fig|1094508.3.peg.177|Tsac_0176"	fig|203119.11.peg.181|Cthe_0169	-	-
TAG3859	-	-	-	-
TAG3860	fig|1094508.3.peg.1243|Tsac_1229	fig|203119.11.peg.182|Cthe_0170	-	-
TAG3861	-	-	-	-
TAG3862	-	-	-	-
TAG3863	-	-	-	-
TAG3864	-	"fig|203119.11.peg.1265|Cthe_1201,fig|203119.11.peg.649|Cthe_0622"	"fig|31899.10.peg.1850|SAMN05216182_1639,fig|31899.10.peg.2283|SAMN05216182_2071,fig|31899.10.peg.2293|SAMN05216182_2081"	-
TAG3865	-	-	-	-
TAG3866	-	-	-	-
TAG3867	-	-	-	-
TAG3868	fig|1094508.3.peg.1624|Tsac_1603	fig|203119.11.peg.2184|Cthe_2058	fig|31899.10.peg.444|SAMN05216182_0317	-
TAG3869	-	-	-	-
TAG3870	-	-	-	-
TAG3871	-	-	-	-
TAG3872	fig|1094508.3.peg.1831|Tsac_1807	fig|203119.11.peg.520|Cthe_0493	fig|31899.10.peg.2701|SAMN05216182_2459	fig|394503.7.peg.2080|Ccel_2024
TAG3873	fig|1094508.3.peg.1818|Tsac_1794	fig|203119.11.peg.506|Cthe_0479	fig|31899.10.peg.2714|SAMN05216182_2472	fig|394503.7.peg.2093|Ccel_2037
TAG3874	-	-	-	-
TAG3875	-	-	-	-
TAG3876	-	-	-	-
TAG3877	-	-	-	-
TAG3878	-	-	-	-
TAG3879	-	-	-	-
TAG3880	-	-	-	-
TAG3881	-	-	-	-
TAG3882	-	-	-	-
TAG3883	-	-	-	-
TAG3884	-	-	-	-
TAG3885	-	-	-	-
TAG3886	-	-	-	-
TAG3887	-	-	-	-
TAG3888	-	-	-	-
TAG3889	-	-	-	-
TAG3890	-	-	-	-
TAG3891	-	-	-	-
TAG3892	-	-	-	-
TAG3893	-	-	-	-
TAG3894	-	-	-	-
TAG3895	-	fig|203119.11.peg.742|Cthe_0705	fig|31899.10.peg.1808|SAMN05216182_1598	-
TAG3896	-	-	-	-
TAG3897	-	-	-	-
TAG3898	-	-	-	-
TAG3899	-	-	-	-
TAG3900	-	-	-	-
TAG3901	-	-	-	-
TAG3902	-	-	-	-
TAG3903	-	-	-	-
TAG3904	-	-	-	-
TAG3905	-	-	-	-
TAG3906	-	-	-	-
TAG3907	-	-	-	-
TAG3908	-	-	-	-
TAG3909	-	-	-	-
TAG3910	-	-	-	-
TAG3911	-	-	-	-
TAG3912	-	-	-	-
TAG3913	-	-	-	-
TAG3914	-	-	-	-
TAG3915	"fig|1094508.3.peg.2179|Tsac_2152,fig|1094508.3.peg.2502|Tsac_2467"	-	-	-
TAG3916	-	-	-	-
TAG3917	fig|1094508.3.peg.195|Tsac_0195	-	-	-
TAG3918	-	"fig|203119.11.peg.1355|Cthe_1284,fig|203119.11.peg.299|Cthe_0282"	fig|31899.10.peg.987|SAMN05216182_0819	"fig|394503.7.peg.1374|Ccel_1334,fig|394503.7.peg.1943|Ccel_1888"
TAG3919	-	-	-	-
TAG3920	-	-	-	-
TAG3921	-	-	-	-
TAG3922	-	-	-	-
TAG3923	-	-	-	-
TAG3924	-	-	fig|31899.10.peg.1719|SAMN05216182_1509	"fig|394503.7.peg.1022|Ccel_0988,fig|394503.7.peg.1675|Ccel_1625"
TAG3925	-	-	-	-
TAG3926	-	-	-	-
TAG3927	-	-	fig|31899.10.peg.2175|SAMN05216182_1955	-
TAG3928	-	-	-	-
TAG3929	-	-	-	-
TAG3930	fig|1094508.3.peg.1512|Tsac_1492	fig|203119.11.peg.392|Cthe_0368	fig|31899.10.peg.2145|SAMN05216182_1925	fig|394503.7.peg.2268|Ccel_2205
TAG3931	fig|1094508.3.peg.990|Tsac_0979	fig|203119.11.peg.1888|Cthe_1790	fig|31899.10.peg.2338|SAMN05216182_2125	fig|394503.7.peg.342|Ccel_0326
TAG3932	-	-	-	-
TAG3933	fig|1094508.3.peg.104|Tsac_0103	fig|203119.11.peg.2857|Cthe_2685	fig|31899.10.peg.2918|SAMN05216182_2665	fig|394503.7.peg.3028|Ccel_2942
TAG3934	-	-	-	-
TAG3935	-	-	-	-
TAG3936	-	-	-	-
TAG3937	-	-	-	-
TAG3938	fig|1094508.3.peg.1798|Tsac_1774	fig|203119.11.peg.487|Cthe_0460	fig|31899.10.peg.2737|SAMN05216182_2494	fig|394503.7.peg.2113|Ccel_2056
TAG3939	-	fig|203119.11.peg.1885|Cthe_1787	fig|31899.10.peg.627|SAMN05216182_0484	fig|394503.7.peg.351|Ccel_0335
TAG3940	-	-	-	-
TAG3941	-	-	-	-
TAG3942	-	-	-	-
TAG3943	-	-	-	-
TAG3944	-	-	-	-
TAG3945	-	-	-	-
TAG3946	fig|1094508.3.peg.1161|Tsac_1148	-	-	-
TAG3947	-	-	-	-
TAG3948	-	-	-	-
TAG3949	-	-	-	-
TAG3950	-	-	-	-
TAG3951	-	-	-	-
TAG3952	-	-	-	-
TAG3953	-	-	-	-
TAG3954	-	-	-	-
TAG3955	-	-	-	-
TAG3956	-	-	-	-
TAG3957	-	-	-	-
TAG3958	-	-	-	-
TAG3959	-	-	-	-
TAG3960	-	-	-	-
TAG3961	-	-	-	-
TAG3962	-	-	-	-
TAG3963	-	-	-	-
TAG3964	-	-	-	-
TAG3965	-	-	-	-
TAG3966	-	-	-	-
TAG3967	-	-	-	-
TAG3968	-	-	-	-
TAG3969	-	-	-	-
TAG3970	-	-	-	-
TAG3971	-	-	-	-
TAG3972	-	-	-	-
TAG3973	-	-	-	-
TAG3974	-	-	-	-
TAG3975	-	-	-	-
TAG3976	-	-	-	-
TAG3977	-	-	-	-
TAG3978	-	-	-	-
TAG3979	-	-	-	-
TAG3980	-	-	-	-
TAG3981	-	-	-	-
TAG3982	-	-	-	-
TAG3983	-	fig|203119.11.peg.715|Cthe_0680	-	-
TAG3984	-	-	-	-
TAG3985	-	-	-	-
TAG3986	-	-	-	-
TAG3987	-	-	-	-
TAG3988	-	-	-	-
TAG3989	-	-	-	-
TAG3990	-	-	-	-
TAG3991	-	-	-	-
TAG3992	-	-	-	-
TAG3993	-	-	-	-
TAG3994	-	-	-	-
TAG3995	-	-	-	-
TAG3996	fig|1094508.3.peg.661|Tsac_0652	-	-	-
TAG3997	-	-	-	-
TAG3998	-	-	-	-
TAG3999	-	-	-	-
TAG4000	-	-	"fig|31899.10.peg.2176|SAMN05216182_1956,fig|31899.10.peg.2180|SAMN05216182_1960,fig|31899.10.peg.2750|SAMN05216182_2508,fig|31899.10.peg.622|SAMN05216182_0479"	-
TAG4001	-	-	-	-
TAG4002	-	-	-	-
TAG4003	-	-	-	-
TAG4004	-	-	fig|31899.10.peg.614|SAMN05216182_0471	-
TAG4005	-	-	-	-
TAG4006	-	-	-	-
TAG4007	-	-	-	-
TAG4008	-	-	-	-
TAG4009	-	-	-	-
TAG4010	-	-	-	-
TAG4011	-	-	-	-
TAG4012	-	-	-	-
TAG4013	-	-	-	-
TAG4014	-	-	-	-
TAG4015	-	fig|203119.11.peg.3331|Cthe_3119	-	-
TAG4016	-	-	-	-
TAG4017	-	-	-	-
TAG4018	-	-	-	-
TAG4019	-	-	-	-
TAG4020	-	-	-	-
TAG4021	-	-	-	-
TAG4022	-	-	-	-
TAG4023	-	-	-	-
TAG4024	-	-	-	-
TAG4025	-	-	-	-
TAG4026	-	-	-	-
TAG4027	-	-	-	-
TAG4028	-	-	-	-
TAG4029	-	-	-	-
TAG4030	-	-	-	-
TAG4031	-	-	-	-
TAG4032	fig|1094508.3.peg.2645|Tsac_2610	fig|203119.11.peg.2196|Cthe_2070	fig|31899.10.peg.2016|SAMN05216182_1805	fig|394503.7.peg.3415|Ccel_3339
TAG4033	-	-	-	-
TAG4034	-	-	-	-
TAG4035	-	-	-	-
TAG4036	-	-	-	-
TAG4037	-	fig|203119.11.peg.731|Cthe_0696	-	fig|394503.7.peg.1793|Ccel_1741
TAG4038	-	-	-	-
TAG4039	-	-	-	-
TAG4040	-	-	-	-
TAG4041	-	-	-	-
TAG4042	-	-	-	-
TAG4043	-	-	-	-
TAG4044	-	-	-	-
TAG4045	-	-	-	-
TAG4046	-	-	-	-
TAG4047	-	-	-	-
TAG4048	-	-	-	-
TAG4049	-	-	-	-
TAG4050	-	-	-	-
TAG4051	-	-	-	-
TAG4052	-	-	-	-
TAG4053	-	-	-	-
TAG4054	-	-	-	-
TAG4055	-	-	-	-
TAG4056	-	-	-	-
TAG4057	-	-	-	-
TAG4058	-	-	-	-
TAG4059	-	-	-	-
TAG4060	-	-	-	-
TAG4061	-	-	-	-
TAG4062	-	-	-	-
TAG4063	-	-	-	-
TAG4064	-	-	-	-
TAG4065	-	-	-	-
TAG4066	-	-	-	-
TAG4067	-	-	-	-
TAG4068	-	-	-	-
TAG4069	-	-	-	-
TAG4070	-	-	-	-
TAG4071	-	-	-	-
TAG4072	-	-	-	-
TAG4073	-	-	-	-
TAG4074	-	-	-	-
TAG4075	-	-	-	-
TAG4076	-	-	-	-
TAG4077	-	-	-	-
TAG4078	fig|1094508.3.peg.2579|Tsac_2544	-	-	-
TAG4079	-	-	-	-
TAG4080	-	-	-	-
TAG4081	-	-	-	-
TAG4082	-	-	-	-
TAG4083	-	-	-	-
TAG4084	-	-	-	-
TAG4085	-	-	-	-
TAG4086	-	-	-	-
TAG4087	-	-	-	-
TAG4088	-	-	-	-
TAG4089	-	-	-	-
TAG4090	-	-	-	-
TAG4091	-	-	-	-
TAG4092	-	-	-	-
TAG4093	-	-	-	-
TAG4094	-	-	-	-
TAG4095	-	-	-	-
TAG4096	-	-	-	-
TAG4097	-	-	-	-
TAG4098	-	fig|203119.11.peg.394|Cthe_0370	-	fig|394503.7.peg.2266|Ccel_2203
TAG4099	-	-	-	-
TAG4100	-	-	-	-
TAG4101	-	-	-	-
TAG4102	-	-	-	-
TAG4103	-	-	-	-
TAG4104	-	-	-	-
TAG4105	-	-	-	-
TAG4106	-	-	-	-
TAG4107	-	-	-	-
TAG4108	fig|1094508.3.peg.1057|Tsac_1045	fig|203119.11.peg.3142|Cthe_2939	fig|31899.10.peg.2194|SAMN05216182_1976	fig|394503.7.peg.821|Ccel_0793
TAG4109	-	-	-	-
TAG4110	fig|1094508.3.peg.1024|Tsac_1012	fig|203119.11.peg.3107|Cthe_2904	fig|31899.10.peg.2253|SAMN05216182_2042	fig|394503.7.peg.787|Ccel_0759
TAG4111	fig|1094508.3.peg.2112|Tsac_2085	fig|203119.11.peg.396|Cthe_0372	fig|31899.10.peg.1085|SAMN05216182_0909	fig|394503.7.peg.2621|Ccel_2545
TAG4112	-	-	-	-
TAG4113	-	-	-	-
TAG4114	-	-	-	-
TAG4115	-	-	-	-
TAG4116	-	-	-	-
TAG4117	-	-	-	-
TAG4118	-	-	-	-
TAG4119	-	-	-	-
TAG4120	-	-	-	-
TAG4121	-	-	-	-
TAG4122	-	-	-	-
TAG4123	-	-	-	-
TAG4124	-	-	-	-
TAG4125	-	-	-	-
TAG4126	-	-	-	-
TAG4127	-	-	-	-
TAG4128	-	-	-	-
TAG4129	-	-	-	-
TAG4130	-	-	-	-
TAG4131	-	-	-	-
TAG4132	-	-	-	-
TAG4133	-	-	-	-
TAG4134	-	-	fig|31899.10.peg.3034|SAMN05216182_2770	-
TAG4135	-	-	-	-
TAG4136	fig|1094508.3.peg.1245|Tsac_1231	fig|203119.11.peg.214|Cthe_0201	fig|31899.10.peg.2933|SAMN05216182_2680	-
TAG4137	fig|1094508.3.peg.1549|Tsac_1528	-	fig|31899.10.peg.1002|SAMN05216182_0833	-
TAG4138	fig|1094508.3.peg.2154|Tsac_2127	"fig|203119.11.peg.363|Cthe_0341,fig|203119.11.peg.454|Cthe_0429"	fig|31899.10.peg.1786|SAMN05216182_1576	"fig|394503.7.peg.2299|Ccel_2233,fig|394503.7.peg.2374|Ccel_2304"
TAG4139	-	-	-	-
TAG4140	-	fig|203119.11.peg.455|Cthe_0430	-	fig|394503.7.peg.2373|Ccel_2303
TAG4141	-	-	-	fig|394503.7.peg.968|Ccel_0933
TAG4142	-	-	-	-
TAG4143	-	-	-	-
TAG4144	-	-	-	-
TAG4145	-	-	-	-
TAG4146	-	-	-	-
TAG4147	-	-	-	-
TAG4148	-	-	-	-
TAG4149	-	-	-	-
TAG4150	-	-	-	-
TAG4151	-	-	-	-
TAG4152	-	-	-	-
TAG4153	-	-	-	-
TAG4154	-	-	-	-
TAG4155	-	-	-	-
TAG4156	-	-	-	-
TAG4157	-	-	-	-
TAG4158	-	-	-	-
TAG4159	-	-	-	-
TAG4160	-	-	-	-
TAG4161	-	-	-	-
TAG4162	-	-	-	-
TAG4163	-	-	-	-
TAG4164	-	-	-	-
TAG4165	-	-	-	-
TAG4166	-	-	-	-
TAG4167	-	-	-	-
TAG4168	-	-	-	-
TAG4169	-	-	-	-
TAG4170	fig|1094508.3.peg.1911|Tsac_1887	fig|203119.11.peg.729|Cthe_0694	fig|31899.10.peg.1802|SAMN05216182_1592	-
TAG4171	-	-	-	-
TAG4172	-	-	-	-
TAG4173	-	-	-	-
TAG4174	-	-	-	-
TAG4175	-	-	-	-
TAG4176	-	-	-	-
TAG4177	-	-	-	-
TAG4178	-	-	-	-
TAG4179	-	-	-	-
TAG4180	-	-	-	-
TAG4181	fig|1094508.3.peg.686|Tsac_0677	fig|203119.11.peg.3231|Cthe_3022	fig|31899.10.peg.1565|SAMN05216182_1363	fig|394503.7.peg.3447|Ccel_3369
TAG4182	-	-	-	-
TAG4183	-	-	-	-
TAG4184	-	fig|203119.11.peg.1481|Cthe_1399	fig|31899.10.peg.2456|SAMN05216182_2239	fig|394503.7.peg.246|Ccel_0233
TAG4185	-	-	-	-
TAG4186	fig|1094508.3.peg.1369|Tsac_1355	fig|203119.11.peg.380|Cthe_0357	fig|31899.10.peg.123|SAMN05216182_0052	fig|394503.7.peg.2279|Ccel_2215
TAG4187	-	-	-	-
TAG4188	-	-	-	-
TAG4189	-	-	-	-
TAG4190	fig|1094508.3.peg.1618|Tsac_1596	fig|203119.11.peg.1074|Cthe_1022	-	fig|394503.7.peg.2188|Ccel_2129
TAG4191	fig|1094508.3.peg.1615|Tsac_1593	fig|203119.11.peg.1077|Cthe_1025	fig|31899.10.peg.1206|SAMN05216182_1016	fig|394503.7.peg.2191|Ccel_2132
TAG4192	-	-	-	-
TAG4193	-	-	-	-
TAG4194	-	-	-	-
TAG4195	-	-	-	-
TAG4196	-	-	-	-
TAG4197	-	-	-	-
TAG4198	-	-	-	-
TAG4199	"fig|1094508.3.peg.1091|Tsac_1079,fig|1094508.3.peg.471|Tsac_0466,fig|1094508.3.peg.481|Tsac_0477,fig|1094508.3.peg.853|Tsac_0844"	"fig|203119.11.peg.2126|Cthe_2005,fig|203119.11.peg.2926|Cthe_2750,fig|203119.11.peg.864|Cthe_0822"	"fig|31899.10.peg.2360|SAMN05216182_2147,fig|31899.10.peg.658|SAMN05216182_0514"	-
TAG4200	-	-	-	-
TAG4201	-	-	-	-
TAG4202	-	-	-	-
TAG4203	-	-	-	-
TAG4204	-	-	-	-
TAG4205	-	-	-	-
TAG4206	-	-	-	-
TAG4207	-	-	-	-
TAG4208	-	-	-	-
TAG4209	-	-	-	-
TAG4210	-	-	-	-
TAG4211	-	-	-	-
TAG4212	-	-	-	-
TAG4213	-	-	-	-
TAG4214	-	-	-	-
TAG4215	-	-	-	-
TAG4216	-	-	-	-
TAG4217	-	-	-	-
TAG4218	-	-	-	-
TAG4219	-	-	-	-
TAG4220	fig|1094508.3.peg.2389|Tsac_2358	-	-	-
TAG4221	-	-	-	-
TAG4222	-	-	-	-
TAG4223	-	-	-	-
TAG4224	-	-	-	-
TAG4225	-	-	-	-
TAG4226	-	-	-	-
TAG4227	-	-	-	-
TAG4228	-	-	-	-
TAG4229	-	-	-	-
TAG4230	-	-	-	-
TAG4231	-	-	-	-
TAG4232	-	-	-	-
TAG4233	-	-	-	-
TAG4234	-	-	-	-
TAG4235	-	-	-	-
TAG4236	-	-	-	-
TAG4237	-	-	-	-
TAG4238	-	-	-	-
TAG4239	fig|1094508.3.peg.978|Tsac_0967	fig|203119.11.peg.1353|Cthe_1282	fig|31899.10.peg.2005|SAMN05216182_1790	fig|394503.7.peg.1940|Ccel_1885
TAG4240	-	-	-	-
TAG4241	-	-	-	-
TAG4242	-	-	-	-
TAG4243	-	-	-	-
TAG4244	-	-	-	-
TAG4245	-	-	-	-
TAG4246	-	-	-	-
TAG4247	-	-	-	-
TAG4248	-	-	-	-
TAG4249	-	-	-	-
TAG4250	-	-	-	-
TAG4251	-	-	-	-
TAG4252	-	-	-	-
TAG4253	-	-	-	-
TAG4254	-	-	-	-
TAG4255	-	-	-	-
TAG4256	-	-	-	-
TAG4257	-	-	-	-
TAG4258	-	-	-	-
TAG4259	-	-	-	-
TAG4260	-	-	-	-
TAG4261	-	-	-	-
TAG4262	-	-	-	-
TAG4263	-	-	-	-
TAG4264	-	-	-	-
TAG4265	-	-	-	-
TAG4266	-	-	-	-
TAG4267	-	-	-	-
TAG4268	-	-	-	-
TAG4269	-	-	-	-
TAG4270	-	-	-	-
TAG4271	-	-	-	-
TAG4272	-	-	-	-
TAG4273	-	-	-	-
TAG4274	-	-	-	-
TAG4275	-	-	-	-
TAG4276	-	-	-	-
TAG4277	-	-	-	-
TAG4278	fig|1094508.3.peg.2237|Tsac_2210	fig|203119.11.peg.579|Cthe_0556	fig|31899.10.peg.2034|SAMN05216182_1826	fig|394503.7.peg.2513
TAG4279	-	-	-	-
TAG4280	-	-	-	-
TAG4281	-	-	-	fig|394503.7.peg.3188|Ccel_3109
TAG4282	fig|1094508.3.peg.377|Tsac_0371	fig|203119.11.peg.278|Cthe_0265	fig|31899.10.peg.2681|SAMN05216182_2439	fig|394503.7.peg.1227|Ccel_1188
TAG4283	-	-	-	-
TAG4284	-	-	-	-
TAG4285	-	-	-	-
TAG4286	-	-	-	-
TAG4287	-	-	-	-
TAG4288	-	-	-	-
TAG4289	-	-	-	-
TAG4290	-	-	-	-
TAG4291	-	-	-	-
TAG4292	-	-	-	-
TAG4293	-	-	-	-
TAG4294	-	-	-	-
TAG4295	-	-	-	-
TAG4296	-	-	-	-
TAG4297	-	-	-	-
TAG4298	-	-	-	-
TAG4299	-	-	-	-
TAG4300	-	-	-	-
TAG4301	-	-	-	-
TAG4302	-	-	-	-
TAG4303	-	-	-	-
TAG4304	-	-	-	-
TAG4305	-	-	-	-
TAG4306	-	-	-	-
TAG4307	-	-	-	-
TAG4308	-	-	-	-
TAG4309	-	-	-	-
TAG4310	-	-	-	-
TAG4311	-	-	-	-
TAG4312	-	-	-	-
TAG4313	-	-	-	-
TAG4314	-	-	-	-
TAG4315	-	-	-	-
TAG4316	-	-	-	-
TAG4317	-	-	-	-
TAG4318	-	-	-	-
TAG4319	-	-	-	-
TAG4320	-	-	-	-
TAG4321	-	-	-	-
TAG4322	-	-	-	-
TAG4323	-	-	-	-
TAG4324	-	-	-	-
TAG4325	-	-	-	-
TAG4326	-	-	-	-
TAG4327	-	-	fig|31899.10.peg.2776|SAMN05216182_2532	-
TAG4328	-	-	-	-
TAG4329	-	-	-	-
TAG4330	-	-	-	-
TAG4331	-	-	-	-
TAG4332	-	-	-	-
TAG4333	-	-	-	-
TAG4334	-	-	-	-
TAG4335	fig|1094508.3.peg.1980|Tsac_1955	-	"fig|31899.10.peg.2394|SAMN05216182_2180,fig|31899.10.peg.2395|SAMN05216182_2181"	-
TAG4336	-	-	-	-
TAG4337	-	-	-	-
TAG4338	-	-	-	-
TAG4339	-	-	-	-
TAG4340	fig|1094508.3.peg.1009|Tsac_0997	fig|203119.11.peg.2892|Cthe_2718	-	fig|394503.7.peg.322|Ccel_0306
TAG4341	fig|1094508.3.peg.1011|Tsac_0999	fig|203119.11.peg.2894|Cthe_2720	fig|31899.10.peg.2026|SAMN05216182_1815	fig|394503.7.peg.324|Ccel_0308
TAG4342	-	-	-	-
TAG4343	-	-	-	-
TAG4344	-	-	-	-
TAG4345	-	-	-	-
TAG4346	-	-	-	-
TAG4347	-	-	-	-
TAG4348	-	fig|203119.11.peg.1510|Cthe_1426	-	fig|394503.7.peg.2673|Ccel_2597
