Tag	1094508.3	203119.11	394503.7
TAG11488	-	Cthe_1531	-
TAG11489	-	Cthe_1532	-
TAG11490	-	Cthe_1533	-
TAG11491	-	Cthe_1534	-
TAG11492	-	Cthe_1535	-
TAG11493	-	Cthe_1538	-
TAG11494	-	Cthe_1539	-
TAG11495	-	Cthe_1540	-
TAG11496	-	Cthe_1541	-
TAG11497	-	Cthe_1542	-
TAG11498	-	Cthe_1543	-
TAG11499	-	Cthe_1544	-
TAG11500	-	-	-
TAG11501	-	Cthe_1547	-
TAG11502	-	Cthe_1549	-
TAG11503	-	-	-
TAG11504	-	-	-
TAG11505	-	-	-
TAG11506	-	-	-
TAG11507	-	Cthe_1552	-
TAG11508	-	Cthe_1553	-
TAG11509	-	-	-
TAG11510	Tsac_2571	Cthe_1555	-
TAG11511	Tsac_2570	Cthe_1556	-
TAG11512	-	Cthe_1561	-
TAG11513	-	Cthe_1562	-
TAG11514	-	Cthe_1563	-
TAG11515	Tsac_1128	Cthe_1564	-
TAG11516	-	Cthe_1565	-
TAG11517	-	Cthe_1566	-
TAG11518	-	Cthe_1567	-
TAG11519	-	Cthe_1569	-
TAG11520	-	Cthe_1570	-
TAG11521	-	Cthe_1571	-
TAG11522	Tsac_2240	Cthe_1573	Ccel_1616
TAG11523	-	Cthe_1574	-
TAG11524	Tsac_2472	Cthe_1575	Ccel_3381
TAG11525	-	Cthe_1577	-
TAG11526	-	Cthe_1585	-
TAG11527	-	Cthe_1586	-
TAG11528	-	Cthe_1588	-
TAG11529	-	Cthe_1590	-
TAG11530	-	-	-
TAG11531	-	Cthe_1591	-
TAG11532	Tsac_2110	Cthe_0157	Ccel_1318
TAG11533	Tsac_0372	Cthe_1592	Ccel_2611
TAG11534	-	Cthe_1593	-
TAG11535	-	-	-
TAG11536	-	Cthe_1595	-
TAG11537	-	Cthe_1596	-
TAG11538	-	Cthe_1597	-
TAG11539	-	Cthe_1599	-
TAG11540	-	Cthe_1605	-
TAG11541	-	-	-
TAG11542	-	Cthe_1611	-
TAG11543	-	Cthe_0159	-
TAG11544	-	Cthe_1620	-
TAG11545	-	Cthe_1631	-
TAG11546	-	-	-
TAG11547	-	-	-
TAG11548	-	-	-
TAG11549	-	Cthe_1646	-
TAG11550	-	Cthe_1648	-
TAG11551	-	-	-
TAG11552	-	Cthe_1656	-
TAG11553	-	Cthe_1657	-
TAG11554	-	Cthe_1660	-
TAG11555	-	Cthe_1661	-
TAG11556	-	Cthe_1662	-
TAG11557	-	Cthe_1663	-
TAG11558	-	Cthe_1664	-
TAG11559	-	Cthe_1665	-
TAG11560	-	Cthe_1666	-
TAG11561	-	Cthe_1667	-
TAG11562	-	Cthe_1668	-
TAG11563	-	Cthe_1669	-
TAG11564	-	Cthe_1672	-
TAG11565	-	Cthe_1673	-
TAG11566	-	Cthe_1674	-
TAG11567	-	Cthe_1675	-
TAG11568	-	Cthe_1676	-
TAG11569	-	Cthe_1677	-
TAG11570	-	-	-
TAG11571	-	Cthe_1678	-
TAG11572	-	Cthe_1682	-
TAG11573	-	Cthe_1683	-
TAG11574	-	Cthe_1684	-
TAG11575	-	Cthe_1685	-
TAG11576	-	Cthe_1686	-
TAG11577	-	Cthe_1687	-
TAG11578	-	Cthe_1688	-
TAG11579	-	Cthe_1689	-
TAG11580	-	Cthe_1691	-
TAG11581	-	Cthe_1692	-
TAG11582	-	Cthe_1693	-
TAG11583	-	Cthe_1694	-
TAG11584	-	Cthe_1695	-
TAG11585	-	Cthe_1696	-
TAG11586	-	-	-
TAG11587	-	Cthe_1700	-
TAG11588	-	Cthe_1701	-
TAG11589	-	Cthe_0167	-
TAG11590	-	Cthe_0017	-
TAG11591	-	Cthe_1705	-
TAG11592	-	Cthe_1706	-
TAG11593	-	Cthe_1707	-
TAG11594	-	Cthe_1708	-
TAG11595	-	Cthe_1709	-
TAG11596	-	Cthe_1711	-
TAG11597	-	Cthe_1712	-
TAG11598	-	-	-
TAG11599	-	Cthe_0168	-
TAG11600	-	Cthe_1718	-
TAG11601	-	Cthe_1719	-
TAG11602	-	Cthe_1720	-
TAG11603	-	Cthe_1721	-
TAG11604	-	Cthe_1723	-
TAG11605	-	-	-
TAG11606	-	Cthe_1724	-
TAG11607	-	Cthe_1725	-
TAG11608	-	Cthe_1726	-
TAG11609	-	Cthe_1727	-
TAG11610	-	Cthe_1728	-
TAG11611	-	Cthe_1730	-
TAG11612	-	-	-
TAG11613	-	Cthe_1734	-
TAG11614	-	Cthe_1735	-
TAG11615	-	Cthe_1736	-
TAG11616	-	Cthe_1737	-
TAG11617	-	Cthe_1738	-
TAG11618	-	Cthe_1739	-
TAG11619	-	Cthe_1740	-
TAG11620	-	Cthe_1741	-
TAG11621	-	Cthe_0171	-
TAG11622	-	Cthe_1744	-
TAG11623	-	Cthe_1745	-
TAG11624	-	Cthe_1747	-
TAG11625	-	Cthe_1748	-
TAG11626	-	Cthe_0172	-
TAG11627	-	Cthe_1756	-
TAG11628	-	-	-
TAG11629	-	Cthe_1758	-
TAG11630	-	-	-
TAG11631	-	Cthe_0173	-
TAG11632	-	Cthe_1764	-
TAG11633	-	Cthe_1765	-
TAG11634	-	Cthe_1769	-
TAG11635	-	Cthe_1770	-
TAG11636	Tsac_1436	Cthe_1772	Ccel_2459
TAG11637	-	Cthe_0174	Ccel_0371
TAG11638	Tsac_2627	Cthe_1777	Ccel_0798
TAG11639	-	Cthe_1778	-
TAG11640	-	Cthe_1779	-
TAG11641	-	Cthe_1780	-
TAG11642	-	Cthe_1781	-
TAG11643	-	-	-
TAG11644	Tsac_1046	Cthe_1783	Ccel_0794
TAG11645	-	-	-
TAG11646	-	Cthe_0176	Ccel_1342
TAG11647	-	Cthe_1793	-
TAG11648	-	-	-
TAG11649	Tsac_2618	Cthe_1799	Ccel_2884
TAG11650	-	-	-
TAG11651	-	Cthe_0177	-
TAG11652	-	Cthe_0018	-
TAG11653	-	Cthe_1800	-
TAG11654	-	Cthe_1802	Ccel_1183
TAG11655	-	Cthe_1803	Ccel_1182
TAG11656	-	-	-
TAG11657	-	Cthe_1806	-
TAG11658	-	-	-
TAG11659	-	-	-
TAG11660	-	-	-
TAG11661	-	-	-
TAG11662	-	-	-
TAG11663	-	Cthe_1807	-
TAG11664	-	Cthe_1808	-
TAG11665	-	Cthe_1812	-
TAG11666	-	Cthe_1814	-
TAG11667	-	Cthe_1815	-
TAG11668	-	Cthe_1816	-
TAG11669	-	Cthe_1818	-
TAG11670	"Tsac_2229,Tsac_2604"	Cthe_1821	-
TAG11671	-	Cthe_1825	-
TAG11672	-	Cthe_1826	-
TAG11673	-	Cthe_1827	-
TAG11674	-	Cthe_1828	-
TAG11675	-	Cthe_1829	-
TAG11676	-	Cthe_1830	-
TAG11677	-	Cthe_1831	-
TAG11678	-	Cthe_1832	-
TAG11679	-	Cthe_1833	-
TAG11680	Tsac_1681	Cthe_0181	Ccel_1347
TAG11681	-	Cthe_1834	-
TAG11682	-	Cthe_1835	-
TAG11683	-	-	-
TAG11684	-	Cthe_1836	-
TAG11685	-	Cthe_1837	-
TAG11686	-	Cthe_1843	-
TAG11687	-	Cthe_1849	Ccel_0745
TAG11688	-	Cthe_1850	Ccel_1716
TAG11689	-	Cthe_1851	-
TAG11690	-	Cthe_1854	-
TAG11691	-	Cthe_0184	-
TAG11692	-	-	-
TAG11693	Tsac_0804	Cthe_1864	Ccel_2911
TAG11694	-	Cthe_1865	-
TAG11695	-	-	-
TAG11696	-	Cthe_0185	-
TAG11697	-	Cthe_1871	-
TAG11698	-	Cthe_1873	-
TAG11699	-	Cthe_1874	-
TAG11700	-	Cthe_1875	-
TAG11701	-	Cthe_1876	-
TAG11702	-	-	-
TAG11703	-	-	-
TAG11704	-	Cthe_1880	-
TAG11705	-	Cthe_1881	-
TAG11706	-	Cthe_1882	-
TAG11707	-	-	-
TAG11708	-	-	-
TAG11709	-	Cthe_1885	-
TAG11710	-	Cthe_0019	-
TAG11711	Tsac_1546	Cthe_0001	-
TAG11712	-	Cthe_1887	-
TAG11713	-	Cthe_1888	-
TAG11714	-	Cthe_1889	-
TAG11715	-	Cthe_1890	-
TAG11716	-	-	-
TAG11717	-	-	-
TAG11718	-	Cthe_1893	-
TAG11719	-	Cthe_1894	-
TAG11720	-	-	-
TAG11721	-	Cthe_1899	-
TAG11722	-	-	-
TAG11723	-	-	-
TAG11724	-	Cthe_1901	-
TAG11725	-	Cthe_1902	-
TAG11726	-	Cthe_1903	-
TAG11727	-	Cthe_1904	-
TAG11728	-	Cthe_1905	-
TAG11729	-	Cthe_1906	-
TAG11730	-	Cthe_1907	-
TAG11731	-	Cthe_1908	-
TAG11732	-	Cthe_1909	Ccel_2334
TAG11733	-	Cthe_1910	-
TAG11734	-	Cthe_1911	-
TAG11735	-	Cthe_1912	-
TAG11736	-	Cthe_1913	-
TAG11737	-	Cthe_1914	-
TAG11738	-	Cthe_1915	-
TAG11739	-	Cthe_0190	-
TAG11740	-	Cthe_1919	Ccel_0293
TAG11741	-	Cthe_1922	-
TAG11742	-	Cthe_0191	-
TAG11743	-	Cthe_1925	-
TAG11744	-	Cthe_1926	-
TAG11745	-	Cthe_1927	-
TAG11746	-	Cthe_1928	-
TAG11747	-	Cthe_1929	-
TAG11748	"Tsac_1240,Tsac_0373"	"Cthe_1857,Cthe_1930"	"Ccel_2904,Ccel_0290"
TAG11749	Tsac_0301	Cthe_1931	Ccel_0289
TAG11750	-	Cthe_1932	-
TAG11751	-	Cthe_1934	-
TAG11752	-	Cthe_1940	-
TAG11753	-	Cthe_1942	-
TAG11754	Tsac_1485	Cthe_1944	-
TAG11755	-	Cthe_0193	-
TAG11756	"Tsac_1054,Tsac_0928"	"Cthe_1945,Cthe_1946"	"Ccel_1779,Ccel_0360"
TAG11757	-	Cthe_1949	-
TAG11758	-	Cthe_1950	-
TAG11759	-	Cthe_1951	-
TAG11760	-	Cthe_1952	-
TAG11761	-	Cthe_0194	-
TAG11762	-	-	-
TAG11763	-	Cthe_1957	-
TAG11764	-	-	-
TAG11765	-	Cthe_1958	Ccel_0352
TAG11766	-	Cthe_1960	-
TAG11767	-	Cthe_1962	Ccel_0347
TAG11768	-	Cthe_1963	-
TAG11769	-	Cthe_1964	-
TAG11770	-	Cthe_1965	-
TAG11771	-	-	-
TAG11772	-	Cthe_1966	-
TAG11773	-	Cthe_1967	-
TAG11774	-	Cthe_1968	-
TAG11775	-	Cthe_1969	-
TAG11776	-	Cthe_1970	-
TAG11777	-	Cthe_1971	-
TAG11778	-	Cthe_1972	-
TAG11779	-	Cthe_0195	-
TAG11780	-	Cthe_1973	-
TAG11781	-	Cthe_1974	-
TAG11782	-	Cthe_1975	-
TAG11783	-	Cthe_1976	-
TAG11784	-	Cthe_1978	-
TAG11785	-	Cthe_1979	-
TAG11786	-	-	-
TAG11787	-	-	-
TAG11788	-	Cthe_1981	-
TAG11789	-	Cthe_0196	-
TAG11790	-	Cthe_1982	-
TAG11791	-	Cthe_1983	-
TAG11792	-	-	-
TAG11793	-	Cthe_1984	-
TAG11794	-	Cthe_1985	-
TAG11795	-	-	-
TAG11796	-	Cthe_1986	-
TAG11797	-	-	-
TAG11798	-	Cthe_1987	-
TAG11799	-	Cthe_1988	-
TAG11800	-	-	-
TAG11801	-	-	-
TAG11802	-	Cthe_1990	-
TAG11803	-	Cthe_1991	-
TAG11804	-	Cthe_1992	-
TAG11805	-	Cthe_1993	-
TAG11806	-	Cthe_1994	-
TAG11807	-	Cthe_1995	-
TAG11808	-	Cthe_1996	-
TAG11809	-	Cthe_1998	-
TAG11810	-	Cthe_1999	-
TAG11811	-	Cthe_2000	-
TAG11812	-	Cthe_2001	-
TAG11813	-	Cthe_2002	-
TAG11814	-	-	-
TAG11815	-	-	-
TAG11816	-	-	-
TAG11817	-	Cthe_2008	-
TAG11818	-	Cthe_2009	-
TAG11819	-	Cthe_2010	-
TAG11820	-	-	-
TAG11821	-	Cthe_2012	-
TAG11822	-	Cthe_2013	-
TAG11823	-	Cthe_2014	-
TAG11824	-	Cthe_2015	-
TAG11825	-	-	-
TAG11826	-	-	-
TAG11827	-	Cthe_2017	-
TAG11828	-	Cthe_2018	-
TAG11829	-	Cthe_2019	-
TAG11830	-	-	-
TAG11831	-	Cthe_2020	-
TAG11832	-	-	-
TAG11833	-	Cthe_2021	-
TAG11834	-	Cthe_2022	-
TAG11835	-	-	-
TAG11836	-	Cthe_2024	-
TAG11837	-	Cthe_2025	-
TAG11838	-	Cthe_2026	-
TAG11839	-	Cthe_2027	-
TAG11840	-	Cthe_2028	-
TAG11841	-	Cthe_2029	-
TAG11842	-	Cthe_2030	-
TAG11843	-	Cthe_2032	-
TAG11844	-	Cthe_2033	-
TAG11845	-	Cthe_2034	-
TAG11846	-	-	-
TAG11847	-	Cthe_2036	-
TAG11848	-	-	-
TAG11849	-	-	-
TAG11850	-	-	-
TAG11851	-	Cthe_2038	-
TAG11852	-	Cthe_2041	-
TAG11853	-	-	-
TAG11854	-	-	-
TAG11855	-	Cthe_0203	-
TAG11856	-	-	-
TAG11857	-	Cthe_2044	-
TAG11858	-	Cthe_2045	-
TAG11859	-	Cthe_2047	-
TAG11860	-	Cthe_2048	-
TAG11861	-	Cthe_2052	-
TAG11862	-	Cthe_2053	-
TAG11863	-	Cthe_0204	Ccel_2479
TAG11864	-	Cthe_2056	-
TAG11865	-	Cthe_2057	-
TAG11866	-	Cthe_2063	-
TAG11867	-	Cthe_0205	-
TAG11868	-	Cthe_2064	-
TAG11869	Tsac_2069	Cthe_2067	Ccel_2873
TAG11870	-	Cthe_0206	-
TAG11871	-	Cthe_2074	Ccel_3342
TAG11872	-	-	-
TAG11873	-	Cthe_2076	-
TAG11874	Tsac_1671	Cthe_2080	Ccel_0179
TAG11875	Tsac_1669	Cthe_2081	Ccel_0178
TAG11876	-	Cthe_0207	-
TAG11877	-	Cthe_2084	-
TAG11878	-	-	-
TAG11879	Tsac_1837	Cthe_2085	Ccel_0177
TAG11880	-	Cthe_2088	-
TAG11881	-	Cthe_2090	-
TAG11882	-	Cthe_2091	-
TAG11883	-	Cthe_0208	-
TAG11884	-	Cthe_2094	-
TAG11885	-	Cthe_0209	-
TAG11886	-	Cthe_2107	-
TAG11887	-	-	-
TAG11888	-	Cthe_2109	-
TAG11889	-	Cthe_2110	-
TAG11890	-	Cthe_2111	-
TAG11891	-	Cthe_2112	-
TAG11892	-	Cthe_2113	-
TAG11893	-	Cthe_2114	-
TAG11894	-	Cthe_2117	-
TAG11895	-	Cthe_2118	-
TAG11896	-	Cthe_2119	-
TAG11897	-	Cthe_0211	-
TAG11898	-	-	-
TAG11899	-	Cthe_2121	-
TAG11900	-	Cthe_2122	-
TAG11901	-	Cthe_2123	-
TAG11902	-	-	-
TAG11903	-	-	-
TAG11904	-	Cthe_2127	-
TAG11905	-	Cthe_2128	-
TAG11906	-	-	-
TAG11907	-	-	-
TAG11908	-	Cthe_2132	-
TAG11909	-	Cthe_2133	-
TAG11910	-	-	-
TAG11911	-	Cthe_2135	-
TAG11912	-	Cthe_2136	-
TAG11913	-	Cthe_2137	-
TAG11914	-	Cthe_2138	-
TAG11915	-	Cthe_2139	-
TAG11916	-	Cthe_2140	-
TAG11917	-	-	-
TAG11918	-	Cthe_2141	-
TAG11919	-	-	-
TAG11920	-	Cthe_2146	-
TAG11921	-	-	-
TAG11922	-	Cthe_0213	-
TAG11923	-	-	-
TAG11924	-	Cthe_2147	-
TAG11925	-	Cthe_2148	-
TAG11926	-	Cthe_2149	-
TAG11927	-	Cthe_2150	-
TAG11928	-	Cthe_2151	-
TAG11929	-	-	-
TAG11930	-	Cthe_2152	-
TAG11931	-	Cthe_2153	-
TAG11932	-	-	-
TAG11933	-	Cthe_2154	-
TAG11934	-	Cthe_2155	-
TAG11935	-	Cthe_2156	-
TAG11936	-	Cthe_2157	-
TAG11937	-	-	-
TAG11938	-	-	-
TAG11939	-	-	-
TAG11940	-	Cthe_2159	-
TAG11941	-	Cthe_2160	-
TAG11942	-	-	-
TAG11943	-	Cthe_2161	-
TAG11944	-	Cthe_2163	-
TAG11945	-	-	-
TAG11946	-	Cthe_2166	Ccel_3361
TAG11947	-	Cthe_2167	-
TAG11948	Tsac_2153	Cthe_2168	Ccel_1339
TAG11949	-	Cthe_2169	-
TAG11950	-	Cthe_2171	-
TAG11951	-	Cthe_2173	-
TAG11952	-	Cthe_2174	-
TAG11953	-	Cthe_2175	-
TAG11954	-	Cthe_2176	-
TAG11955	-	Cthe_2177	-
TAG11956	-	Cthe_2178	Ccel_0637
TAG11957	-	Cthe_2179	-
TAG11958	-	Cthe_2180	-
TAG11959	-	Cthe_2184	-
TAG11960	-	Cthe_2188	-
TAG11961	-	Cthe_2189	-
TAG11962	-	Cthe_2192	-
TAG11963	-	-	-
TAG11964	-	Cthe_2193	-
TAG11965	-	Cthe_2194	Ccel_1232
TAG11966	-	Cthe_2195	Ccel_1656
TAG11967	-	Cthe_2198	-
TAG11968	-	Cthe_0218	Ccel_1418
TAG11969	-	Cthe_2199	-
TAG11970	-	Cthe_2200	-
TAG11971	-	Cthe_2201	-
TAG11972	-	Cthe_2202	-
TAG11973	-	Cthe_2208	-
TAG11974	-	Cthe_0219	-
TAG11975	-	Cthe_2213	-
TAG11976	-	-	-
TAG11977	-	-	-
TAG11978	-	Cthe_2216	-
TAG11979	-	Cthe_0220	-
TAG11980	-	-	-
TAG11981	Tsac_2659	Cthe_2218	Ccel_0105
TAG11982	-	Cthe_2222	-
TAG11983	-	Cthe_2223	-
TAG11984	-	Cthe_2224	-
TAG11985	-	Cthe_2225	-
TAG11986	-	Cthe_2226	-
TAG11987	-	Cthe_2227	-
TAG11988	-	Cthe_2228	-
TAG11989	-	Cthe_2231	-
TAG11990	-	Cthe_2234	-
TAG11991	Tsac_2672	"Cthe_2233,Cthe_2235"	-
TAG11992	-	Cthe_0221	-
TAG11993	-	Cthe_2238	-
TAG11994	-	Cthe_0222	-
TAG11995	-	Cthe_2250	-
TAG11996	-	-	-
TAG11997	-	-	-
TAG11998	-	Cthe_0226	-
TAG11999	-	Cthe_0023	-
TAG12000	Tsac_0525	Cthe_2258	Ccel_0080
TAG12001	-	Cthe_2261	-
TAG12002	-	Cthe_2264	-
TAG12003	-	Cthe_0227	-
TAG12004	-	Cthe_2265	-
TAG12005	-	Cthe_2269	-
TAG12006	-	Cthe_2271	-
TAG12007	-	Cthe_2272	-
TAG12008	-	Cthe_2273	-
TAG12009	-	Cthe_2274	-
TAG12010	-	Cthe_0228	-
TAG12011	-	-	-
TAG12012	-	Cthe_2275	-
TAG12013	-	-	-
TAG12014	-	-	-
TAG12015	-	Cthe_2276	-
TAG12016	-	Cthe_2277	-
TAG12017	-	Cthe_2278	-
TAG12018	-	Cthe_2283	-
TAG12019	Tsac_0132	Cthe_2286	-
TAG12020	-	Cthe_2287	-
TAG12021	-	Cthe_2288	-
TAG12022	-	Cthe_2289	-
TAG12023	-	Cthe_2290	-
TAG12024	-	Cthe_2291	-
TAG12025	-	Cthe_0230	-
TAG12026	-	Cthe_2292	-
TAG12027	-	Cthe_2293	-
TAG12028	-	Cthe_2294	-
TAG12029	-	Cthe_2295	-
TAG12030	-	-	-
TAG12031	-	Cthe_2299	-
TAG12032	-	Cthe_2300	-
TAG12033	-	Cthe_0231	-
TAG12034	-	Cthe_2302	-
TAG12035	-	Cthe_2304	-
TAG12036	-	Cthe_2308	-
TAG12037	-	-	-
TAG12038	-	Cthe_0232	-
TAG12039	-	Cthe_2311	-
TAG12040	Tsac_0561	Cthe_2312	-
TAG12041	-	Cthe_2313	-
TAG12042	-	Cthe_2314	-
TAG12043	-	Cthe_2315	-
TAG12044	-	-	-
TAG12045	-	Cthe_2316	-
TAG12046	-	Cthe_2317	-
TAG12047	-	Cthe_2318	-
TAG12048	"Tsac_1709,Tsac_2285"	"Cthe_1451,Cthe_0233"	Ccel_3008
TAG12049	-	-	-
TAG12050	-	Cthe_2322	-
TAG12051	-	Cthe_2323	-
TAG12052	-	Cthe_2325	-
TAG12053	-	Cthe_2329	-
TAG12054	-	Cthe_0234	-
TAG12055	-	Cthe_2330	-
TAG12056	-	Cthe_2331	-
TAG12057	-	-	-
TAG12058	-	Cthe_2335	-
TAG12059	-	Cthe_2336	-
TAG12060	-	Cthe_2337	-
TAG12061	-	Cthe_2338	-
TAG12062	-	Cthe_2339	-
TAG12063	-	Cthe_2342	-
TAG12064	-	Cthe_2343	-
TAG12065	-	Cthe_2346	-
TAG12066	-	Cthe_2348	-
TAG12067	-	Cthe_0024	-
TAG12068	-	Cthe_2351	-
TAG12069	-	Cthe_2352	Ccel_1780
TAG12070	-	Cthe_2353	-
TAG12071	-	Cthe_2357	-
TAG12072	-	Cthe_2358	Ccel_0955
TAG12073	-	Cthe_0237	-
TAG12074	-	-	-
TAG12075	-	Cthe_2359	Ccel_1803
TAG12076	-	Cthe_2360	Ccel_0735
TAG12077	-	Cthe_0239	-
TAG12078	Tsac_0556	Cthe_2375	Ccel_0005
TAG12079	-	Cthe_0240	-
TAG12080	-	Cthe_2382	-
TAG12081	-	-	-
TAG12082	-	-	-
TAG12083	-	Cthe_2383	-
TAG12084	-	Cthe_2384	-
TAG12085	-	Cthe_0241	-
TAG12086	-	Cthe_2387	-
TAG12087	-	Cthe_2388	-
TAG12088	-	Cthe_2394	-
TAG12089	-	Cthe_2395	-
TAG12090	-	Cthe_2396	-
TAG12091	Tsac_0351	Cthe_2397	-
TAG12092	-	Cthe_2405	-
TAG12093	-	Cthe_0243	-
TAG12094	-	Cthe_2406	-
TAG12095	-	Cthe_2410	Ccel_0028
TAG12096	-	Cthe_2411	Ccel_0031
TAG12097	-	Cthe_2412	-
TAG12098	Tsac_0730	Cthe_2417	Ccel_0040
TAG12099	Tsac_0447	Cthe_2418	Ccel_0041
TAG12100	-	Cthe_2420	-
TAG12101	-	Cthe_2421	-
TAG12102	-	Cthe_2422	-
TAG12103	-	Cthe_2423	-
TAG12104	-	Cthe_2424	-
TAG12105	-	Cthe_2429	-
TAG12106	-	Cthe_0246	-
TAG12107	-	Cthe_2438	-
TAG12108	-	Cthe_2439	-
TAG12109	-	Cthe_2440	-
TAG12110	Tsac_2220	Cthe_0025	Ccel_3259
TAG12111	-	-	-
TAG12112	-	Cthe_2446	-
TAG12113	-	Cthe_2449	-
TAG12114	-	Cthe_2450	-
TAG12115	-	-	-
TAG12116	-	Cthe_2453	-
TAG12117	-	Cthe_2454	-
TAG12118	-	Cthe_0248	-
TAG12119	-	-	-
TAG12120	-	Cthe_2457	-
TAG12121	-	Cthe_2460	-
TAG12122	-	-	-
TAG12123	-	-	-
TAG12124	-	Cthe_0249	-
TAG12125	-	Cthe_2465	-
TAG12126	-	-	-
TAG12127	-	-	-
TAG12128	-	Cthe_2466	-
TAG12129	-	Cthe_2468	-
TAG12130	-	Cthe_2471	-
TAG12131	-	Cthe_2472	-
TAG12132	Tsac_2743	Cthe_0250	-
TAG12133	-	-	-
TAG12134	-	Cthe_2473	-
TAG12135	-	-	-
TAG12136	-	Cthe_2477	-
TAG12137	-	-	-
TAG12138	-	Cthe_2480	-
TAG12139	-	Cthe_2481	-
TAG12140	-	Cthe_2482	-
TAG12141	-	Cthe_2483	-
TAG12142	-	Cthe_2484	-
TAG12143	-	Cthe_2485	-
TAG12144	-	Cthe_2486	-
TAG12145	-	Cthe_2487	-
TAG12146	-	-	-
TAG12147	-	Cthe_2488	-
TAG12148	-	Cthe_0251	-
TAG12149	-	Cthe_2490	-
TAG12150	-	-	-
TAG12151	-	Cthe_2493	-
TAG12152	-	-	-
TAG12153	-	Cthe_2495	-
TAG12154	-	Cthe_2496	-
TAG12155	-	-	-
TAG12156	-	Cthe_2497	-
TAG12157	-	Cthe_2498	-
TAG12158	-	Cthe_0252	-
TAG12159	-	Cthe_2499	-
TAG12160	-	Cthe_2500	-
TAG12161	-	-	-
TAG12162	-	Cthe_2504	-
TAG12163	-	Cthe_2506	-
TAG12164	-	Cthe_0253	-
TAG12165	-	Cthe_2510	-
TAG12166	-	-	-
TAG12167	-	Cthe_2515	-
TAG12168	-	-	-
TAG12169	-	Cthe_0254	-
TAG12170	-	Cthe_2522	-
TAG12171	-	Cthe_2523	-
TAG12172	-	Cthe_2524	-
TAG12173	-	Cthe_0255	-
TAG12174	-	Cthe_2531	-
TAG12175	"Tsac_2225,Tsac_2244"	"Cthe_2532,Cthe_2533"	Ccel_1599
TAG12176	-	Cthe_2534	-
TAG12177	Tsac_1665	Cthe_2535	-
TAG12178	Tsac_1661	Cthe_2536	-
TAG12179	-	Cthe_0256	-
TAG12180	-	-	-
TAG12181	Tsac_1662	Cthe_2537	-
TAG12182	-	Cthe_2543	-
TAG12183	-	-	-
TAG12184	-	Cthe_0257	-
TAG12185	-	-	-
TAG12186	-	-	-
TAG12187	-	Cthe_2547	-
TAG12188	-	-	-
TAG12189	-	Cthe_2549	-
TAG12190	-	Cthe_2550	-
TAG12191	-	"Cthe_2551,Cthe_2556"	-
TAG12192	-	Cthe_2552	-
TAG12193	-	Cthe_0258	-
TAG12194	-	Cthe_2555	-
TAG12195	-	Cthe_2557	-
TAG12196	-	Cthe_2558	-
TAG12197	-	Cthe_2559	-
TAG12198	-	Cthe_2561	-
TAG12199	-	Cthe_2562	-
TAG12200	-	Cthe_2563	-
TAG12201	-	Cthe_0259	-
TAG12202	-	Cthe_2564	-
TAG12203	-	Cthe_2565	-
TAG12204	-	Cthe_2567	-
TAG12205	-	Cthe_2568	-
TAG12206	-	Cthe_2569	-
TAG12207	-	-	-
TAG12208	-	Cthe_2570	-
TAG12209	-	-	-
TAG12210	-	Cthe_2572	-
TAG12211	-	Cthe_0260	-
TAG12212	-	-	-
TAG12213	-	-	-
TAG12214	-	Cthe_2576	-
TAG12215	-	Cthe_2577	Ccel_2092
TAG12216	-	Cthe_0261	-
TAG12217	Tsac_0959	Cthe_2583	Ccel_1332
TAG12218	-	Cthe_2587	-
TAG12219	-	Cthe_2589	-
TAG12220	-	Cthe_2590	-
TAG12221	-	Cthe_2591	-
TAG12222	-	-	-
TAG12223	-	Cthe_2592	-
TAG12224	Tsac_0314	Cthe_2600	-
TAG12225	-	Cthe_2604	-
TAG12226	-	Cthe_2610	-
TAG12227	-	Cthe_2612	Ccel_0277
TAG12228	-	Cthe_2613	Ccel_0278
TAG12229	-	-	-
TAG12230	-	-	-
TAG12231	Tsac_0734	Cthe_2628	Ccel_3094
TAG12232	-	-	-
TAG12233	Tsac_0743	Cthe_2633	Ccel_3089
TAG12234	-	Cthe_2634	-
TAG12235	-	Cthe_2635	-
TAG12236	-	Cthe_2637	-
TAG12237	-	Cthe_2638	-
TAG12238	-	Cthe_0266	-
TAG12239	-	-	-
TAG12240	-	Cthe_2642	-
TAG12241	-	Cthe_2646	-
TAG12242	-	Cthe_2647	-
TAG12243	-	Cthe_0267	-
TAG12244	-	-	-
TAG12245	-	Cthe_2649	-
TAG12246	-	Cthe_2650	-
TAG12247	-	Cthe_2651	-
TAG12248	-	Cthe_2653	-
TAG12249	-	Cthe_2663	Ccel_2179
TAG12250	Tsac_1693	Cthe_2664	-
TAG12251	-	Cthe_2665	-
TAG12252	-	Cthe_2667	-
TAG12253	-	Cthe_2668	-
TAG12254	-	Cthe_2669	-
TAG12255	-	-	-
TAG12256	-	Cthe_2670	-
TAG12257	-	Cthe_2672	-
TAG12258	-	Cthe_2674	-
TAG12259	-	Cthe_2675	-
TAG12260	-	Cthe_2676	-
TAG12261	-	Cthe_0269	Ccel_0730
TAG12262	-	Cthe_2678	-
TAG12263	-	Cthe_2679	-
TAG12264	-	Cthe_2680	-
TAG12265	-	Cthe_2683	-
TAG12266	-	Cthe_2684	-
TAG12267	-	Cthe_2686	-
TAG12268	-	Cthe_2687	Ccel_1870
