reaction,pH,ionic strength [M],dG'0 [kJ/mol],uncertainty [kJ/mol],ln(Reversibility Index),comment
R05085,7.0,0.0,-8.79,1.91,-1.77,
R05086,7.0,0.0,-17.49,1.25,-9.31,
R05141,7.0,0.0,-12.93,1.78,-8.08,
R05142,7.0,0.0,-12.93,1.78,-8.08,
R05168,7.0,0.0,-7.99,1.82,-6.75,
R05332,7.0,0.0,-12.56,3.91,-2.53,
R05549,7.0,0.0,11.61,5.08,-1.48,
R05553,7.0,0.0,-87.13,7.81,-28.05,
R05577,7.0,0.0,nan,nan,nan,reaction is empty
R05578,7.0,0.0,nan,nan,nan,reaction is empty
R05605,7.0,0.0,15.43,2.07,-0.45,
R05606,7.0,0.0,-34.56,3.66,-13.95,
R05627,7.0,0.0,-32.87,1.30,-13.45,
R05629,7.0,0.0,3.25,3.45,0.66,
R05630,7.0,0.0,3.25,3.45,0.66,
R05633,7.0,0.0,-10.26,1.66,-2.07,
R05634,7.0,0.0,3.56,4.27,0.72,
R05636,7.0,0.0,-33.25,3.37,-6.71,
R05637,7.0,0.0,1802.66,100000.00,480.45,
R05662,7.0,0.0,-15.53,3.49,-3.13,
R05679,7.0,0.0,-21.65,1.50,-4.37,
R05680,7.0,0.0,-20.10,1.52,-4.06,
R05688,7.0,0.0,18.13,1.23,3.66,
R05711,7.0,0.0,-551.92,156096.76,-61.67,
R05743,7.0,0.0,nan,nan,nan,reaction is empty
R05789,7.0,0.0,-24.86,1.33,-11.29,
R05839,7.0,0.0,-1.53,3.64,-0.31,
R05850,7.0,0.0,-0.53,1.31,-0.21,
R05884,7.0,0.0,-78.84,6.15,-10.61,
R06178,7.0,0.0,nan,nan,nan,reaction is empty
R06447,7.0,0.0,-651.14,23.53,-29.20,
R06513,7.0,0.0,-47.56,2.99,-19.19,
R06514,7.0,0.0,-15.33,1.90,-6.19,
R06590,7.0,0.0,4.63,48207.30,0.93,
R06613,7.0,0.0,-71.76,2.72,-9.65,
R06895,7.0,0.0,16.52,200000.00,-4.19,
R07133,7.0,0.0,16.30,1.73,3.29,
R07159,7.0,0.0,-24.39,5.90,-3.28,
R07161,7.0,0.0,13.60,6.88,1.37,
R07168,7.0,0.0,-47.14,4.18,-9.51,
R07175,7.0,0.0,25.18,3.37,6.83,
R07237,7.0,0.0,-125.99,144865.16,-25.43,
R07238,7.0,0.0,-137.17,144865.16,-27.68,
R07264_kz,7.0,0.0,2.90,2.61,0.59,
R07280,7.0,0.0,-17.66,1.25,-9.36,
R07281,7.0,0.0,-83.60,2.06,-27.10,
R07399,7.0,0.0,-35.93,2.64,-7.25,
R07404,7.0,0.0,-50.37,6.04,-6.78,
R07405,7.0,0.0,25.79,6.03,10.41,
R07413,7.0,0.0,-10.48,2.73,-7.43,
R07456,7.0,0.0,-305.59,5.17,-41.11,
R07605,7.0,0.0,-69.01,100000.00,-9.28,
R07613,7.0,0.0,-58.51,4.93,-11.81,
R08127,7.0,0.0,26.75,4.43,2.59,
R08198,7.0,0.0,24.47,1.87,4.94,
R08210,7.0,0.0,83.35,6.15,11.21,
R08218,7.0,0.0,nan,nan,nan,reaction is empty
R08221,7.0,0.0,-21.06,1.98,-10.27,
R08231,7.0,0.0,-30.74,2.61,-6.20,
R08237,7.0,0.0,1321.34,141421.36,-8.60,
R08238,7.0,0.0,-30.50,2.61,-6.15,
R08240,7.0,0.0,223.67,141421.36,-7.93,
R08244,7.0,0.0,-243.24,141421.36,-16.20,
R08245,7.0,0.0,1321.03,141421.36,-8.66,
R08260,7.0,0.0,26.77,4.43,2.60,
R08359,7.0,0.0,4.96,100000.00,1.00,
R08368,7.0,0.0,21.09,2.57,4.26,
R08553,7.0,0.0,16.60,4.74,5.44,
R08575,7.0,0.0,-2.89,1.41,-0.58,
R08612_kz,7.0,0.0,nan,nan,nan,reaction is empty
R08614_kz,7.0,0.0,nan,nan,nan,reaction is empty
R08648,7.0,0.0,-22.32,4.91,-4.50,
R08689,7.0,0.0,-1901.64,100000.00,-255.84,
R08924,7.0,0.0,7.86,1.44,1.06,
R09030,7.0,0.0,-2.00,0.47,-0.81,
R09099,7.0,0.0,-16.54,2.93,-3.34,
R09365,7.0,0.0,-63.21,141421.36,-0.00,
R09394,7.0,0.0,-277.43,104813.72,-33.97,
R09592,7.0,0.0,-23.91,2.40,-3.22,
R09593,7.0,0.0,-11.23,5.36,-1.51,
R09660,7.0,0.0,-20.60,2.70,-10.15,
R09726,7.0,0.0,842.64,141421.36,-0.43,
R09735,7.0,0.0,nan,nan,nan,reaction is not chemically balanced
R09942,7.0,0.0,15.29,2.35,3.09,
R09952,7.0,0.0,0.00,0.00,0.00,
R09959,7.0,0.0,2716.02,100000.00,-15.21,
R09978,7.0,0.0,-101.50,100000.00,-13.66,
R10002,7.0,0.0,-57.44,6.41,-20.06,
R10035,7.0,0.0,-10.43,1.80,-7.41,
R10039,7.0,0.0,-15.11,4.43,-8.67,
R10040,7.0,0.0,-15.11,4.43,-8.67,
R10089,7.0,0.0,-303.23,5.17,-40.80,
R10147,7.0,0.0,-95.35,5.47,-21.05,
R10170,7.0,0.0,-4.10,0.67,-1.65,
R10209,7.0,0.0,nan,nan,nan,reaction is empty
R10244,7.0,0.0,15.15,2.66,3.06,
R10339,7.0,0.0,-73.61,6.52,-14.86,
R10712,7.0,0.0,-50.67,4.31,-10.94,
R10807,7.0,0.0,nan,nan,nan,reaction is empty
R10810,7.0,0.0,0.00,0.00,0.00,
R10811_kz,7.0,0.0,nan,nan,nan,reaction is empty
R10859,7.0,0.0,nan,nan,nan,reaction is empty
R10867,7.0,0.0,3.20,3.45,-3.74,
R11307_kz,7.0,0.0,nan,nan,nan,reaction is empty
R11308_kz,7.0,0.0,-14.86,6.85,-8.60,
R11308_kz2,7.0,0.0,-40.45,5.95,-14.82,
R11312,7.0,0.0,-68.55,141421.36,-13.83,
R11323,7.0,0.0,-37.91,2.61,-14.81,
R11372,7.0,0.0,nan,nan,nan,reaction is not chemically balanced
R11398_kz,7.0,0.0,8.42,3.16,1.70,
R11581,7.0,0.0,1349.58,156772.02,-0.72,
R11624,7.0,0.0,-1.68,1.83,-0.68,
R11633,7.0,0.0,-60.93,4.23,-12.30,
R11634,7.0,0.0,-65.93,5.15,-13.30,
R11635,7.0,0.0,-74.51,4.06,-15.04,
R11636,7.0,0.0,-61.54,3.96,-12.42,
R11719,7.0,0.0,nan,nan,nan,reaction is empty
R12152,7.0,0.0,247.25,59929.54,49.90,
Ram106B,7.0,0.0,nan,nan,nan,reaction is empty
RhiN,7.0,0.0,nan,nan,nan,reaction is empty
RibU,7.0,0.0,-25.87,0.30,-11.57,
TECA1S45_Cbes,7.0,0.0,nan,nan,nan,reaction is empty
TECA2S45_Cbes,7.0,0.0,nan,nan,nan,reaction is empty
TECA3S45_Cbes,7.0,0.0,nan,nan,nan,reaction is empty
TECA4S_Cbes,7.0,0.0,nan,nan,nan,reaction is empty
THZPSN,7.0,0.0,-252.11,100000.00,-23.11,
TP_CO,7.0,0.0,nan,nan,nan,reaction is empty
TP_CO2,7.0,0.0,nan,nan,nan,reaction is empty
TP_H2,7.0,0.0,nan,nan,nan,reaction is empty
TP_NH3,7.0,0.0,nan,nan,nan,reaction is empty
ThiT,7.0,0.0,nan,nan,nan,reaction is empty
TrkH,7.0,0.0,nan,nan,nan,reaction is empty
XLBASE,7.0,0.0,9.72,4.50,-1.99,
XOSASE,7.0,0.0,nan,nan,nan,reaction is empty
XylS,7.0,0.0,nan,nan,nan,reaction is empty
Xylase,7.0,0.0,nan,nan,nan,reaction is empty
XyloseABC,7.0,0.0,-25.87,0.30,-11.57,
Zn2efflux,7.0,0.0,nan,nan,nan,reaction is empty
axosABC,7.0,0.0,nan,nan,nan,reaction is empty
caEfflux,7.0,0.0,-25.87,0.30,-11.57,
carb_met,7.0,0.0,nan,nan,nan,reaction is empty
celbABC,7.0,0.0,-25.87,0.30,-11.57,
cellwall_met,7.0,0.0,nan,nan,nan,reaction is empty
coEfflux,7.0,0.0,-25.87,0.30,-11.57,
cosABC,7.0,0.0,-25.87,0.30,-11.57,
cuEfflux,7.0,0.0,-25.87,0.30,-11.57,
cysT,7.0,0.0,nan,nan,nan,reaction is empty
dna_met,7.0,0.0,nan,nan,nan,reaction is empty
fe2t,7.0,0.0,-25.09,1.35,-11.36,
fucABC,7.0,0.0,-25.87,0.30,-11.57,
glyASE,7.0,0.0,nan,nan,nan,reaction is empty
h2ot,7.0,0.0,nan,nan,nan,reaction is empty
hco3,7.0,0.0,-3.57,3.10,-1.44,
hco3ABC,7.0,0.0,-25.87,0.30,-11.57,
ileABC,7.0,0.0,-25.87,0.30,-11.57,
kojABC,7.0,0.0,-25.87,0.30,-11.57,
lacABC,7.0,0.0,-25.87,0.30,-11.57,
leuABC,7.0,0.0,-25.87,0.30,-11.57,
lipid_met,7.0,0.0,nan,nan,nan,reaction is empty
lta_met,7.0,0.0,nan,nan,nan,reaction is empty
malABC,7.0,0.0,-25.87,0.30,-11.57,
malateT,7.0,0.0,nan,nan,nan,reaction is empty
manABC,7.0,0.0,-25.87,0.30,-11.57,
mdosABC,7.0,0.0,nan,nan,nan,reaction is empty
melibABC,7.0,0.0,-25.87,0.30,-11.57,
moABC,7.0,0.0,-25.87,0.30,-11.57,
mosABC,7.0,0.0,nan,nan,nan,reaction is empty
nh4,7.0,0.0,0.00,0.00,inf,
nh4t,7.0,0.0,nan,nan,nan,reaction is empty
niUpt,7.0,0.0,-25.87,0.30,-11.57,
piABC,7.0,0.0,-25.87,0.30,-11.57,
piH,7.0,0.0,-14.79,0.19,-8.58,
pit,7.0,0.0,nan,nan,nan,reaction is empty
posABC,7.0,0.0,nan,nan,nan,reaction is empty
posABC-2,7.0,0.0,nan,nan,nan,reaction is empty
pro_met,7.0,0.0,nan,nan,nan,reaction is empty
rhaABC,7.0,0.0,-25.87,0.30,-11.57,
rhaosABC,7.0,0.0,nan,nan,nan,reaction is empty
rna_met,7.0,0.0,nan,nan,nan,reaction is empty
sink_biomass,7.0,0.0,nan,nan,nan,reaction is empty
sink_dads,7.0,0.0,nan,nan,nan,reaction is not chemically balanced
sink_gatp,7.0,0.0,nan,nan,nan,reaction is empty
sink_hybenalcohol,7.0,0.0,nan,nan,nan,reaction is not chemically balanced
sink_preQ1,7.0,0.0,nan,nan,nan,reaction is not chemically balanced
sink_suc,7.0,0.0,nan,nan,nan,reaction is not chemically balanced
starchASE,7.0,0.0,nan,nan,nan,reaction is empty
trace_met,7.0,0.0,nan,nan,nan,reaction is empty
trehABC,7.0,0.0,-25.87,0.30,-11.57,
uraUpt,7.0,0.0,nan,nan,nan,reaction is empty
valABC,7.0,0.0,-25.87,0.30,-11.57,
vb12ABC,7.0,0.0,-25.87,0.30,-11.57,
wo4ABC,7.0,0.0,-25.87,0.30,-11.57,
xgosABC-1,7.0,0.0,nan,nan,nan,reaction is empty
xgosABC-2,7.0,0.0,nan,nan,nan,reaction is empty
xosABC,7.0,0.0,nan,nan,nan,reaction is empty
xosABC-2,7.0,0.0,nan,nan,nan,reaction is empty
znABC,7.0,0.0,-25.87,0.30,-11.57,
znEfflux,7.0,0.0,-25.87,0.30,-11.57,
R07160,7.0,0.0,-3.12,6.75,-0.32,
R08566,7.0,0.0,-4.41,7.16,-0.45,
R08567,7.0,0.0,-3.14,6.75,-0.32,
R00228,7.0,0.0,17.91,1.20,0.13,
R00754,7.0,0.0,-24.75,0.32,-4.99,
Rnf,7.0,0.0,-12.34,5.89,-1.66,
