# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	222029	222577	-	AFK85246.1			microcompartments protein			Tsac_0210	549	182	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	222552	223919	-							Tsac_0211	1368		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	222552	223919	-	AFK85247.1			Respiratory-chain NADH dehydrogenase domain 51 kDa subunit			Tsac_0211	1368	455	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	223938	224216	-							Tsac_0212	279		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	223938	224216	-	AFK85248.1			Ethanolamine utilization protein EutN/carboxysome structural protein Ccml			Tsac_0212	279	92	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	224222	224866	-							Tsac_0213	645		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	224222	224866	-	AFK85249.1			Propanediol utilization protein			Tsac_0213	645	214	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	224877	225260	-							Tsac_0214	384		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	224877	225260	-	AFK85250.1			microcompartments protein			Tsac_0214	384	127	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	225250	225567	-							Tsac_0215	318		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	225250	225567	-	AFK85251.1			microcompartments protein			Tsac_0215	318	105	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	225594	225872	-							Tsac_0216	279		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	225594	225872	-	AFK85252.1			microcompartments protein			Tsac_0216	279	92	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	225895	226200	-							Tsac_0217	306		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	225895	226200	-	AFK85253.1			microcompartments protein			Tsac_0217	306	101	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	226209	227420	-							Tsac_0218	1212		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	226209	227420	-	AFK85254.1			Alcohol dehydrogenase zinc-binding domain protein			Tsac_0218	1212	403	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	227432	228835	-							Tsac_0219	1404		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	227432	228835	-	AFK85255.1			Aldehyde Dehydrogenase			Tsac_0219	1404	467	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	228832	229509	-							Tsac_0220	678		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	228832	229509	-	AFK85256.1			protein of unknown function DUF336			Tsac_0220	678	225	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	229632	229802	-							Tsac_0221	171		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	229632	229802	-	AFK85257.1			cobalamin adenosyltransferase			Tsac_0221	171	56	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	229814	230152	-							Tsac_0222	339		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	229814	230152	-	AFK85258.1			hypothetical protein			Tsac_0222	339	112	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	230157	231974	-							Tsac_0223	1818		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	230157	231974	-	AFK85259.1			Diol/glycerol dehydratase reactivating factor large subunit			Tsac_0223	1818	605	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	231988	232386	-							Tsac_0224	399		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	231988	232386	-	AFK85260.1			dehydratase small subunit			Tsac_0224	399	132	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	232404	233030	-							Tsac_0225	627		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	232404	233030	-	AFK85261.1			dehydratase medium subunit			Tsac_0225	627	208	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	233044	234708	-							Tsac_0226	1665		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	233044	234708	-	AFK85262.1			dehydratase large subunit			Tsac_0226	1665	554	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	234741	235520	-							Tsac_0227	780		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	234741	235520	-	AFK85263.1			class II aldolase/adducin family protein			Tsac_0227	780	259	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	235705	236466	-							Tsac_0228	762		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	235705	236466	-	AFK85264.1			transcriptional regulator, DeoR family			Tsac_0228	762	253	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	236682	236921	-							Tsac_0229	240		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	236682	236921	-	AFK85265.1			hypothetical protein			Tsac_0229	240	79	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	237348	238925	-							Tsac_0230	1578		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	237348	238925	-	AFK85266.1			67 kDa myosin-cross-reactive antigen family protein			Tsac_0230	1578	525	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	239051	239617	-							Tsac_0231	567		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	239051	239617	-	AFK85267.1			transcriptional regulator, TetR family			Tsac_0231	567	188	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	239621	240874	-							Tsac_0232	1254		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	239621	240874	-	AFK85268.1			Protein of unknown function DUF2088			Tsac_0232	1254	417	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	240901	243363	-							Tsac_0233	2463		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	240901	243363	-	AFK85269.1			RNA-metabolising metallo-beta-lactamase			Tsac_0233	2463	820	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	243375	244103	-							Tsac_0234	729		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	243375	244103	-	AFK85270.1			fumarylacetoacetate (FAA) hydrolase			Tsac_0234	729	242	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	244523	245530	+							Tsac_0235	1008		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	244523	245530	+	AFK85271.1			phospho-2-dehydro-3-deoxyheptonate aldolase			Tsac_0235	1008	335	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	245547	247310	-							Tsac_0236	1764		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	245547	247310	-	AFK85272.1			hypothetical protein			Tsac_0236	1764	587	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	247658	248128	-							Tsac_0237	471		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	247658	248128	-	AFK85273.1			tRNA/rRNA methyltransferase (SpoU)			Tsac_0237	471	156	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	248144	248650	-							Tsac_0238	507		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	248144	248650	-	AFK85274.1			hypothetical protein			Tsac_0238	507	168	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	248719	250086	-							Tsac_0239	1368		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	248719	250086	-	AFK85275.1			MATE efflux family protein			Tsac_0239	1368	455	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	250097	251236	-							Tsac_0240	1140		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	250097	251236	-	AFK85276.1			DNA polymerase IV			Tsac_0240	1140	379	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	251386	251751	+							Tsac_0241	366		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	251386	251751	+	AFK85277.1			transcriptional regulator, ArsR family			Tsac_0241	366	121	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	251807	253897	+							Tsac_0242	2091		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	251807	253897	+	AFK85278.1			heavy metal translocating P-type ATPase			Tsac_0242	2091	696	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	253917	254696	-							Tsac_0243	780		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	253917	254696	-	AFK85279.1			beta-lactamase			Tsac_0243	780	259	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	254818	255447	-							Tsac_0244	630		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	254818	255447	-	AFK85280.1			transcriptional regulator, TetR family			Tsac_0244	630	209	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	255466	256266	-							Tsac_0245	801		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	255466	256266	-	AFK85281.1			hypothetical protein			Tsac_0245	801	266	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	256279	257076	-							Tsac_0246	798		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	256279	257076	-	AFK85282.1			ABC transporter permease			Tsac_0246	798	265	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	257089	257964	-							Tsac_0247	876		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	257089	257964	-	AFK85283.1			ABC transporter related protein			Tsac_0247	876	291	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	258063	260546	-							Tsac_0248	2484		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	258063	260546	-	AFK85284.1			Vitamin B12 dependent methionine synthase activation region			Tsac_0248	2484	827	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	260761	261147	+							Tsac_0249	387		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	260761	261147	+	AFK85285.1			transcriptional regulator NikR, CopG family			Tsac_0249	387	128	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	261161	261853	+							Tsac_0250	693		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	261161	261853	+	AFK85286.1			cobalamin (vitamin B12) biosynthesis CbiM protein			Tsac_0250	693	230	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	261850	262167	+							Tsac_0251	318		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	261850	262167	+	AFK85287.1			hypothetical protein			Tsac_0251	318	105	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	262160	262990	+							Tsac_0252	831		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	262160	262990	+	AFK85288.1			cobalt ABC transporter, inner membrane subunit CbiQ			Tsac_0252	831	276	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	262981	263709	+							Tsac_0253	729		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	262981	263709	+	AFK85289.1			ABC transporter related protein			Tsac_0253	729	242	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	263737	264882	-							Tsac_0254	1146		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	263737	264882	-	AFK85290.1			major facilitator superfamily MFS_1			Tsac_0254	1146	381	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	265103	265693	-							Tsac_0255	591		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	265103	265693	-	AFK85291.1			transcriptional regulator, TetR family			Tsac_0255	591	196	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	265713	267710	-							Tsac_0256	1998		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	265713	267710	-	AFK85292.1			NADH:flavin oxidoreductase/NADH oxidase			Tsac_0256	1998	665	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	267960	268466	+							Tsac_0257	507		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	267960	268466	+	AFK85293.1			RNA polymerase, sigma-24 subunit, ECF subfamily			Tsac_0257	507	168	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	268456	269550	+							Tsac_0258	1095		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	268456	269550	+	AFK85294.1			hypothetical protein			Tsac_0258	1095	364	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	269674	270114	+							Tsac_0259	441		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	269674	270114	+	AFK85295.1			transposase IS200-family protein			Tsac_0259	441	146	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	270756	271604	-							Tsac_0260	849		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	270756	271604	-	AFK85296.1			ketose-bisphosphate aldolase			Tsac_0260	849	282	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	271630	272550	-							Tsac_0261	921		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	271630	272550	-	AFK85297.1			Transketolase central region			Tsac_0261	921	306	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	272550	273371	-							Tsac_0262	822		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	272550	273371	-	AFK85298.1			Transketolase domain-containing protein			Tsac_0262	822	273	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	273453	274799	-							Tsac_0263	1347		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	273453	274799	-	AFK85299.1			putative sugar-specific permease SgaT/UlaA			Tsac_0263	1347	448	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	274820	275095	-							Tsac_0264	276		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	274820	275095	-	AFK85300.1			phosphotransferase system lactose/cellobiose-specific IIB subunit			Tsac_0264	276	91	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	275092	275682	-							Tsac_0265	591		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	275092	275682	-	AFK85301.1			sugar isomerase (SIS)			Tsac_0265	591	196	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	275675	277822	-							Tsac_0266	2148		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	275675	277822	-	AFK85302.1			PTS modulated transcriptional regulator, MtlR family			Tsac_0266	2148	715	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	277984	278919	-							Tsac_0267	936		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	277984	278919	-	AFK85303.1			PfkB domain protein			Tsac_0267	936	311	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	278943	279563	-							Tsac_0268	621		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	278943	279563	-	AFK85304.1			2-dehydro-3-deoxyphosphogluconate aldolase/4-hydroxy-2-oxoglutarate aldolase			Tsac_0268	621	206	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	279588	280613	-							Tsac_0269	1026		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	279588	280613	-	AFK85305.1			transcriptional regulator, LacI family			Tsac_0269	1026	341	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	281197	282810	-							Tsac_0270	1614		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	281197	282810	-	AFK85306.1			RNA-metabolising metallo-beta-lactamase			Tsac_0270	1614	537	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	282927	284129	-							Tsac_0271	1203		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	282927	284129	-	AFK85307.1			ROK family protein			Tsac_0271	1203	400	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	284340	285506	-							Tsac_0272	1167		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	284340	285506	-	AFK85308.1			ABC-type transporter, integral membrane subunit			Tsac_0272	1167	388	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	285506	287029	-							Tsac_0273	1524		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	285506	287029	-	AFK85309.1			ABC transporter related protein			Tsac_0273	1524	507	
gene	pseudogene	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	287091	288213	-							Tsac_0274	1123		pseudo
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	288580	290085	-							Tsac_0276	1506		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	288580	290085	-	AFK85310.1			xylulokinase			Tsac_0276	1506	501	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	290152	291471	-							Tsac_0277	1320		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	290152	291471	-	AFK85311.1			Xylose isomerase			Tsac_0277	1320	439	
gene	pseudogene	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	291745	293554	-							Tsac_0278	1810		pseudo
gene	pseudogene	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	293684	294571	+							Tsac_0280	888		pseudo
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	294578	295300	-							Tsac_0282	723		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	294578	295300	-	AFK85312.1			lipolytic protein G-D-S-L family			Tsac_0282	723	240	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	295381	296406	-							Tsac_0283	1026		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	295381	296406	-	AFK85313.1			hypothetical protein			Tsac_0283	1026	341	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	296419	297390	-							Tsac_0284	972		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	296419	297390	-	AFK85314.1			hypothetical protein			Tsac_0284	972	323	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	297534	298703	-							Tsac_0285	1170		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	297534	298703	-	AFK85315.1			iron-containing alcohol dehydrogenase			Tsac_0285	1170	389	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	298890	300092	+							Tsac_0286	1203		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	298890	300092	+	AFK85316.1			Collagen triple helix repeat-containing protein			Tsac_0286	1203	400	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	300167	301237	+							Tsac_0287	1071		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	300167	301237	+	AFK85317.1			glycosyl transferase family 2			Tsac_0287	1071	356	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	301278	303254	-							Tsac_0288	1977		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	301278	303254	-	AFK85318.1			methyl-accepting chemotaxis sensory transducer with Cache sensor			Tsac_0288	1977	658	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	303342	304166	-							Tsac_0289	825		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	303342	304166	-	AFK85319.1			Multi-copper polyphenol oxidoreductase, laccase			Tsac_0289	825	274	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	304215	304355	-							Tsac_0290	141		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	304215	304355	-	AFK85320.1			hypothetical protein			Tsac_0290	141	46	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	304450	305568	-							Tsac_0291	1119		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	304450	305568	-	AFK85321.1			4Fe-4S ferredoxin iron-sulfur binding domain-containing protein			Tsac_0291	1119	372	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	305583	307139	-							Tsac_0292	1557		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	305583	307139	-	AFK85322.1			integral membrane protein MviN			Tsac_0292	1557	518	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	307156	307587	-							Tsac_0293	432		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	307156	307587	-	AFK85323.1			(3R)-hydroxymyristoyl-(acyl-carrier-protein) dehydratase			Tsac_0293	432	143	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	307700	308041	-							Tsac_0294	342		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	307700	308041	-	AFK85324.1			Flagellar protein FlgJ			Tsac_0294	342	113	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	308066	308866	-							Tsac_0295	801		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	308066	308866	-	AFK85325.1			flagellar basal-body rod protein FlgG			Tsac_0295	801	266	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	308883	309629	-							Tsac_0296	747		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	308883	309629	-	AFK85326.1			flagellar basal-body rod protein FlgF			Tsac_0296	747	248	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	309642	310670	-							Tsac_0297	1029		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	309642	310670	-	AFK85327.1			cell shape determining protein, MreB/Mrl family			Tsac_0297	1029	342	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	310800	311051	-							Tsac_0298	252		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	310800	311051	-	AFK85328.1			sporulation transcriptional regulator SpoIIID			Tsac_0298	252	83	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	311187	312002	-							Tsac_0299	816		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	311187	312002	-	AFK85329.1			Peptidase M23			Tsac_0299	816	271	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	312082	313149	-							Tsac_0300	1068		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	312082	313149	-	AFK85330.1			stage II sporulation protein D			Tsac_0300	1068	355	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	313208	314668	-							Tsac_0301	1461		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	313208	314668	-	AFK85331.1			S-layer domain-containing protein			Tsac_0301	1461	486	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	314684	317179	-							Tsac_0302	2496		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	314684	317179	-	AFK85332.1			S-layer domain-containing protein			Tsac_0302	2496	831	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	317193	322445	-							Tsac_0303	5253		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	317193	322445	-	AFK85333.1			Fibronectin type III domain protein			Tsac_0303	5253	1750	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	322836	323126	+							Tsac_0304	291		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	322836	323126	+	AFK85334.1			protein of unknown function DUF77			Tsac_0304	291	96	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	323147	323290	-							Tsac_0305	144		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	323147	323290	-	AFK85335.1			hypothetical protein			Tsac_0305	144	47	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	323385	323603	-							Tsac_0306	219		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	323385	323603	-	AFK85336.1			hypothetical protein			Tsac_0306	219	72	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	323641	323865	-							Tsac_0307	225		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	323641	323865	-	AFK85337.1			protein of unknown function DUF1659			Tsac_0307	225	74	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	323976	325370	-							Tsac_0308	1395		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	323976	325370	-	AFK85338.1			dipeptidase			Tsac_0308	1395	464	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	325464	326978	-							Tsac_0309	1515		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	325464	326978	-	AFK85339.1			amino acid permease-associated region			Tsac_0309	1515	504	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	327082	327918	-							Tsac_0310	837		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	327082	327918	-	AFK85340.1			hypothetical protein			Tsac_0310	837	278	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	328088	329341	-							Tsac_0311	1254		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	328088	329341	-	AFK85341.1			UDP-N-acetylglucosamine 1-carboxyvinyltransferase			Tsac_0311	1254	417	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	329351	330103	-							Tsac_0312	753		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	329351	330103	-	AFK85342.1			protein of unknown function DUF1779			Tsac_0312	753	250	
