# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	451893	453542	+							SAMN05216182_0405	1650		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	451893	453542	+	SMR96361.1			phosphotransferase system, enzyme I, PtsI			SAMN05216182_0405	1650	549	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	453764	454729	+							SAMN05216182_0406	966		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	453764	454729	+	SMR96362.1			cephalosporin-C deacetylase			SAMN05216182_0406	966	321	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	454872	455801	+							SAMN05216182_0407	930		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	454872	455801	+	SMR96363.1			hypothetical protein			SAMN05216182_0407	930	309	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	455968	456774	+							SAMN05216182_0408	807		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	455968	456774	+	SMR96364.1			dolichyl-phosphate beta-glucosyltransferase			SAMN05216182_0408	807	268	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	456795	457910	+							SAMN05216182_0409	1116		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	456795	457910	+	SMR96365.1			hypothetical protein			SAMN05216182_0409	1116	371	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	457954	459033	+							SAMN05216182_0410	1080		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	457954	459033	+	SMR96366.1			Glycosyltransferase involved in cell wall bisynthesis			SAMN05216182_0410	1080	359	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	459049	459900	+							SAMN05216182_0411	852		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	459049	459900	+	SMR96367.1			Glycosyl transferase family 2			SAMN05216182_0411	852	283	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	459897	460133	+							SAMN05216182_0412	237		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	459897	460133	+	SMR96368.1			hypothetical protein			SAMN05216182_0412	237	78	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	460178	464401	+							SAMN05216182_0413	4224		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	460178	464401	+	SMR96369.1			hypothetical protein			SAMN05216182_0413	4224	1407	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	464414	464746	-							SAMN05216182_0414	333		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	464414	464746	-	SMR96370.1			Protein of unknown function			SAMN05216182_0414	333	110	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	464749	465153	-							SAMN05216182_0415	405		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	464749	465153	-	SMR96371.1			protein of unknown function			SAMN05216182_0415	405	134	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	465338	466510	-							SAMN05216182_0416	1173		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	465338	466510	-	SMR96372.1			hypothetical protein			SAMN05216182_0416	1173	390	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	466736	467017	+							SAMN05216182_0417	282		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	466736	467017	+	SMR96373.1			putative membrane protein			SAMN05216182_0417	282	93	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	467086	467622	-							SAMN05216182_0418	537		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	467086	467622	-	SMR96374.1			Rubrerythrin			SAMN05216182_0418	537	178	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	467647	468069	-							SAMN05216182_0419	423		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	467647	468069	-	SMR96375.1			Fur family transcriptional regulator, peroxide stress response regulator			SAMN05216182_0419	423	140	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	468228	469901	-							SAMN05216182_0420	1674		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	468228	469901	-	SMR96376.1			oligo-1,6-glucosidase			SAMN05216182_0420	1674	557	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	470037	470663	-							SAMN05216182_0421	627		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	470037	470663	-	SMR96377.1			acyl-phosphate glycerol 3-phosphate acyltransferase			SAMN05216182_0421	627	208	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	470666	471763	-							SAMN05216182_0422	1098		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	470666	471763	-	SMR96378.1			Glycosyltransferase, catalytic subunit of cellulose synthase and poly-beta-1,6-N-acetylglucosamine synthase			SAMN05216182_0422	1098	365	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	472134	472379	+							SAMN05216182_0423	246		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	472134	472379	+	SMR96379.1			putative iron-only hydrogenase system regulator			SAMN05216182_0423	246	81	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	472401	473834	+							SAMN05216182_0424	1434		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	472401	473834	+	SMR96380.1			iron-only hydrogenase maturation protein HydG			SAMN05216182_0424	1434	477	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	473857	474243	-							SAMN05216182_0425	387		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	473857	474243	-	SMR96381.1			two-component system, chemotaxis family, response regulator CheY			SAMN05216182_0425	387	128	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	474402	475124	+							SAMN05216182_0426	723		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	474402	475124	+	SMR96382.1			tRNA1(Val) A37 N6-methylase TrmN6			SAMN05216182_0426	723	240	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	475121	475978	+							SAMN05216182_0427	858		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	475121	475978	+	SMR96383.1			16S rRNA (cytidine1402-2'-O)-methyltransferase			SAMN05216182_0427	858	285	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	476037	476279	-							SAMN05216182_0428	243		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	476037	476279	-	SMR96384.1			transcriptional pleiotropic regulator of transition state genes			SAMN05216182_0428	243	80	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	476865	479720	+							SAMN05216182_0429	2856		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	476865	479720	+	SMR96385.1			ABC-type glycerol-3-phosphate transport system, substrate-binding protein			SAMN05216182_0429	2856	951	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	479773	480666	+							SAMN05216182_0430	894		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	479773	480666	+	SMR96386.1			carbohydrate ABC transporter membrane protein 1, CUT1 family			SAMN05216182_0430	894	297	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	480706	481569	+							SAMN05216182_0431	864		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	480706	481569	+	SMR96387.1			carbohydrate ABC transporter membrane protein 2, CUT1 family			SAMN05216182_0431	864	287	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	481599	483749	+							SAMN05216182_0432	2151		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	481599	483749	+	SMR96388.1			SMP-30/Gluconolaconase/LRE-like region-containing protein			SAMN05216182_0432	2151	716	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	483777	485978	+							SAMN05216182_0433	2202		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	483777	485978	+	SMR96389.1			hypothetical protein			SAMN05216182_0433	2202	733	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	485986	486906	+							SAMN05216182_0434	921		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	485986	486906	+	SMR96390.1			ABC-type sugar transport system, permease component			SAMN05216182_0434	921	306	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	486936	487955	+							SAMN05216182_0435	1020		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	486936	487955	+	SMR96391.1			multiple sugar transport system permease protein			SAMN05216182_0435	1020	339	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	488030	489817	+							SAMN05216182_0436	1788		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	488030	489817	+	SMR96392.1			ABC-type glycerol-3-phosphate transport system, substrate-binding protein			SAMN05216182_0436	1788	595	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	489827	493939	+							SAMN05216182_0437	4113		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	489827	493939	+	SMR96393.1			arabinoxylan arabinofuranohydrolase			SAMN05216182_0437	4113	1370	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	493956	496049	+							SAMN05216182_0438	2094		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	493956	496049	+	SMR96394.1			endo-1,4-beta-xylanase			SAMN05216182_0438	2094	697	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	496092	497597	+							SAMN05216182_0439	1506		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	496092	497597	+	SMR96395.1			xylan 1,4-beta-xylosidase			SAMN05216182_0439	1506	501	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	497617	498630	+							SAMN05216182_0440	1014		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	497617	498630	+	SMR96396.1			endo-1,4-beta-xylanase			SAMN05216182_0440	1014	337	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	498678	499475	+							SAMN05216182_0441	798		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	498678	499475	+	SMR96397.1			S-formylglutathione hydrolase FrmB			SAMN05216182_0441	798	265	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	499565	500731	+							SAMN05216182_0442	1167		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	499565	500731	+	SMR96398.1			xylan 1,4-beta-xylosidase			SAMN05216182_0442	1167	388	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	500863	502302	+							SAMN05216182_0443	1440		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	500863	502302	+	SMR96399.1			Uncharacterised protein family (UPF0236)			SAMN05216182_0443	1440	479	
gene	pseudogene	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	502330	502632	+							SAMN05216182_0444	303		pseudo
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	502819	504567	+							SAMN05216182_0445	1749		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	502819	504567	+	SMR96400.1			Murein DD-endopeptidase MepM and murein hydrolase activator NlpD, contain LysM domain			SAMN05216182_0445	1749	582	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	504641	505306	-							SAMN05216182_0446	666		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	504641	505306	-	SMR96401.1			7-cyano-7-deazaguanine synthase			SAMN05216182_0446	666	221	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	505319	505696	-							SAMN05216182_0447	378		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	505319	505696	-	SMR96402.1			2-iminobutanoate/2-iminopropanoate deaminase			SAMN05216182_0447	378	125	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	505721	506122	-							SAMN05216182_0448	402		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	505721	506122	-	SMR96403.1			zinc-ribbon family protein			SAMN05216182_0448	402	133	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	506264	506458	+							SAMN05216182_0449	195		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	506264	506458	+	SMR96404.1			sulfur carrier protein			SAMN05216182_0449	195	64	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	506486	507391	+							SAMN05216182_0450	906		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	506486	507391	+	SMR96405.1			TIGR00269 family protein			SAMN05216182_0450	906	301	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	507461	508138	-							SAMN05216182_0451	678		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	507461	508138	-	SMR96406.1			7-carboxy-7-deazaguanine synthase			SAMN05216182_0451	678	225	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	508194	508604	-							SAMN05216182_0452	411		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	508194	508604	-	SMR96407.1			Predicted nucleic-acid-binding protein, contains PIN domain			SAMN05216182_0452	411	136	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	508601	508870	-							SAMN05216182_0453	270		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	508601	508870	-	SMR96408.1			looped-hinge helix DNA binding domain-containing protein, AbrB family			SAMN05216182_0453	270	89	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	509303	510553	+							SAMN05216182_0454	1251		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	509303	510553	+	SMR96409.1			Benzoyl-CoA reductase/2-hydroxyglutaryl-CoA dehydratase subunit, BcrC/BadD/HgdB			SAMN05216182_0454	1251	416	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	510569	512188	+							SAMN05216182_0455	1620		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	510569	512188	+	SMR96410.1			CoA-substrate-specific enzyme activase, putative			SAMN05216182_0455	1620	539	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	512299	512748	+							SAMN05216182_0456	450		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	512299	512748	+	SMR96411.1			DNA-binding transcriptional regulator, MarR family			SAMN05216182_0456	450	149	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	512768	514996	+							SAMN05216182_0457	2229		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	512768	514996	+	SMR96412.1			ATP-binding cassette, subfamily B			SAMN05216182_0457	2229	742	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	514993	516879	+							SAMN05216182_0458	1887		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	514993	516879	+	SMR96413.1			ATP-binding cassette, subfamily B			SAMN05216182_0458	1887	628	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	517078	517518	+							SAMN05216182_0459	441		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	517078	517518	+	SMR96414.1			hypothetical protein			SAMN05216182_0459	441	146	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	517548	518243	+							SAMN05216182_0460	696		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	517548	518243	+	SMR96415.1			Regulator of RNase E activity RraA			SAMN05216182_0460	696	231	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	518285	519562	-							SAMN05216182_0461	1278		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	518285	519562	-	SMR96416.1			methyl-accepting chemotaxis protein			SAMN05216182_0461	1278	425	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	519748	520992	+							SAMN05216182_0462	1245		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	519748	520992	+	SMR96417.1			UDP-N-acetylglucosamine 1-carboxyvinyltransferase			SAMN05216182_0462	1245	414	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	521077	521490	+							SAMN05216182_0463	414		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	521077	521490	+	SMR96418.1			hypothetical protein			SAMN05216182_0463	414	137	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	521483	522427	+							SAMN05216182_0464	945		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	521483	522427	+	SMR96419.1			BirA family transcriptional regulator, biotin operon repressor / biotin-[acetyl-CoA-carboxylase] ligase			SAMN05216182_0464	945	314	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	522445	523575	+							SAMN05216182_0465	1131		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	522445	523575	+	SMR96420.1			dihydropteroate synthase			SAMN05216182_0465	1131	376	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	523602	523817	+							SAMN05216182_0466	216		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	523602	523817	+	SMR96421.1			Protein of unknown function			SAMN05216182_0466	216	71	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	523822	524295	+							SAMN05216182_0467	474		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	523822	524295	+	SMR96422.1			2-amino-4-hydroxy-6-hydroxymethyldihydropteridinediphosphokinase			SAMN05216182_0467	474	157	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	524302	525096	+							SAMN05216182_0468	795		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	524302	525096	+	SMR96423.1			NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family			SAMN05216182_0468	795	264	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	525125	525679	+							SAMN05216182_0469	555		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	525125	525679	+	SMR96424.1			Endonuclease, Uma2 family (restriction endonuclease fold)			SAMN05216182_0469	555	184	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	525707	527041	+							SAMN05216182_0470	1335		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	525707	527041	+	SMR96425.1			hypothetical protein			SAMN05216182_0470	1335	444	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	527078	527746	+							SAMN05216182_0471	669		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	527078	527746	+	SMR96426.1			phage shock protein A (PspA) family protein			SAMN05216182_0471	669	222	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	527962	530256	+							SAMN05216182_0472	2295		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	527962	530256	+	SMR96427.1			stage II sporulation protein E			SAMN05216182_0472	2295	764	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	530237	531313	+							SAMN05216182_0473	1077		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	530237	531313	+	SMR96428.1			stage II sporulation protein D			SAMN05216182_0473	1077	358	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	531354	531755	+							SAMN05216182_0474	402		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	531354	531755	+	SMR96429.1			hypothetical protein			SAMN05216182_0474	402	133	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	531706	532305	+							SAMN05216182_0475	600		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	531706	532305	+	SMR96430.1			hypothetical protein			SAMN05216182_0475	600	199	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	532447	533385	+							SAMN05216182_0476	939		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	532447	533385	+	SMR96431.1			hypothetical protein			SAMN05216182_0476	939	312	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	533575	534288	-							SAMN05216182_0477	714		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	533575	534288	-	SMR96432.1			hypothetical protein			SAMN05216182_0477	714	237	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	534415	536037	-							SAMN05216182_0478	1623		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	534415	536037	-	SMR96433.1			NAD+ synthase (glutamine-hydrolysing)			SAMN05216182_0478	1623	540	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	536057	536470	-							SAMN05216182_0479	414		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	536057	536470	-	SMR96434.1			Uncharacterized conserved protein YutE, UPF0331/DUF86 family			SAMN05216182_0479	414	137	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	536485	536913	-							SAMN05216182_0480	429		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	536485	536913	-	SMR96435.1			Predicted nucleotidyltransferase			SAMN05216182_0480	429	142	
gene	pseudogene	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	536981	537244	-							SAMN05216182_0481	264		pseudo
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	537425	539866	+							SAMN05216182_0482	2442		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	537425	539866	+	SMR96436.1			beta-mannosidase			SAMN05216182_0482	2442	813	
gene	pseudogene	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	540088	540370	+							SAMN05216182_0483	283		pseudo
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	541105	542940	+							SAMN05216182_0484	1836		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	541105	542940	+	SMR96437.1			oligosaccharide amylase			SAMN05216182_0484	1836	611	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	543005	543604	-							SAMN05216182_0485	600		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	543005	543604	-	SMR96438.1			hypothetical protein			SAMN05216182_0485	600	199	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	543690	544247	-							SAMN05216182_0486	558		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	543690	544247	-	SMR96439.1			hypothetical protein			SAMN05216182_0486	558	185	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	544231	544593	-							SAMN05216182_0487	363		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	544231	544593	-	SMR96440.1			hypothetical protein			SAMN05216182_0487	363	120	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	544899	546092	+							SAMN05216182_0488	1194		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	544899	546092	+	SMR96441.1			Glycosyltransferase involved in cell wall bisynthesis			SAMN05216182_0488	1194	397	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	546132	548270	+							SAMN05216182_0489	2139		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	546132	548270	+	SMR96442.1			mannose-1-phosphate guanylyltransferase / phosphomannomutase			SAMN05216182_0489	2139	712	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	548343	549329	+							SAMN05216182_0490	987		
